table,gender,risk,issue_age,duration,q_sel
t1096,Male,SuperPref Nonsmoker,5,1,NA
t1096,Male,SuperPref Nonsmoker,5,2,NA
t1096,Male,SuperPref Nonsmoker,5,3,NA
t1096,Male,SuperPref Nonsmoker,5,4,NA
t1096,Male,SuperPref Nonsmoker,5,5,NA
t1096,Male,SuperPref Nonsmoker,5,6,NA
t1096,Male,SuperPref Nonsmoker,5,7,NA
t1096,Male,SuperPref Nonsmoker,5,8,NA
t1096,Male,SuperPref Nonsmoker,5,9,NA
t1096,Male,SuperPref Nonsmoker,5,10,NA
t1096,Male,SuperPref Nonsmoker,5,11,NA
t1096,Male,SuperPref Nonsmoker,5,12,3.9e-4
t1096,Male,SuperPref Nonsmoker,5,13,4.4e-4
t1096,Male,SuperPref Nonsmoker,5,14,4.8e-4
t1096,Male,SuperPref Nonsmoker,5,15,5e-4
t1096,Male,SuperPref Nonsmoker,5,16,5.1e-4
t1096,Male,SuperPref Nonsmoker,5,17,5.2e-4
t1096,Male,SuperPref Nonsmoker,5,18,5.3e-4
t1096,Male,SuperPref Nonsmoker,5,19,5.3e-4
t1096,Male,SuperPref Nonsmoker,5,20,5.4e-4
t1096,Male,SuperPref Nonsmoker,5,21,5.5e-4
t1096,Male,SuperPref Nonsmoker,5,22,5.5e-4
t1096,Male,SuperPref Nonsmoker,5,23,5.6e-4
t1096,Male,SuperPref Nonsmoker,5,24,5.7e-4
t1096,Male,SuperPref Nonsmoker,5,25,5.7e-4
t1096,Male,SuperPref Nonsmoker,6,1,NA
t1096,Male,SuperPref Nonsmoker,6,2,NA
t1096,Male,SuperPref Nonsmoker,6,3,NA
t1096,Male,SuperPref Nonsmoker,6,4,NA
t1096,Male,SuperPref Nonsmoker,6,5,NA
t1096,Male,SuperPref Nonsmoker,6,6,NA
t1096,Male,SuperPref Nonsmoker,6,7,NA
t1096,Male,SuperPref Nonsmoker,6,8,NA
t1096,Male,SuperPref Nonsmoker,6,9,NA
t1096,Male,SuperPref Nonsmoker,6,10,NA
t1096,Male,SuperPref Nonsmoker,6,11,3.9e-4
t1096,Male,SuperPref Nonsmoker,6,12,4.4e-4
t1096,Male,SuperPref Nonsmoker,6,13,4.8e-4
t1096,Male,SuperPref Nonsmoker,6,14,5e-4
t1096,Male,SuperPref Nonsmoker,6,15,5.1e-4
t1096,Male,SuperPref Nonsmoker,6,16,5.1e-4
t1096,Male,SuperPref Nonsmoker,6,17,5.2e-4
t1096,Male,SuperPref Nonsmoker,6,18,5.2e-4
t1096,Male,SuperPref Nonsmoker,6,19,5.3e-4
t1096,Male,SuperPref Nonsmoker,6,20,5.4e-4
t1096,Male,SuperPref Nonsmoker,6,21,5.4e-4
t1096,Male,SuperPref Nonsmoker,6,22,5.5e-4
t1096,Male,SuperPref Nonsmoker,6,23,5.6e-4
t1096,Male,SuperPref Nonsmoker,6,24,5.6e-4
t1096,Male,SuperPref Nonsmoker,6,25,5.7e-4
t1096,Male,SuperPref Nonsmoker,7,1,NA
t1096,Male,SuperPref Nonsmoker,7,2,NA
t1096,Male,SuperPref Nonsmoker,7,3,NA
t1096,Male,SuperPref Nonsmoker,7,4,NA
t1096,Male,SuperPref Nonsmoker,7,5,NA
t1096,Male,SuperPref Nonsmoker,7,6,NA
t1096,Male,SuperPref Nonsmoker,7,7,NA
t1096,Male,SuperPref Nonsmoker,7,8,NA
t1096,Male,SuperPref Nonsmoker,7,9,NA
t1096,Male,SuperPref Nonsmoker,7,10,3.9e-4
t1096,Male,SuperPref Nonsmoker,7,11,4.4e-4
t1096,Male,SuperPref Nonsmoker,7,12,4.8e-4
t1096,Male,SuperPref Nonsmoker,7,13,5e-4
t1096,Male,SuperPref Nonsmoker,7,14,5.1e-4
t1096,Male,SuperPref Nonsmoker,7,15,5.1e-4
t1096,Male,SuperPref Nonsmoker,7,16,5.2e-4
t1096,Male,SuperPref Nonsmoker,7,17,5.2e-4
t1096,Male,SuperPref Nonsmoker,7,18,5.3e-4
t1096,Male,SuperPref Nonsmoker,7,19,5.4e-4
t1096,Male,SuperPref Nonsmoker,7,20,5.4e-4
t1096,Male,SuperPref Nonsmoker,7,21,5.5e-4
t1096,Male,SuperPref Nonsmoker,7,22,5.6e-4
t1096,Male,SuperPref Nonsmoker,7,23,5.6e-4
t1096,Male,SuperPref Nonsmoker,7,24,5.7e-4
t1096,Male,SuperPref Nonsmoker,7,25,5.8e-4
t1096,Male,SuperPref Nonsmoker,8,1,NA
t1096,Male,SuperPref Nonsmoker,8,2,NA
t1096,Male,SuperPref Nonsmoker,8,3,NA
t1096,Male,SuperPref Nonsmoker,8,4,NA
t1096,Male,SuperPref Nonsmoker,8,5,NA
t1096,Male,SuperPref Nonsmoker,8,6,NA
t1096,Male,SuperPref Nonsmoker,8,7,NA
t1096,Male,SuperPref Nonsmoker,8,8,NA
t1096,Male,SuperPref Nonsmoker,8,9,3.9e-4
t1096,Male,SuperPref Nonsmoker,8,10,4.4e-4
t1096,Male,SuperPref Nonsmoker,8,11,4.8e-4
t1096,Male,SuperPref Nonsmoker,8,12,5e-4
t1096,Male,SuperPref Nonsmoker,8,13,5e-4
t1096,Male,SuperPref Nonsmoker,8,14,5e-4
t1096,Male,SuperPref Nonsmoker,8,15,5.1e-4
t1096,Male,SuperPref Nonsmoker,8,16,5.1e-4
t1096,Male,SuperPref Nonsmoker,8,17,5.3e-4
t1096,Male,SuperPref Nonsmoker,8,18,5.4e-4
t1096,Male,SuperPref Nonsmoker,8,19,5.4e-4
t1096,Male,SuperPref Nonsmoker,8,20,5.5e-4
t1096,Male,SuperPref Nonsmoker,8,21,5.6e-4
t1096,Male,SuperPref Nonsmoker,8,22,5.6e-4
t1096,Male,SuperPref Nonsmoker,8,23,5.7e-4
t1096,Male,SuperPref Nonsmoker,8,24,5.8e-4
t1096,Male,SuperPref Nonsmoker,8,25,5.9e-4
t1096,Male,SuperPref Nonsmoker,9,1,NA
t1096,Male,SuperPref Nonsmoker,9,2,NA
t1096,Male,SuperPref Nonsmoker,9,3,NA
t1096,Male,SuperPref Nonsmoker,9,4,NA
t1096,Male,SuperPref Nonsmoker,9,5,NA
t1096,Male,SuperPref Nonsmoker,9,6,NA
t1096,Male,SuperPref Nonsmoker,9,7,NA
t1096,Male,SuperPref Nonsmoker,9,8,3.9e-4
t1096,Male,SuperPref Nonsmoker,9,9,4.4e-4
t1096,Male,SuperPref Nonsmoker,9,10,4.7e-4
t1096,Male,SuperPref Nonsmoker,9,11,5e-4
t1096,Male,SuperPref Nonsmoker,9,12,5e-4
t1096,Male,SuperPref Nonsmoker,9,13,5e-4
t1096,Male,SuperPref Nonsmoker,9,14,5.1e-4
t1096,Male,SuperPref Nonsmoker,9,15,5.1e-4
t1096,Male,SuperPref Nonsmoker,9,16,5.2e-4
t1096,Male,SuperPref Nonsmoker,9,17,5.4e-4
t1096,Male,SuperPref Nonsmoker,9,18,5.4e-4
t1096,Male,SuperPref Nonsmoker,9,19,5.5e-4
t1096,Male,SuperPref Nonsmoker,9,20,5.6e-4
t1096,Male,SuperPref Nonsmoker,9,21,5.6e-4
t1096,Male,SuperPref Nonsmoker,9,22,5.7e-4
t1096,Male,SuperPref Nonsmoker,9,23,5.8e-4
t1096,Male,SuperPref Nonsmoker,9,24,5.9e-4
t1096,Male,SuperPref Nonsmoker,9,25,6.1e-4
t1096,Male,SuperPref Nonsmoker,10,1,NA
t1096,Male,SuperPref Nonsmoker,10,2,NA
t1096,Male,SuperPref Nonsmoker,10,3,NA
t1096,Male,SuperPref Nonsmoker,10,4,NA
t1096,Male,SuperPref Nonsmoker,10,5,NA
t1096,Male,SuperPref Nonsmoker,10,6,NA
t1096,Male,SuperPref Nonsmoker,10,7,3.9e-4
t1096,Male,SuperPref Nonsmoker,10,8,4.4e-4
t1096,Male,SuperPref Nonsmoker,10,9,4.7e-4
t1096,Male,SuperPref Nonsmoker,10,10,4.9e-4
t1096,Male,SuperPref Nonsmoker,10,11,4.9e-4
t1096,Male,SuperPref Nonsmoker,10,12,4.9e-4
t1096,Male,SuperPref Nonsmoker,10,13,5e-4
t1096,Male,SuperPref Nonsmoker,10,14,5e-4
t1096,Male,SuperPref Nonsmoker,10,15,5.2e-4
t1096,Male,SuperPref Nonsmoker,10,16,5.3e-4
t1096,Male,SuperPref Nonsmoker,10,17,5.4e-4
t1096,Male,SuperPref Nonsmoker,10,18,5.5e-4
t1096,Male,SuperPref Nonsmoker,10,19,5.6e-4
t1096,Male,SuperPref Nonsmoker,10,20,5.6e-4
t1096,Male,SuperPref Nonsmoker,10,21,5.7e-4
t1096,Male,SuperPref Nonsmoker,10,22,5.8e-4
t1096,Male,SuperPref Nonsmoker,10,23,5.9e-4
t1096,Male,SuperPref Nonsmoker,10,24,6.1e-4
t1096,Male,SuperPref Nonsmoker,10,25,6.3e-4
t1096,Male,SuperPref Nonsmoker,11,1,NA
t1096,Male,SuperPref Nonsmoker,11,2,NA
t1096,Male,SuperPref Nonsmoker,11,3,NA
t1096,Male,SuperPref Nonsmoker,11,4,NA
t1096,Male,SuperPref Nonsmoker,11,5,NA
t1096,Male,SuperPref Nonsmoker,11,6,3.9e-4
t1096,Male,SuperPref Nonsmoker,11,7,4.4e-4
t1096,Male,SuperPref Nonsmoker,11,8,4.7e-4
t1096,Male,SuperPref Nonsmoker,11,9,4.9e-4
t1096,Male,SuperPref Nonsmoker,11,10,4.9e-4
t1096,Male,SuperPref Nonsmoker,11,11,4.9e-4
t1096,Male,SuperPref Nonsmoker,11,12,5e-4
t1096,Male,SuperPref Nonsmoker,11,13,5e-4
t1096,Male,SuperPref Nonsmoker,11,14,5.2e-4
t1096,Male,SuperPref Nonsmoker,11,15,5.3e-4
t1096,Male,SuperPref Nonsmoker,11,16,5.4e-4
t1096,Male,SuperPref Nonsmoker,11,17,5.5e-4
t1096,Male,SuperPref Nonsmoker,11,18,5.6e-4
t1096,Male,SuperPref Nonsmoker,11,19,5.6e-4
t1096,Male,SuperPref Nonsmoker,11,20,5.7e-4
t1096,Male,SuperPref Nonsmoker,11,21,5.8e-4
t1096,Male,SuperPref Nonsmoker,11,22,5.9e-4
t1096,Male,SuperPref Nonsmoker,11,23,6.1e-4
t1096,Male,SuperPref Nonsmoker,11,24,6.3e-4
t1096,Male,SuperPref Nonsmoker,11,25,6.6e-4
t1096,Male,SuperPref Nonsmoker,12,1,NA
t1096,Male,SuperPref Nonsmoker,12,2,NA
t1096,Male,SuperPref Nonsmoker,12,3,NA
t1096,Male,SuperPref Nonsmoker,12,4,NA
t1096,Male,SuperPref Nonsmoker,12,5,3.9e-4
t1096,Male,SuperPref Nonsmoker,12,6,4.4e-4
t1096,Male,SuperPref Nonsmoker,12,7,4.7e-4
t1096,Male,SuperPref Nonsmoker,12,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,12,9,4.8e-4
t1096,Male,SuperPref Nonsmoker,12,10,4.8e-4
t1096,Male,SuperPref Nonsmoker,12,11,4.9e-4
t1096,Male,SuperPref Nonsmoker,12,12,5e-4
t1096,Male,SuperPref Nonsmoker,12,13,5.1e-4
t1096,Male,SuperPref Nonsmoker,12,14,5.3e-4
t1096,Male,SuperPref Nonsmoker,12,15,5.4e-4
t1096,Male,SuperPref Nonsmoker,12,16,5.5e-4
t1096,Male,SuperPref Nonsmoker,12,17,5.6e-4
t1096,Male,SuperPref Nonsmoker,12,18,5.6e-4
t1096,Male,SuperPref Nonsmoker,12,19,5.7e-4
t1096,Male,SuperPref Nonsmoker,12,20,5.8e-4
t1096,Male,SuperPref Nonsmoker,12,21,5.9e-4
t1096,Male,SuperPref Nonsmoker,12,22,6.1e-4
t1096,Male,SuperPref Nonsmoker,12,23,6.3e-4
t1096,Male,SuperPref Nonsmoker,12,24,6.6e-4
t1096,Male,SuperPref Nonsmoker,12,25,6.9e-4
t1096,Male,SuperPref Nonsmoker,13,1,NA
t1096,Male,SuperPref Nonsmoker,13,2,NA
t1096,Male,SuperPref Nonsmoker,13,3,NA
t1096,Male,SuperPref Nonsmoker,13,4,3.9e-4
t1096,Male,SuperPref Nonsmoker,13,5,4.4e-4
t1096,Male,SuperPref Nonsmoker,13,6,4.7e-4
t1096,Male,SuperPref Nonsmoker,13,7,4.8e-4
t1096,Male,SuperPref Nonsmoker,13,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,13,9,4.8e-4
t1096,Male,SuperPref Nonsmoker,13,10,4.9e-4
t1096,Male,SuperPref Nonsmoker,13,11,4.9e-4
t1096,Male,SuperPref Nonsmoker,13,12,5.1e-4
t1096,Male,SuperPref Nonsmoker,13,13,5.2e-4
t1096,Male,SuperPref Nonsmoker,13,14,5.4e-4
t1096,Male,SuperPref Nonsmoker,13,15,5.5e-4
t1096,Male,SuperPref Nonsmoker,13,16,5.6e-4
t1096,Male,SuperPref Nonsmoker,13,17,5.6e-4
t1096,Male,SuperPref Nonsmoker,13,18,5.7e-4
t1096,Male,SuperPref Nonsmoker,13,19,5.8e-4
t1096,Male,SuperPref Nonsmoker,13,20,5.9e-4
t1096,Male,SuperPref Nonsmoker,13,21,6.1e-4
t1096,Male,SuperPref Nonsmoker,13,22,6.3e-4
t1096,Male,SuperPref Nonsmoker,13,23,6.6e-4
t1096,Male,SuperPref Nonsmoker,13,24,6.9e-4
t1096,Male,SuperPref Nonsmoker,13,25,7.3e-4
t1096,Male,SuperPref Nonsmoker,14,1,NA
t1096,Male,SuperPref Nonsmoker,14,2,NA
t1096,Male,SuperPref Nonsmoker,14,3,3.9e-4
t1096,Male,SuperPref Nonsmoker,14,4,4.4e-4
t1096,Male,SuperPref Nonsmoker,14,5,4.6e-4
t1096,Male,SuperPref Nonsmoker,14,6,4.8e-4
t1096,Male,SuperPref Nonsmoker,14,7,4.8e-4
t1096,Male,SuperPref Nonsmoker,14,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,14,9,4.9e-4
t1096,Male,SuperPref Nonsmoker,14,10,4.9e-4
t1096,Male,SuperPref Nonsmoker,14,11,5e-4
t1096,Male,SuperPref Nonsmoker,14,12,5.2e-4
t1096,Male,SuperPref Nonsmoker,14,13,5.4e-4
t1096,Male,SuperPref Nonsmoker,14,14,5.5e-4
t1096,Male,SuperPref Nonsmoker,14,15,5.6e-4
t1096,Male,SuperPref Nonsmoker,14,16,5.6e-4
t1096,Male,SuperPref Nonsmoker,14,17,5.7e-4
t1096,Male,SuperPref Nonsmoker,14,18,5.8e-4
t1096,Male,SuperPref Nonsmoker,14,19,5.9e-4
t1096,Male,SuperPref Nonsmoker,14,20,6.1e-4
t1096,Male,SuperPref Nonsmoker,14,21,6.3e-4
t1096,Male,SuperPref Nonsmoker,14,22,6.6e-4
t1096,Male,SuperPref Nonsmoker,14,23,6.9e-4
t1096,Male,SuperPref Nonsmoker,14,24,7.3e-4
t1096,Male,SuperPref Nonsmoker,14,25,7.8e-4
t1096,Male,SuperPref Nonsmoker,15,1,NA
t1096,Male,SuperPref Nonsmoker,15,2,3.9e-4
t1096,Male,SuperPref Nonsmoker,15,3,4.4e-4
t1096,Male,SuperPref Nonsmoker,15,4,4.6e-4
t1096,Male,SuperPref Nonsmoker,15,5,4.7e-4
t1096,Male,SuperPref Nonsmoker,15,6,4.7e-4
t1096,Male,SuperPref Nonsmoker,15,7,4.7e-4
t1096,Male,SuperPref Nonsmoker,15,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,15,9,4.8e-4
t1096,Male,SuperPref Nonsmoker,15,10,4.9e-4
t1096,Male,SuperPref Nonsmoker,15,11,5.1e-4
t1096,Male,SuperPref Nonsmoker,15,12,5.3e-4
t1096,Male,SuperPref Nonsmoker,15,13,5.5e-4
t1096,Male,SuperPref Nonsmoker,15,14,5.6e-4
t1096,Male,SuperPref Nonsmoker,15,15,5.6e-4
t1096,Male,SuperPref Nonsmoker,15,16,5.7e-4
t1096,Male,SuperPref Nonsmoker,15,17,5.8e-4
t1096,Male,SuperPref Nonsmoker,15,18,5.9e-4
t1096,Male,SuperPref Nonsmoker,15,19,6.1e-4
t1096,Male,SuperPref Nonsmoker,15,20,6.3e-4
t1096,Male,SuperPref Nonsmoker,15,21,6.6e-4
t1096,Male,SuperPref Nonsmoker,15,22,6.9e-4
t1096,Male,SuperPref Nonsmoker,15,23,7.3e-4
t1096,Male,SuperPref Nonsmoker,15,24,7.8e-4
t1096,Male,SuperPref Nonsmoker,15,25,8.3e-4
t1096,Male,SuperPref Nonsmoker,16,1,3.9e-4
t1096,Male,SuperPref Nonsmoker,16,2,4.3e-4
t1096,Male,SuperPref Nonsmoker,16,3,4.6e-4
t1096,Male,SuperPref Nonsmoker,16,4,4.7e-4
t1096,Male,SuperPref Nonsmoker,16,5,4.7e-4
t1096,Male,SuperPref Nonsmoker,16,6,4.7e-4
t1096,Male,SuperPref Nonsmoker,16,7,4.8e-4
t1096,Male,SuperPref Nonsmoker,16,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,16,9,4.9e-4
t1096,Male,SuperPref Nonsmoker,16,10,5e-4
t1096,Male,SuperPref Nonsmoker,16,11,5.1e-4
t1096,Male,SuperPref Nonsmoker,16,12,5.4e-4
t1096,Male,SuperPref Nonsmoker,16,13,5.5e-4
t1096,Male,SuperPref Nonsmoker,16,14,5.6e-4
t1096,Male,SuperPref Nonsmoker,16,15,5.7e-4
t1096,Male,SuperPref Nonsmoker,16,16,5.8e-4
t1096,Male,SuperPref Nonsmoker,16,17,5.9e-4
t1096,Male,SuperPref Nonsmoker,16,18,6.1e-4
t1096,Male,SuperPref Nonsmoker,16,19,6.3e-4
t1096,Male,SuperPref Nonsmoker,16,20,6.6e-4
t1096,Male,SuperPref Nonsmoker,16,21,6.9e-4
t1096,Male,SuperPref Nonsmoker,16,22,7.3e-4
t1096,Male,SuperPref Nonsmoker,16,23,7.8e-4
t1096,Male,SuperPref Nonsmoker,16,24,8.3e-4
t1096,Male,SuperPref Nonsmoker,16,25,8.9e-4
t1096,Male,SuperPref Nonsmoker,17,1,4.3e-4
t1096,Male,SuperPref Nonsmoker,17,2,4.5e-4
t1096,Male,SuperPref Nonsmoker,17,3,4.6e-4
t1096,Male,SuperPref Nonsmoker,17,4,4.6e-4
t1096,Male,SuperPref Nonsmoker,17,5,4.6e-4
t1096,Male,SuperPref Nonsmoker,17,6,4.7e-4
t1096,Male,SuperPref Nonsmoker,17,7,4.7e-4
t1096,Male,SuperPref Nonsmoker,17,8,4.8e-4
t1096,Male,SuperPref Nonsmoker,17,9,5e-4
t1096,Male,SuperPref Nonsmoker,17,10,5.1e-4
t1096,Male,SuperPref Nonsmoker,17,11,5.2e-4
t1096,Male,SuperPref Nonsmoker,17,12,5.4e-4
t1096,Male,SuperPref Nonsmoker,17,13,5.4e-4
t1096,Male,SuperPref Nonsmoker,17,14,5.5e-4
t1096,Male,SuperPref Nonsmoker,17,15,5.6e-4
t1096,Male,SuperPref Nonsmoker,17,16,5.7e-4
t1096,Male,SuperPref Nonsmoker,17,17,6.1e-4
t1096,Male,SuperPref Nonsmoker,17,18,6.3e-4
t1096,Male,SuperPref Nonsmoker,17,19,6.6e-4
t1096,Male,SuperPref Nonsmoker,17,20,6.9e-4
t1096,Male,SuperPref Nonsmoker,17,21,7.3e-4
t1096,Male,SuperPref Nonsmoker,17,22,7.8e-4
t1096,Male,SuperPref Nonsmoker,17,23,8.3e-4
t1096,Male,SuperPref Nonsmoker,17,24,8.9e-4
t1096,Male,SuperPref Nonsmoker,17,25,9.7e-4
t1096,Male,SuperPref Nonsmoker,18,1,4.5e-4
t1096,Male,SuperPref Nonsmoker,18,2,4.5e-4
t1096,Male,SuperPref Nonsmoker,18,3,4.5e-4
t1096,Male,SuperPref Nonsmoker,18,4,4.6e-4
t1096,Male,SuperPref Nonsmoker,18,5,4.6e-4
t1096,Male,SuperPref Nonsmoker,18,6,4.7e-4
t1096,Male,SuperPref Nonsmoker,18,7,4.8e-4
t1096,Male,SuperPref Nonsmoker,18,8,4.9e-4
t1096,Male,SuperPref Nonsmoker,18,9,5e-4
t1096,Male,SuperPref Nonsmoker,18,10,5.1e-4
t1096,Male,SuperPref Nonsmoker,18,11,5.2e-4
t1096,Male,SuperPref Nonsmoker,18,12,5.3e-4
t1096,Male,SuperPref Nonsmoker,18,13,5.4e-4
t1096,Male,SuperPref Nonsmoker,18,14,5.6e-4
t1096,Male,SuperPref Nonsmoker,18,15,5.7e-4
t1096,Male,SuperPref Nonsmoker,18,16,5.9e-4
t1096,Male,SuperPref Nonsmoker,18,17,6.3e-4
t1096,Male,SuperPref Nonsmoker,18,18,6.6e-4
t1096,Male,SuperPref Nonsmoker,18,19,6.9e-4
