issue_age,attained_age,duration,table,gender,risk,q_sel,q_ult
1,79,79,t1096,Male,SuperPref Nonsmoker,NA,0.04855
1,80,80,t1096,Male,SuperPref Nonsmoker,NA,0.05529
1,81,81,t1096,Male,SuperPref Nonsmoker,NA,0.06277
1,82,82,t1096,Male,SuperPref Nonsmoker,NA,0.0709
1,83,83,t1096,Male,SuperPref Nonsmoker,NA,0.07995
1,84,84,t1096,Male,SuperPref Nonsmoker,NA,0.09017
1,85,85,t1096,Male,SuperPref Nonsmoker,NA,0.10172
1,86,86,t1096,Male,SuperPref Nonsmoker,NA,0.11464
1,87,87,t1096,Male,SuperPref Nonsmoker,NA,0.12888
1,88,88,t1096,Male,SuperPref Nonsmoker,NA,0.14435
1,89,89,t1096,Male,SuperPref Nonsmoker,NA,0.16094
1,90,90,t1096,Male,SuperPref Nonsmoker,NA,0.17796
1,91,91,t1096,Male,SuperPref Nonsmoker,NA,0.19527
1,92,92,t1096,Male,SuperPref Nonsmoker,NA,0.21373
1,93,93,t1096,Male,SuperPref Nonsmoker,NA,0.23352
1,94,94,t1096,Male,SuperPref Nonsmoker,NA,0.25464
1,95,95,t1096,Male,SuperPref Nonsmoker,NA,0.27421
1,96,96,t1096,Male,SuperPref Nonsmoker,NA,0.29118
1,97,97,t1096,Male,SuperPref Nonsmoker,NA,0.30926
1,98,98,t1096,Male,SuperPref Nonsmoker,NA,0.32854
1,99,99,t1096,Male,SuperPref Nonsmoker,NA,0.34911
1,100,100,t1096,Male,SuperPref Nonsmoker,NA,0.36876
1,101,101,t1096,Male,SuperPref Nonsmoker,NA,0.38619
1,102,102,t1096,Male,SuperPref Nonsmoker,NA,0.40473
1,103,103,t1096,Male,SuperPref Nonsmoker,NA,0.42444
1,104,104,t1096,Male,SuperPref Nonsmoker,NA,0.44527
1,105,105,t1096,Male,SuperPref Nonsmoker,NA,0.46721
1,106,106,t1096,Male,SuperPref Nonsmoker,NA,0.4905
1,107,107,t1096,Male,SuperPref Nonsmoker,NA,0.51521
1,108,108,t1096,Male,SuperPref Nonsmoker,NA,0.54143
1,109,109,t1096,Male,SuperPref Nonsmoker,NA,0.56922
1,110,110,t1096,Male,SuperPref Nonsmoker,NA,0.59865
1,111,111,t1096,Male,SuperPref Nonsmoker,NA,0.62983
1,112,112,t1096,Male,SuperPref Nonsmoker,NA,0.66283
1,113,113,t1096,Male,SuperPref Nonsmoker,NA,0.69775
1,114,114,t1096,Male,SuperPref Nonsmoker,NA,0.73465
1,115,115,t1096,Male,SuperPref Nonsmoker,NA,0.77363
1,116,116,t1096,Male,SuperPref Nonsmoker,NA,0.81476
1,117,117,t1096,Male,SuperPref Nonsmoker,NA,0.85813
1,118,118,t1096,Male,SuperPref Nonsmoker,NA,0.9038
1,119,119,t1096,Male,SuperPref Nonsmoker,NA,0.95167
1,120,120,t1096,Male,SuperPref Nonsmoker,NA,1
2,2,1,t1096,Male,SuperPref Nonsmoker,NA,NA
2,3,2,t1096,Male,SuperPref Nonsmoker,NA,NA
2,4,3,t1096,Male,SuperPref Nonsmoker,NA,NA
2,5,4,t1096,Male,SuperPref Nonsmoker,NA,NA
2,6,5,t1096,Male,SuperPref Nonsmoker,NA,NA
2,7,6,t1096,Male,SuperPref Nonsmoker,NA,NA
2,8,7,t1096,Male,SuperPref Nonsmoker,NA,NA
2,9,8,t1096,Male,SuperPref Nonsmoker,NA,NA
2,10,9,t1096,Male,SuperPref Nonsmoker,NA,NA
2,11,10,t1096,Male,SuperPref Nonsmoker,NA,NA
2,12,11,t1096,Male,SuperPref Nonsmoker,NA,NA
2,13,12,t1096,Male,SuperPref Nonsmoker,NA,NA
2,14,13,t1096,Male,SuperPref Nonsmoker,NA,NA
2,15,14,t1096,Male,SuperPref Nonsmoker,NA,NA
2,16,15,t1096,Male,SuperPref Nonsmoker,4e-4,4.3e-4
2,17,16,t1096,Male,SuperPref Nonsmoker,4.4e-4,4.8e-4
2,18,17,t1096,Male,SuperPref Nonsmoker,4.8e-4,5e-4
2,19,18,t1096,Male,SuperPref Nonsmoker,5.1e-4,5.2e-4
2,20,19,t1096,Male,SuperPref Nonsmoker,5.1e-4,5.2e-4
2,21,20,t1096,Male,SuperPref Nonsmoker,5.2e-4,5.2e-4
2,22,21,t1096,Male,SuperPref Nonsmoker,5.3e-4,5.3e-4
2,23,22,t1096,Male,SuperPref Nonsmoker,5.3e-4,5.3e-4
2,24,23,t1096,Male,SuperPref Nonsmoker,5.4e-4,5.4e-4
2,25,24,t1096,Male,SuperPref Nonsmoker,5.5e-4,5.6e-4
2,26,25,t1096,Male,SuperPref Nonsmoker,5.7e-4,5.8e-4
2,27,26,t1096,Male,SuperPref Nonsmoker,NA,6e-4
2,28,27,t1096,Male,SuperPref Nonsmoker,NA,5.9e-4
2,29,28,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
2,30,29,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
2,31,30,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
2,32,31,t1096,Male,SuperPref Nonsmoker,NA,5.9e-4
2,33,32,t1096,Male,SuperPref Nonsmoker,NA,6.1e-4
2,34,33,t1096,Male,SuperPref Nonsmoker,NA,6.3e-4
2,35,34,t1096,Male,SuperPref Nonsmoker,NA,6.6e-4
2,36,35,t1096,Male,SuperPref Nonsmoker,NA,6.9e-4
2,37,36,t1096,Male,SuperPref Nonsmoker,NA,7.3e-4
2,38,37,t1096,Male,SuperPref Nonsmoker,NA,7.8e-4
2,39,38,t1096,Male,SuperPref Nonsmoker,NA,8.3e-4
2,40,39,t1096,Male,SuperPref Nonsmoker,NA,8.9e-4
2,41,40,t1096,Male,SuperPref Nonsmoker,NA,9.7e-4
2,42,41,t1096,Male,SuperPref Nonsmoker,NA,0.00106
2,43,42,t1096,Male,SuperPref Nonsmoker,NA,0.00116
2,44,43,t1096,Male,SuperPref Nonsmoker,NA,0.00128
2,45,44,t1096,Male,SuperPref Nonsmoker,NA,0.0014
2,46,45,t1096,Male,SuperPref Nonsmoker,NA,0.00153
2,47,46,t1096,Male,SuperPref Nonsmoker,NA,0.00164
2,48,47,t1096,Male,SuperPref Nonsmoker,NA,0.00175
2,49,48,t1096,Male,SuperPref Nonsmoker,NA,0.00188
2,50,49,t1096,Male,SuperPref Nonsmoker,NA,0.00205
2,51,50,t1096,Male,SuperPref Nonsmoker,NA,0.00229
2,52,51,t1096,Male,SuperPref Nonsmoker,NA,0.00257
2,53,52,t1096,Male,SuperPref Nonsmoker,NA,0.0029
2,54,53,t1096,Male,SuperPref Nonsmoker,NA,0.00332
2,55,54,t1096,Male,SuperPref Nonsmoker,NA,0.00379
2,56,55,t1096,Male,SuperPref Nonsmoker,NA,0.0043
2,57,56,t1096,Male,SuperPref Nonsmoker,NA,0.00483
2,58,57,t1096,Male,SuperPref Nonsmoker,NA,0.00536
2,59,58,t1096,Male,SuperPref Nonsmoker,NA,0.00593
2,60,59,t1096,Male,SuperPref Nonsmoker,NA,0.00655
2,61,60,t1096,Male,SuperPref Nonsmoker,NA,0.00731
2,62,61,t1096,Male,SuperPref Nonsmoker,NA,0.0082
2,63,62,t1096,Male,SuperPref Nonsmoker,NA,0.00916
2,64,63,t1096,Male,SuperPref Nonsmoker,NA,0.01017
2,65,64,t1096,Male,SuperPref Nonsmoker,NA,0.01121
2,66,65,t1096,Male,SuperPref Nonsmoker,NA,0.01227
2,67,66,t1096,Male,SuperPref Nonsmoker,NA,0.01339
2,68,67,t1096,Male,SuperPref Nonsmoker,NA,0.01456
2,69,68,t1096,Male,SuperPref Nonsmoker,NA,0.01587
2,70,69,t1096,Male,SuperPref Nonsmoker,NA,0.0174
2,71,70,t1096,Male,SuperPref Nonsmoker,NA,0.01927
2,72,71,t1096,Male,SuperPref Nonsmoker,NA,0.02144
2,73,72,t1096,Male,SuperPref Nonsmoker,NA,0.02373
2,74,73,t1096,Male,SuperPref Nonsmoker,NA,0.02619
2,75,74,t1096,Male,SuperPref Nonsmoker,NA,0.02921
2,76,75,t1096,Male,SuperPref Nonsmoker,NA,0.03299
2,77,76,t1096,Male,SuperPref Nonsmoker,NA,0.03742
2,78,77,t1096,Male,SuperPref Nonsmoker,NA,0.04261
2,79,78,t1096,Male,SuperPref Nonsmoker,NA,0.04855
2,80,79,t1096,Male,SuperPref Nonsmoker,NA,0.05529
2,81,80,t1096,Male,SuperPref Nonsmoker,NA,0.06277
2,82,81,t1096,Male,SuperPref Nonsmoker,NA,0.0709
2,83,82,t1096,Male,SuperPref Nonsmoker,NA,0.07995
2,84,83,t1096,Male,SuperPref Nonsmoker,NA,0.09017
2,85,84,t1096,Male,SuperPref Nonsmoker,NA,0.10172
2,86,85,t1096,Male,SuperPref Nonsmoker,NA,0.11464
2,87,86,t1096,Male,SuperPref Nonsmoker,NA,0.12888
2,88,87,t1096,Male,SuperPref Nonsmoker,NA,0.14435
2,89,88,t1096,Male,SuperPref Nonsmoker,NA,0.16094
2,90,89,t1096,Male,SuperPref Nonsmoker,NA,0.17796
2,91,90,t1096,Male,SuperPref Nonsmoker,NA,0.19527
2,92,91,t1096,Male,SuperPref Nonsmoker,NA,0.21373
2,93,92,t1096,Male,SuperPref Nonsmoker,NA,0.23352
2,94,93,t1096,Male,SuperPref Nonsmoker,NA,0.25464
2,95,94,t1096,Male,SuperPref Nonsmoker,NA,0.27421
2,96,95,t1096,Male,SuperPref Nonsmoker,NA,0.29118
2,97,96,t1096,Male,SuperPref Nonsmoker,NA,0.30926
2,98,97,t1096,Male,SuperPref Nonsmoker,NA,0.32854
2,99,98,t1096,Male,SuperPref Nonsmoker,NA,0.34911
2,100,99,t1096,Male,SuperPref Nonsmoker,NA,0.36876
2,101,100,t1096,Male,SuperPref Nonsmoker,NA,0.38619
2,102,101,t1096,Male,SuperPref Nonsmoker,NA,0.40473
2,103,102,t1096,Male,SuperPref Nonsmoker,NA,0.42444
2,104,103,t1096,Male,SuperPref Nonsmoker,NA,0.44527
2,105,104,t1096,Male,SuperPref Nonsmoker,NA,0.46721
2,106,105,t1096,Male,SuperPref Nonsmoker,NA,0.4905
2,107,106,t1096,Male,SuperPref Nonsmoker,NA,0.51521
2,108,107,t1096,Male,SuperPref Nonsmoker,NA,0.54143
2,109,108,t1096,Male,SuperPref Nonsmoker,NA,0.56922
2,110,109,t1096,Male,SuperPref Nonsmoker,NA,0.59865
2,111,110,t1096,Male,SuperPref Nonsmoker,NA,0.62983
2,112,111,t1096,Male,SuperPref Nonsmoker,NA,0.66283
2,113,112,t1096,Male,SuperPref Nonsmoker,NA,0.69775
2,114,113,t1096,Male,SuperPref Nonsmoker,NA,0.73465
2,115,114,t1096,Male,SuperPref Nonsmoker,NA,0.77363
2,116,115,t1096,Male,SuperPref Nonsmoker,NA,0.81476
2,117,116,t1096,Male,SuperPref Nonsmoker,NA,0.85813
2,118,117,t1096,Male,SuperPref Nonsmoker,NA,0.9038
2,119,118,t1096,Male,SuperPref Nonsmoker,NA,0.95167
2,120,119,t1096,Male,SuperPref Nonsmoker,NA,1
3,3,1,t1096,Male,SuperPref Nonsmoker,NA,NA
3,4,2,t1096,Male,SuperPref Nonsmoker,NA,NA
3,5,3,t1096,Male,SuperPref Nonsmoker,NA,NA
3,6,4,t1096,Male,SuperPref Nonsmoker,NA,NA
3,7,5,t1096,Male,SuperPref Nonsmoker,NA,NA
3,8,6,t1096,Male,SuperPref Nonsmoker,NA,NA
3,9,7,t1096,Male,SuperPref Nonsmoker,NA,NA
3,10,8,t1096,Male,SuperPref Nonsmoker,NA,NA
3,11,9,t1096,Male,SuperPref Nonsmoker,NA,NA
3,12,10,t1096,Male,SuperPref Nonsmoker,NA,NA
3,13,11,t1096,Male,SuperPref Nonsmoker,NA,NA
3,14,12,t1096,Male,SuperPref Nonsmoker,NA,NA
3,15,13,t1096,Male,SuperPref Nonsmoker,NA,NA
3,16,14,t1096,Male,SuperPref Nonsmoker,3.9e-4,4.3e-4
3,17,15,t1096,Male,SuperPref Nonsmoker,4.4e-4,4.8e-4
3,18,16,t1096,Male,SuperPref Nonsmoker,4.8e-4,5e-4
3,19,17,t1096,Male,SuperPref Nonsmoker,5e-4,5.2e-4
3,20,18,t1096,Male,SuperPref Nonsmoker,5.1e-4,5.2e-4
3,21,19,t1096,Male,SuperPref Nonsmoker,5.2e-4,5.2e-4
3,22,20,t1096,Male,SuperPref Nonsmoker,5.3e-4,5.3e-4
3,23,21,t1096,Male,SuperPref Nonsmoker,5.3e-4,5.3e-4
3,24,22,t1096,Male,SuperPref Nonsmoker,5.4e-4,5.4e-4
3,25,23,t1096,Male,SuperPref Nonsmoker,5.5e-4,5.6e-4
3,26,24,t1096,Male,SuperPref Nonsmoker,5.6e-4,5.8e-4
3,27,25,t1096,Male,SuperPref Nonsmoker,5.8e-4,6e-4
3,28,26,t1096,Male,SuperPref Nonsmoker,NA,5.9e-4
3,29,27,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
3,30,28,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
3,31,29,t1096,Male,SuperPref Nonsmoker,NA,5.8e-4
3,32,30,t1096,Male,SuperPref Nonsmoker,NA,5.9e-4
3,33,31,t1096,Male,SuperPref Nonsmoker,NA,6.1e-4
3,34,32,t1096,Male,SuperPref Nonsmoker,NA,6.3e-4
3,35,33,t1096,Male,SuperPref Nonsmoker,NA,6.6e-4
3,36,34,t1096,Male,SuperPref Nonsmoker,NA,6.9e-4
3,37,35,t1096,Male,SuperPref Nonsmoker,NA,7.3e-4
3,38,36,t1096,Male,SuperPref Nonsmoker,NA,7.8e-4
3,39,37,t1096,Male,SuperPref Nonsmoker,NA,8.3e-4
3,40,38,t1096,Male,SuperPref Nonsmoker,NA,8.9e-4
3,41,39,t1096,Male,SuperPref Nonsmoker,NA,9.7e-4
3,42,40,t1096,Male,SuperPref Nonsmoker,NA,0.00106
3,43,41,t1096,Male,SuperPref Nonsmoker,NA,0.00116
3,44,42,t1096,Male,SuperPref Nonsmoker,NA,0.00128
3,45,43,t1096,Male,SuperPref Nonsmoker,NA,0.0014
