table,gender,tobacco,attained_age,q_ult
t3370,Female,Nonsmoker,98,0.24802
t3370,Female,Nonsmoker,99,0.27379
t3370,Female,Nonsmoker,100,0.29921
t3370,Female,Nonsmoker,101,0.32314
t3370,Female,Nonsmoker,102,0.34698
t3370,Female,Nonsmoker,103,0.37036
t3370,Female,Nonsmoker,104,0.39292
t3370,Female,Nonsmoker,105,0.4143
t3370,Female,Nonsmoker,106,0.43413
t3370,Female,Nonsmoker,107,0.45205
t3370,Female,Nonsmoker,108,0.46769
t3370,Female,Nonsmoker,109,0.48068
t3370,Female,Nonsmoker,110,0.49065
t3370,Female,Nonsmoker,111,0.49723
t3370,Female,Nonsmoker,112,0.5
t3370,Female,Nonsmoker,113,0.5
t3370,Female,Nonsmoker,114,0.5
t3370,Female,Nonsmoker,115,0.5
t3370,Female,Nonsmoker,116,0.5
t3370,Female,Nonsmoker,117,0.5
t3370,Female,Nonsmoker,118,0.5
t3370,Female,Nonsmoker,119,0.5
t3370,Female,Nonsmoker,120,0.5
t3371,Male,Smoker,18,6.5e-4
t3371,Male,Smoker,19,6.8e-4
t3371,Male,Smoker,20,7.1e-4
t3371,Male,Smoker,21,7.3e-4
t3371,Male,Smoker,22,7.6e-4
t3371,Male,Smoker,23,7.9e-4
t3371,Male,Smoker,24,8.1e-4
t3371,Male,Smoker,25,8.3e-4
t3371,Male,Smoker,26,8.2e-4
t3371,Male,Smoker,27,8.1e-4
t3371,Male,Smoker,28,8e-4
t3371,Male,Smoker,29,8e-4
t3371,Male,Smoker,30,8.2e-4
t3371,Male,Smoker,31,8.6e-4
t3371,Male,Smoker,32,9.2e-4
t3371,Male,Smoker,33,9.9e-4
t3371,Male,Smoker,34,0.00107
t3371,Male,Smoker,35,0.00116
t3371,Male,Smoker,36,0.00127
t3371,Male,Smoker,37,0.00139
t3371,Male,Smoker,38,0.00155
t3371,Male,Smoker,39,0.00175
t3371,Male,Smoker,40,0.00197
t3371,Male,Smoker,41,0.00219
t3371,Male,Smoker,42,0.0024
t3371,Male,Smoker,43,0.00259
t3371,Male,Smoker,44,0.00273
t3371,Male,Smoker,45,0.00288
t3371,Male,Smoker,46,0.00306
t3371,Male,Smoker,47,0.00326
t3371,Male,Smoker,48,0.00349
t3371,Male,Smoker,49,0.00374
t3371,Male,Smoker,50,0.00404
t3371,Male,Smoker,51,0.00437
t3371,Male,Smoker,52,0.00474
t3371,Male,Smoker,53,0.00516
t3371,Male,Smoker,54,0.00564
t3371,Male,Smoker,55,0.00617
t3371,Male,Smoker,56,0.00678
t3371,Male,Smoker,57,0.00748
t3371,Male,Smoker,58,0.00827
t3371,Male,Smoker,59,0.00917
t3371,Male,Smoker,60,0.01021
t3371,Male,Smoker,61,0.01139
t3371,Male,Smoker,62,0.01273
t3371,Male,Smoker,63,0.01419
t3371,Male,Smoker,64,0.01581
t3371,Male,Smoker,65,0.01757
t3371,Male,Smoker,66,0.01944
t3371,Male,Smoker,67,0.0214
t3371,Male,Smoker,68,0.0235
t3371,Male,Smoker,69,0.02581
t3371,Male,Smoker,70,0.02842
t3371,Male,Smoker,71,0.03138
t3371,Male,Smoker,72,0.03466
t3371,Male,Smoker,73,0.03819
t3371,Male,Smoker,74,0.04185
t3371,Male,Smoker,75,0.04553
t3371,Male,Smoker,76,0.04918
t3371,Male,Smoker,77,0.0528
t3371,Male,Smoker,78,0.05652
t3371,Male,Smoker,79,0.06046
t3371,Male,Smoker,80,0.06475
t3371,Male,Smoker,81,0.06932
t3371,Male,Smoker,82,0.07515
t3371,Male,Smoker,83,0.08272
t3371,Male,Smoker,84,0.09132
t3371,Male,Smoker,85,0.10108
t3371,Male,Smoker,86,0.11205
t3371,Male,Smoker,87,0.1242
t3371,Male,Smoker,88,0.13723
t3371,Male,Smoker,89,0.15078
t3371,Male,Smoker,90,0.16453
t3371,Male,Smoker,91,0.17806
t3371,Male,Smoker,92,0.19117
t3371,Male,Smoker,93,0.20355
t3371,Male,Smoker,94,0.21464
t3371,Male,Smoker,95,0.22652
t3371,Male,Smoker,96,0.24113
t3371,Male,Smoker,97,0.25732
t3371,Male,Smoker,98,0.2753
t3371,Male,Smoker,99,0.29479
t3371,Male,Smoker,100,0.31552
t3371,Male,Smoker,101,0.33699
t3371,Male,Smoker,102,0.35854
t3371,Male,Smoker,103,0.37981
t3371,Male,Smoker,104,0.40044
t3371,Male,Smoker,105,0.42009
t3371,Male,Smoker,106,0.4384
t3371,Male,Smoker,107,0.45501
t3371,Male,Smoker,108,0.46956
t3371,Male,Smoker,109,0.4817
t3371,Male,Smoker,110,0.49107
t3371,Male,Smoker,111,0.49731
t3371,Male,Smoker,112,0.5
t3371,Male,Smoker,113,0.5
t3371,Male,Smoker,114,0.5
t3371,Male,Smoker,115,0.5
t3371,Male,Smoker,116,0.5
t3371,Male,Smoker,117,0.5
t3371,Male,Smoker,118,0.5
t3371,Male,Smoker,119,0.5
t3371,Male,Smoker,120,0.5
t3372,Female,Smoker,18,2.7e-4
t3372,Female,Smoker,19,2.7e-4
t3372,Female,Smoker,20,2.6e-4
t3372,Female,Smoker,21,2.6e-4
t3372,Female,Smoker,22,2.7e-4
t3372,Female,Smoker,23,3e-4
t3372,Female,Smoker,24,3.2e-4
t3372,Female,Smoker,25,3.3e-4
t3372,Female,Smoker,26,3.3e-4
t3372,Female,Smoker,27,3.4e-4
t3372,Female,Smoker,28,3.5e-4
t3372,Female,Smoker,29,3.8e-4
t3372,Female,Smoker,30,4e-4
t3372,Female,Smoker,31,4.3e-4
t3372,Female,Smoker,32,4.7e-4
t3372,Female,Smoker,33,5.6e-4
t3372,Female,Smoker,34,6.8e-4
t3372,Female,Smoker,35,7.8e-4
t3372,Female,Smoker,36,9.2e-4
t3372,Female,Smoker,37,0.00108
t3372,Female,Smoker,38,0.00121
t3372,Female,Smoker,39,0.00132
t3372,Female,Smoker,40,0.00142
t3372,Female,Smoker,41,0.00151
t3372,Female,Smoker,42,0.0016
t3372,Female,Smoker,43,0.00169
t3372,Female,Smoker,44,0.00179
t3372,Female,Smoker,45,0.00193
t3372,Female,Smoker,46,0.00212
t3372,Female,Smoker,47,0.00232
t3372,Female,Smoker,48,0.00255
t3372,Female,Smoker,49,0.0028
t3372,Female,Smoker,50,0.00308
t3372,Female,Smoker,51,0.0034
t3372,Female,Smoker,52,0.00374
t3372,Female,Smoker,53,0.00412
t3372,Female,Smoker,54,0.00454
t3372,Female,Smoker,55,0.00502
t3372,Female,Smoker,56,0.00556
t3372,Female,Smoker,57,0.00616
t3372,Female,Smoker,58,0.00684
t3372,Female,Smoker,59,0.0076
t3372,Female,Smoker,60,0.00843
t3372,Female,Smoker,61,0.00937
t3372,Female,Smoker,62,0.01039
t3372,Female,Smoker,63,0.01151
t3372,Female,Smoker,64,0.01273
t3372,Female,Smoker,65,0.01405
t3372,Female,Smoker,66,0.01546
t3372,Female,Smoker,67,0.01697
t3372,Female,Smoker,68,0.01856
t3372,Female,Smoker,69,0.02026
t3372,Female,Smoker,70,0.02215
t3372,Female,Smoker,71,0.02411
t3372,Female,Smoker,72,0.02615
t3372,Female,Smoker,73,0.02838
t3372,Female,Smoker,74,0.03082
t3372,Female,Smoker,75,0.03352
t3372,Female,Smoker,76,0.03653
t3372,Female,Smoker,77,0.03986
t3372,Female,Smoker,78,0.04353
t3372,Female,Smoker,79,0.04802
t3372,Female,Smoker,80,0.05365
t3372,Female,Smoker,81,0.06022
t3372,Female,Smoker,82,0.06763
t3372,Female,Smoker,83,0.07555
t3372,Female,Smoker,84,0.0832
t3372,Female,Smoker,85,0.09244
t3372,Female,Smoker,86,0.10325
t3372,Female,Smoker,87,0.11388
t3372,Female,Smoker,88,0.12534
t3372,Female,Smoker,89,0.13743
t3372,Female,Smoker,90,0.14982
t3372,Female,Smoker,91,0.16244
t3372,Female,Smoker,92,0.1754
t3372,Female,Smoker,93,0.18805
t3372,Female,Smoker,94,0.20027
t3372,Female,Smoker,95,0.21401
t3372,Female,Smoker,96,0.22982
t3372,Female,Smoker,97,0.24627
t3372,Female,Smoker,98,0.26304
t3372,Female,Smoker,99,0.27966
t3372,Female,Smoker,100,0.29921
t3372,Female,Smoker,101,0.32314
t3372,Female,Smoker,102,0.34698
t3372,Female,Smoker,103,0.37036
t3372,Female,Smoker,104,0.39292
t3372,Female,Smoker,105,0.4143
t3372,Female,Smoker,106,0.43413
t3372,Female,Smoker,107,0.45205
t3372,Female,Smoker,108,0.46769
t3372,Female,Smoker,109,0.48068
t3372,Female,Smoker,110,0.49065
t3372,Female,Smoker,111,0.49723
t3372,Female,Smoker,112,0.5
t3372,Female,Smoker,113,0.5
t3372,Female,Smoker,114,0.5
t3372,Female,Smoker,115,0.5
t3372,Female,Smoker,116,0.5
t3372,Female,Smoker,117,0.5
t3372,Female,Smoker,118,0.5
t3372,Female,Smoker,119,0.5
t3372,Female,Smoker,120,0.5
