table,gender,tobacco,attained_age,q_ult
t3291,Male,Nonsmoker,79,0.03874
t3291,Male,Nonsmoker,80,0.04368
t3291,Male,Nonsmoker,81,0.04946
t3291,Male,Nonsmoker,82,0.05593
t3291,Male,Nonsmoker,83,0.06346
t3291,Male,Nonsmoker,84,0.07219
t3291,Male,Nonsmoker,85,0.08234
t3291,Male,Nonsmoker,86,0.09409
t3291,Male,Nonsmoker,87,0.10761
t3291,Male,Nonsmoker,88,0.1229
t3291,Male,Nonsmoker,89,0.13949
t3291,Male,Nonsmoker,90,0.15718
t3291,Male,Nonsmoker,91,0.17535
t3291,Male,Nonsmoker,92,0.19352
t3291,Male,Nonsmoker,93,0.21149
t3291,Male,Nonsmoker,94,0.22836
t3291,Male,Nonsmoker,95,0.2434
t3291,Male,Nonsmoker,96,0.26243
t3291,Male,Nonsmoker,97,0.28269
t3291,Male,Nonsmoker,98,0.30471
t3291,Male,Nonsmoker,99,0.328
t3291,Male,Nonsmoker,100,0.35209
t3291,Male,Nonsmoker,101,0.37447
t3291,Male,Nonsmoker,102,0.3968
t3291,Male,Nonsmoker,103,0.41866
t3291,Male,Nonsmoker,104,0.43965
t3291,Male,Nonsmoker,105,0.45936
t3291,Male,Nonsmoker,106,0.47743
t3291,Male,Nonsmoker,107,0.50332
t3291,Male,Nonsmoker,108,0.53061
t3291,Male,Nonsmoker,109,0.55939
t3291,Male,Nonsmoker,110,0.58972
t3291,Male,Nonsmoker,111,0.6217
t3291,Male,Nonsmoker,112,0.65542
t3291,Male,Nonsmoker,113,0.69096
t3291,Male,Nonsmoker,114,0.72843
t3291,Male,Nonsmoker,115,0.76794
t3291,Male,Nonsmoker,116,0.80958
t3291,Male,Nonsmoker,117,0.85348
t3291,Male,Nonsmoker,118,0.89977
t3291,Male,Nonsmoker,119,0.94856
t3291,Male,Nonsmoker,120,1
t3292,Female,Nonsmoker,18,3.3e-4
t3292,Female,Nonsmoker,19,3.3e-4
t3292,Female,Nonsmoker,20,3.3e-4
t3292,Female,Nonsmoker,21,3.3e-4
t3292,Female,Nonsmoker,22,3.3e-4
t3292,Female,Nonsmoker,23,3.3e-4
t3292,Female,Nonsmoker,24,3.3e-4
t3292,Female,Nonsmoker,25,3.3e-4
t3292,Female,Nonsmoker,26,3.3e-4
t3292,Female,Nonsmoker,27,3.5e-4
t3292,Female,Nonsmoker,28,3.7e-4
t3292,Female,Nonsmoker,29,3.9e-4
t3292,Female,Nonsmoker,30,4.1e-4
t3292,Female,Nonsmoker,31,4.4e-4
t3292,Female,Nonsmoker,32,4.8e-4
t3292,Female,Nonsmoker,33,5.5e-4
t3292,Female,Nonsmoker,34,6.2e-4
t3292,Female,Nonsmoker,35,7.1e-4
t3292,Female,Nonsmoker,36,8e-4
t3292,Female,Nonsmoker,37,8.9e-4
t3292,Female,Nonsmoker,38,9.8e-4
t3292,Female,Nonsmoker,39,0.00101
t3292,Female,Nonsmoker,40,0.00103
t3292,Female,Nonsmoker,41,0.00104
t3292,Female,Nonsmoker,42,0.00104
t3292,Female,Nonsmoker,43,0.00104
t3292,Female,Nonsmoker,44,0.00105
t3292,Female,Nonsmoker,45,0.00105
t3292,Female,Nonsmoker,46,0.00109
t3292,Female,Nonsmoker,47,0.00114
t3292,Female,Nonsmoker,48,0.0012
t3292,Female,Nonsmoker,49,0.00128
t3292,Female,Nonsmoker,50,0.00138
t3292,Female,Nonsmoker,51,0.00151
t3292,Female,Nonsmoker,52,0.00168
t3292,Female,Nonsmoker,53,0.00189
t3292,Female,Nonsmoker,54,0.00212
t3292,Female,Nonsmoker,55,0.00236
t3292,Female,Nonsmoker,56,0.00259
t3292,Female,Nonsmoker,57,0.00281
t3292,Female,Nonsmoker,58,0.00304
t3292,Female,Nonsmoker,59,0.00328
t3292,Female,Nonsmoker,60,0.00355
t3292,Female,Nonsmoker,61,0.00386
t3292,Female,Nonsmoker,62,0.00423
t3292,Female,Nonsmoker,63,0.00465
t3292,Female,Nonsmoker,64,0.00512
t3292,Female,Nonsmoker,65,0.00563
t3292,Female,Nonsmoker,66,0.00617
t3292,Female,Nonsmoker,67,0.00676
t3292,Female,Nonsmoker,68,0.0074
t3292,Female,Nonsmoker,69,0.00813
t3292,Female,Nonsmoker,70,0.00897
t3292,Female,Nonsmoker,71,0.00997
t3292,Female,Nonsmoker,72,0.01116
t3292,Female,Nonsmoker,73,0.01254
t3292,Female,Nonsmoker,74,0.01414
t3292,Female,Nonsmoker,75,0.016
t3292,Female,Nonsmoker,76,0.01811
t3292,Female,Nonsmoker,77,0.02057
t3292,Female,Nonsmoker,78,0.02343
t3292,Female,Nonsmoker,79,0.02684
t3292,Female,Nonsmoker,80,0.03098
t3292,Female,Nonsmoker,81,0.03576
t3292,Female,Nonsmoker,82,0.04048
t3292,Female,Nonsmoker,83,0.04563
t3292,Female,Nonsmoker,84,0.05182
t3292,Female,Nonsmoker,85,0.06131
t3292,Female,Nonsmoker,86,0.06973
t3292,Female,Nonsmoker,87,0.07916
t3292,Female,Nonsmoker,88,0.09022
t3292,Female,Nonsmoker,89,0.10251
t3292,Female,Nonsmoker,90,0.116
t3292,Female,Nonsmoker,91,0.13037
t3292,Female,Nonsmoker,92,0.14598
t3292,Female,Nonsmoker,93,0.16283
t3292,Female,Nonsmoker,94,0.17981
t3292,Female,Nonsmoker,95,0.19809
t3292,Female,Nonsmoker,96,0.22068
t3292,Female,Nonsmoker,97,0.24551
t3292,Female,Nonsmoker,98,0.27259
t3292,Female,Nonsmoker,99,0.30155
t3292,Female,Nonsmoker,100,0.33199
t3292,Female,Nonsmoker,101,0.35742
t3292,Female,Nonsmoker,102,0.38258
t3292,Female,Nonsmoker,103,0.40703
t3292,Female,Nonsmoker,104,0.43037
t3292,Female,Nonsmoker,105,0.45219
t3292,Female,Nonsmoker,106,0.4721
t3292,Female,Nonsmoker,107,0.49811
t3292,Female,Nonsmoker,108,0.52554
t3292,Female,Nonsmoker,109,0.55448
t3292,Female,Nonsmoker,110,0.58502
t3292,Female,Nonsmoker,111,0.61724
t3292,Female,Nonsmoker,112,0.65123
t3292,Female,Nonsmoker,113,0.6871
t3292,Female,Nonsmoker,114,0.72494
t3292,Female,Nonsmoker,115,0.76487
t3292,Female,Nonsmoker,116,0.80699
t3292,Female,Nonsmoker,117,0.85143
t3292,Female,Nonsmoker,118,0.89833
t3292,Female,Nonsmoker,119,0.9478
t3292,Female,Nonsmoker,120,1
t3293,Male,Smoker,18,8.3e-4
t3293,Male,Smoker,19,8.6e-4
t3293,Male,Smoker,20,9e-4
t3293,Male,Smoker,21,0.00093000000000000005
t3293,Male,Smoker,22,9.6e-4
t3293,Male,Smoker,23,9.9e-4
t3293,Male,Smoker,24,0.00102
t3293,Male,Smoker,25,0.00105
t3293,Male,Smoker,26,0.00105
t3293,Male,Smoker,27,0.00103
t3293,Male,Smoker,28,0.00101
t3293,Male,Smoker,29,0.001
t3293,Male,Smoker,30,0.001
t3293,Male,Smoker,31,0.00104
t3293,Male,Smoker,32,0.00111
t3293,Male,Smoker,33,0.00119
t3293,Male,Smoker,34,0.00128
t3293,Male,Smoker,35,0.00137
t3293,Male,Smoker,36,0.0015
t3293,Male,Smoker,37,0.00162
t3293,Male,Smoker,38,0.00177
t3293,Male,Smoker,39,0.002
t3293,Male,Smoker,40,0.00225
t3293,Male,Smoker,41,0.00252
t3293,Male,Smoker,42,0.00279
t3293,Male,Smoker,43,0.00303
t3293,Male,Smoker,44,0.00321
t3293,Male,Smoker,45,0.00335
t3293,Male,Smoker,46,0.00357
t3293,Male,Smoker,47,0.00379
t3293,Male,Smoker,48,0.00405
t3293,Male,Smoker,49,0.00433
t3293,Male,Smoker,50,0.00465
t3293,Male,Smoker,51,0.00503
t3293,Male,Smoker,52,0.00544
t3293,Male,Smoker,53,0.00591
t3293,Male,Smoker,54,0.00644
t3293,Male,Smoker,55,0.00703
t3293,Male,Smoker,56,0.00771
t3293,Male,Smoker,57,0.00847
t3293,Male,Smoker,58,0.00935
t3293,Male,Smoker,59,0.01034
t3293,Male,Smoker,60,0.01148
t3293,Male,Smoker,61,0.01279
t3293,Male,Smoker,62,0.01428
t3293,Male,Smoker,63,0.01593
t3293,Male,Smoker,64,0.01773
t3293,Male,Smoker,65,0.01974
t3293,Male,Smoker,66,0.02187
t3293,Male,Smoker,67,0.02411
t3293,Male,Smoker,68,0.02647
t3293,Male,Smoker,69,0.02903
t3293,Male,Smoker,70,0.03188
t3293,Male,Smoker,71,0.03514
t3293,Male,Smoker,72,0.0388
t3293,Male,Smoker,73,0.04281
t3293,Male,Smoker,74,0.04703
t3293,Male,Smoker,75,0.05133
t3293,Male,Smoker,76,0.05559
t3293,Male,Smoker,77,0.0598
t3293,Male,Smoker,78,0.06399
t3293,Male,Smoker,79,0.06839
t3293,Male,Smoker,80,0.07311
t3293,Male,Smoker,81,0.07832
t3293,Male,Smoker,82,0.08365
t3293,Male,Smoker,83,0.0919
t3293,Male,Smoker,84,0.10122
t3293,Male,Smoker,85,0.11183
t3293,Male,Smoker,86,0.12386
t3293,Male,Smoker,87,0.13727
t3293,Male,Smoker,88,0.152
t3293,Male,Smoker,89,0.1674
t3293,Male,Smoker,90,0.18327
t3293,Male,Smoker,91,0.19905
t3293,Male,Smoker,92,0.21432
t3293,Male,Smoker,93,0.22906
t3293,Male,Smoker,94,0.24251
t3293,Male,Smoker,95,0.2541
t3293,Male,Smoker,96,0.27009
t3293,Male,Smoker,97,0.28762
t3293,Male,Smoker,98,0.30736
t3293,Male,Smoker,99,0.32895
t3293,Male,Smoker,100,0.35209
t3293,Male,Smoker,101,0.37447
t3293,Male,Smoker,102,0.3968
t3293,Male,Smoker,103,0.41866
t3293,Male,Smoker,104,0.43965
t3293,Male,Smoker,105,0.45936
t3293,Male,Smoker,106,0.47743
t3293,Male,Smoker,107,0.50332
t3293,Male,Smoker,108,0.53061
t3293,Male,Smoker,109,0.55939
t3293,Male,Smoker,110,0.58972
t3293,Male,Smoker,111,0.6217
t3293,Male,Smoker,112,0.65542
t3293,Male,Smoker,113,0.69096
t3293,Male,Smoker,114,0.72843
t3293,Male,Smoker,115,0.76794
t3293,Male,Smoker,116,0.80958
t3293,Male,Smoker,117,0.85348
t3293,Male,Smoker,118,0.89977
t3293,Male,Smoker,119,0.94856
t3293,Male,Smoker,120,1
t3294,Female,Smoker,18,3.3e-4
t3294,Female,Smoker,19,3.3e-4
t3294,Female,Smoker,20,3.3e-4
t3294,Female,Smoker,21,3.3e-4
t3294,Female,Smoker,22,3.3e-4
t3294,Female,Smoker,23,3.5e-4
t3294,Female,Smoker,24,3.9e-4
t3294,Female,Smoker,25,4.1e-4
t3294,Female,Smoker,26,4.1e-4
t3294,Female,Smoker,27,4.1e-4
t3294,Female,Smoker,28,4.2e-4
t3294,Female,Smoker,29,4.4e-4
t3294,Female,Smoker,30,4.8e-4
t3294,Female,Smoker,31,5.1e-4
t3294,Female,Smoker,32,5.4e-4
t3294,Female,Smoker,33,5.9e-4
t3294,Female,Smoker,34,7.8e-4
t3294,Female,Smoker,35,8.7e-4
t3294,Female,Smoker,36,0.00103
t3294,Female,Smoker,37,0.00123
t3294,Female,Smoker,38,0.0014
t3294,Female,Smoker,39,0.00154
t3294,Female,Smoker,40,0.00166
t3294,Female,Smoker,41,0.00177
t3294,Female,Smoker,42,0.00187
t3294,Female,Smoker,43,0.00198
t3294,Female,Smoker,44,0.00209
t3294,Female,Smoker,45,0.00222
t3294,Female,Smoker,46,0.00243
t3294,Female,Smoker,47,0.00266
t3294,Female,Smoker,48,0.00292
t3294,Female,Smoker,49,0.0032
t3294,Female,Smoker,50,0.00351
t3294,Female,Smoker,51,0.00387
t3294,Female,Smoker,52,0.00426
t3294,Female,Smoker,53,0.00469
t3294,Female,Smoker,54,0.00516
t3294,Female,Smoker,55,0.00569
t3294,Female,Smoker,56,0.00629
t3294,Female,Smoker,57,0.00697
t3294,Female,Smoker,58,0.00773
t3294,Female,Smoker,59,0.00857
t3294,Female,Smoker,60,0.00951
t3294,Female,Smoker,61,0.01055
t3294,Female,Smoker,62,0.0117
t3294,Female,Smoker,63,0.01296
t3294,Female,Smoker,64,0.01433
t3294,Female,Smoker,65,0.01583
t3294,Female,Smoker,66,0.01743
t3294,Female,Smoker,67,0.01915
t3294,Female,Smoker,68,0.02096
t3294,Female,Smoker,69,0.02285
t3294,Female,Smoker,70,0.02495
t3294,Female,Smoker,71,0.02728
t3294,Female,Smoker,72,0.02953
t3294,Female,Smoker,73,0.03202
t3294,Female,Smoker,74,0.03471
t3294,Female,Smoker,75,0.0377
t3294,Female,Smoker,76,0.04099
t3294,Female,Smoker,77,0.04469
t3294,Female,Smoker,78,0.04874
t3294,Female,Smoker,79,0.05322
t3294,Female,Smoker,80,0.05918
t3294,Female,Smoker,81,0.06633
t3294,Female,Smoker,82,0.07445
t3294,Female,Smoker,83,0.08354
t3294,Female,Smoker,84,0.09283
t3294,Female,Smoker,85,0.10118
t3294,Female,Smoker,86,0.1144
t3294,Female,Smoker,87,0.12614
t3294,Female,Smoker,88,0.13898
t3294,Female,Smoker,89,0.15262
t3294,Female,Smoker,90,0.16687
t3294,Female,Smoker,91,0.18115
t3294,Female,Smoker,92,0.19589
t3294,Female,Smoker,93,0.21092
t3294,Female,Smoker,94,0.22476
t3294,Female,Smoker,95,0.23885
t3294,Female,Smoker,96,0.25657
t3294,Female,Smoker,97,0.27509
t3294,Female,Smoker,98,0.29422
t3294,Female,Smoker,99,0.31337
t3294,Female,Smoker,100,0.33199
t3294,Female,Smoker,101,0.35742
t3294,Female,Smoker,102,0.38258
t3294,Female,Smoker,103,0.40703
t3294,Female,Smoker,104,0.43037
t3294,Female,Smoker,105,0.45219
t3294,Female,Smoker,106,0.4721
t3294,Female,Smoker,107,0.49811
t3294,Female,Smoker,108,0.52554
t3294,Female,Smoker,109,0.55448
t3294,Female,Smoker,110,0.58502
t3294,Female,Smoker,111,0.61724
t3294,Female,Smoker,112,0.65123
t3294,Female,Smoker,113,0.6871
t3294,Female,Smoker,114,0.72494
t3294,Female,Smoker,115,0.76487
t3294,Female,Smoker,116,0.80699
t3294,Female,Smoker,117,0.85143
t3294,Female,Smoker,118,0.89833
t3294,Female,Smoker,119,0.9478
t3294,Female,Smoker,120,1
