table,gender,tobacco,attained_age,q_ult
t3272,Female,Smoker,22,2.7e-4
t3272,Female,Smoker,23,3e-4
t3272,Female,Smoker,24,3.3e-4
t3272,Female,Smoker,25,3.3e-4
t3272,Female,Smoker,26,3.4e-4
t3272,Female,Smoker,27,3.4e-4
t3272,Female,Smoker,28,3.6e-4
t3272,Female,Smoker,29,3.8e-4
t3272,Female,Smoker,30,4.1e-4
t3272,Female,Smoker,31,4.4e-4
t3272,Female,Smoker,32,4.7e-4
t3272,Female,Smoker,33,5.7e-4
t3272,Female,Smoker,34,6.9e-4
t3272,Female,Smoker,35,7.9e-4
t3272,Female,Smoker,36,9.4e-4
t3272,Female,Smoker,37,0.00109
t3272,Female,Smoker,38,0.00123
t3272,Female,Smoker,39,0.00134
t3272,Female,Smoker,40,0.00144
t3272,Female,Smoker,41,0.00153
t3272,Female,Smoker,42,0.00162
t3272,Female,Smoker,43,0.00171
t3272,Female,Smoker,44,0.00182
t3272,Female,Smoker,45,0.00196
t3272,Female,Smoker,46,0.00215
t3272,Female,Smoker,47,0.00235
t3272,Female,Smoker,48,0.00258
t3272,Female,Smoker,49,0.00284
t3272,Female,Smoker,50,0.00313
t3272,Female,Smoker,51,0.00345
t3272,Female,Smoker,52,0.0038
t3272,Female,Smoker,53,0.00418
t3272,Female,Smoker,54,0.00461
t3272,Female,Smoker,55,0.00509
t3272,Female,Smoker,56,0.00564
t3272,Female,Smoker,57,0.00626
t3272,Female,Smoker,58,0.00695
t3272,Female,Smoker,59,0.00771
t3272,Female,Smoker,60,0.00856
t3272,Female,Smoker,61,0.00951
t3272,Female,Smoker,62,0.01055
t3272,Female,Smoker,63,0.01168
t3272,Female,Smoker,64,0.01292
t3272,Female,Smoker,65,0.01426
t3272,Female,Smoker,66,0.0157
t3272,Female,Smoker,67,0.01723
t3272,Female,Smoker,68,0.01884
t3272,Female,Smoker,69,0.02057
t3272,Female,Smoker,70,0.02249
t3272,Female,Smoker,71,0.02448
t3272,Female,Smoker,72,0.02655
t3272,Female,Smoker,73,0.02881
t3272,Female,Smoker,74,0.03128
t3272,Female,Smoker,75,0.03403
t3272,Female,Smoker,76,0.03708
t3272,Female,Smoker,77,0.04046
t3272,Female,Smoker,78,0.04419
t3272,Female,Smoker,79,0.04874
t3272,Female,Smoker,80,0.05443
t3272,Female,Smoker,81,0.06102
t3272,Female,Smoker,82,0.06845
t3272,Female,Smoker,83,0.07639
t3272,Female,Smoker,84,0.08402
t3272,Female,Smoker,85,0.09323
t3272,Female,Smoker,86,0.10403
t3272,Female,Smoker,87,0.11461
t3272,Female,Smoker,88,0.12599
t3272,Female,Smoker,89,0.13798
t3272,Female,Smoker,90,0.15026
t3272,Female,Smoker,91,0.16273
t3272,Female,Smoker,92,0.17551
t3272,Female,Smoker,93,0.18805
t3272,Female,Smoker,94,0.20027
t3272,Female,Smoker,95,0.21401
t3272,Female,Smoker,96,0.22982
t3272,Female,Smoker,97,0.24627
t3272,Female,Smoker,98,0.26304
t3272,Female,Smoker,99,0.27966
t3272,Female,Smoker,100,0.29921
t3272,Female,Smoker,101,0.32314
t3272,Female,Smoker,102,0.34698
t3272,Female,Smoker,103,0.37036
t3272,Female,Smoker,104,0.39292
t3272,Female,Smoker,105,0.4143
t3272,Female,Smoker,106,0.43413
t3272,Female,Smoker,107,0.45205
t3272,Female,Smoker,108,0.46769
t3272,Female,Smoker,109,0.48068
t3272,Female,Smoker,110,0.49065
t3272,Female,Smoker,111,0.49723
t3272,Female,Smoker,112,0.5
t3272,Female,Smoker,113,0.5
t3272,Female,Smoker,114,0.5
t3272,Female,Smoker,115,0.5
t3272,Female,Smoker,116,0.5
t3272,Female,Smoker,117,0.5
t3272,Female,Smoker,118,0.5
t3272,Female,Smoker,119,0.5
t3272,Female,Smoker,120,0.5
