table,gender,risk,issue_age,duration,q_sel
t3351,Male,SuperPref Nonsmoker,23,18,7.6e-4
t3351,Male,SuperPref Nonsmoker,23,19,8.5e-4
t3351,Male,SuperPref Nonsmoker,23,20,9.2e-4
t3351,Male,SuperPref Nonsmoker,23,21,9.7e-4
t3351,Male,SuperPref Nonsmoker,23,22,0.00101
t3351,Male,SuperPref Nonsmoker,23,23,0.00107
t3351,Male,SuperPref Nonsmoker,23,24,0.0012
t3351,Male,SuperPref Nonsmoker,23,25,0.00134
t3351,Male,SuperPref Nonsmoker,24,1,2.4e-4
t3351,Male,SuperPref Nonsmoker,24,2,2.5e-4
t3351,Male,SuperPref Nonsmoker,24,3,2.3e-4
t3351,Male,SuperPref Nonsmoker,24,4,2.2e-4
t3351,Male,SuperPref Nonsmoker,24,5,2.2e-4
t3351,Male,SuperPref Nonsmoker,24,6,2.2e-4
t3351,Male,SuperPref Nonsmoker,24,7,2.4e-4
t3351,Male,SuperPref Nonsmoker,24,8,2.6e-4
t3351,Male,SuperPref Nonsmoker,24,9,2.8e-4
t3351,Male,SuperPref Nonsmoker,24,10,3.3e-4
t3351,Male,SuperPref Nonsmoker,24,11,3.7e-4
t3351,Male,SuperPref Nonsmoker,24,12,4.1e-4
t3351,Male,SuperPref Nonsmoker,24,13,4.5e-4
t3351,Male,SuperPref Nonsmoker,24,14,5e-4
t3351,Male,SuperPref Nonsmoker,24,15,5.5e-4
t3351,Male,SuperPref Nonsmoker,24,16,6e-4
t3351,Male,SuperPref Nonsmoker,24,17,6.9e-4
t3351,Male,SuperPref Nonsmoker,24,18,8e-4
t3351,Male,SuperPref Nonsmoker,24,19,8.8e-4
t3351,Male,SuperPref Nonsmoker,24,20,9.2e-4
t3351,Male,SuperPref Nonsmoker,24,21,9.8e-4
t3351,Male,SuperPref Nonsmoker,24,22,0.00102
t3351,Male,SuperPref Nonsmoker,24,23,0.00111
t3351,Male,SuperPref Nonsmoker,24,24,0.00125
t3351,Male,SuperPref Nonsmoker,24,25,0.0014
t3351,Male,SuperPref Nonsmoker,25,1,2.1e-4
t3351,Male,SuperPref Nonsmoker,25,2,2.2e-4
t3351,Male,SuperPref Nonsmoker,25,3,2e-4
t3351,Male,SuperPref Nonsmoker,25,4,2e-4
t3351,Male,SuperPref Nonsmoker,25,5,2.1e-4
t3351,Male,SuperPref Nonsmoker,25,6,2.1e-4
t3351,Male,SuperPref Nonsmoker,25,7,2.3e-4
t3351,Male,SuperPref Nonsmoker,25,8,2.6e-4
t3351,Male,SuperPref Nonsmoker,25,9,2.9e-4
t3351,Male,SuperPref Nonsmoker,25,10,3.4e-4
t3351,Male,SuperPref Nonsmoker,25,11,3.9e-4
t3351,Male,SuperPref Nonsmoker,25,12,4.4e-4
t3351,Male,SuperPref Nonsmoker,25,13,4.8e-4
t3351,Male,SuperPref Nonsmoker,25,14,5.3e-4
t3351,Male,SuperPref Nonsmoker,25,15,5.9e-4
t3351,Male,SuperPref Nonsmoker,25,16,6.4e-4
t3351,Male,SuperPref Nonsmoker,25,17,7.4e-4
t3351,Male,SuperPref Nonsmoker,25,18,8.3e-4
t3351,Male,SuperPref Nonsmoker,25,19,8.9e-4
t3351,Male,SuperPref Nonsmoker,25,20,9.2e-4
t3351,Male,SuperPref Nonsmoker,25,21,9.8e-4
t3351,Male,SuperPref Nonsmoker,25,22,0.00105
t3351,Male,SuperPref Nonsmoker,25,23,0.00118
t3351,Male,SuperPref Nonsmoker,25,24,0.00133
t3351,Male,SuperPref Nonsmoker,25,25,0.00149
t3351,Male,SuperPref Nonsmoker,26,1,1.8e-4
t3351,Male,SuperPref Nonsmoker,26,2,2e-4
t3351,Male,SuperPref Nonsmoker,26,3,1.9e-4
t3351,Male,SuperPref Nonsmoker,26,4,1.9e-4
t3351,Male,SuperPref Nonsmoker,26,5,2e-4
t3351,Male,SuperPref Nonsmoker,26,6,2.1e-4
t3351,Male,SuperPref Nonsmoker,26,7,2.4e-4
t3351,Male,SuperPref Nonsmoker,26,8,2.7e-4
t3351,Male,SuperPref Nonsmoker,26,9,3e-4
t3351,Male,SuperPref Nonsmoker,26,10,3.6e-4
t3351,Male,SuperPref Nonsmoker,26,11,4.2e-4
t3351,Male,SuperPref Nonsmoker,26,12,4.6e-4
t3351,Male,SuperPref Nonsmoker,26,13,5e-4
t3351,Male,SuperPref Nonsmoker,26,14,5.7e-4
t3351,Male,SuperPref Nonsmoker,26,15,6.3e-4
t3351,Male,SuperPref Nonsmoker,26,16,6.9e-4
t3351,Male,SuperPref Nonsmoker,26,17,7.9e-4
t3351,Male,SuperPref Nonsmoker,26,18,8.7e-4
t3351,Male,SuperPref Nonsmoker,26,19,9.1e-4
t3351,Male,SuperPref Nonsmoker,26,20,9.4e-4
t3351,Male,SuperPref Nonsmoker,26,21,0.00101
t3351,Male,SuperPref Nonsmoker,26,22,0.00112
t3351,Male,SuperPref Nonsmoker,26,23,0.00127
t3351,Male,SuperPref Nonsmoker,26,24,0.00143
t3351,Male,SuperPref Nonsmoker,26,25,0.0016
t3351,Male,SuperPref Nonsmoker,27,1,1.6e-4
t3351,Male,SuperPref Nonsmoker,27,2,1.7e-4
t3351,Male,SuperPref Nonsmoker,27,3,1.8e-4
t3351,Male,SuperPref Nonsmoker,27,4,1.9e-4
t3351,Male,SuperPref Nonsmoker,27,5,2.1e-4
t3351,Male,SuperPref Nonsmoker,27,6,2.2e-4
t3351,Male,SuperPref Nonsmoker,27,7,2.5e-4
t3351,Male,SuperPref Nonsmoker,27,8,2.8e-4
t3351,Male,SuperPref Nonsmoker,27,9,3.1e-4
t3351,Male,SuperPref Nonsmoker,27,10,3.9e-4
t3351,Male,SuperPref Nonsmoker,27,11,4.4e-4
t3351,Male,SuperPref Nonsmoker,27,12,5e-4
t3351,Male,SuperPref Nonsmoker,27,13,5.4e-4
t3351,Male,SuperPref Nonsmoker,27,14,6.1e-4
t3351,Male,SuperPref Nonsmoker,27,15,6.7e-4
t3351,Male,SuperPref Nonsmoker,27,16,7.3e-4
t3351,Male,SuperPref Nonsmoker,27,17,8.3e-4
t3351,Male,SuperPref Nonsmoker,27,18,8.8e-4
t3351,Male,SuperPref Nonsmoker,27,19,0.00093000000000000005
t3351,Male,SuperPref Nonsmoker,27,20,9.9e-4
t3351,Male,SuperPref Nonsmoker,27,21,0.00108
t3351,Male,SuperPref Nonsmoker,27,22,0.00121
t3351,Male,SuperPref Nonsmoker,27,23,0.00136
t3351,Male,SuperPref Nonsmoker,27,24,0.00153
t3351,Male,SuperPref Nonsmoker,27,25,0.00172
t3351,Male,SuperPref Nonsmoker,28,1,1.4e-4
t3351,Male,SuperPref Nonsmoker,28,2,1.6e-4
t3351,Male,SuperPref Nonsmoker,28,3,1.7e-4
t3351,Male,SuperPref Nonsmoker,28,4,2e-4
t3351,Male,SuperPref Nonsmoker,28,5,2.2e-4
t3351,Male,SuperPref Nonsmoker,28,6,2.4e-4
t3351,Male,SuperPref Nonsmoker,28,7,2.6e-4
t3351,Male,SuperPref Nonsmoker,28,8,3e-4
t3351,Male,SuperPref Nonsmoker,28,9,3.3e-4
t3351,Male,SuperPref Nonsmoker,28,10,4.2e-4
t3351,Male,SuperPref Nonsmoker,28,11,4.8e-4
t3351,Male,SuperPref Nonsmoker,28,12,5.3e-4
t3351,Male,SuperPref Nonsmoker,28,13,5.7e-4
t3351,Male,SuperPref Nonsmoker,28,14,6.4e-4
t3351,Male,SuperPref Nonsmoker,28,15,7.1e-4
t3351,Male,SuperPref Nonsmoker,28,16,7.7e-4
t3351,Male,SuperPref Nonsmoker,28,17,8.5e-4
t3351,Male,SuperPref Nonsmoker,28,18,9.1e-4
t3351,Male,SuperPref Nonsmoker,28,19,9.7e-4
t3351,Male,SuperPref Nonsmoker,28,20,0.00105
t3351,Male,SuperPref Nonsmoker,28,21,0.00116
t3351,Male,SuperPref Nonsmoker,28,22,0.0013
t3351,Male,SuperPref Nonsmoker,28,23,0.00147
t3351,Male,SuperPref Nonsmoker,28,24,0.00165
t3351,Male,SuperPref Nonsmoker,28,25,0.0018600000000000001
t3351,Male,SuperPref Nonsmoker,29,1,1.3e-4
t3351,Male,SuperPref Nonsmoker,29,2,1.4e-4
t3351,Male,SuperPref Nonsmoker,29,3,1.7e-4
t3351,Male,SuperPref Nonsmoker,29,4,2e-4
t3351,Male,SuperPref Nonsmoker,29,5,2.2e-4
t3351,Male,SuperPref Nonsmoker,29,6,2.4e-4
t3351,Male,SuperPref Nonsmoker,29,7,2.7e-4
t3351,Male,SuperPref Nonsmoker,29,8,3.1e-4
t3351,Male,SuperPref Nonsmoker,29,9,3.5e-4
t3351,Male,SuperPref Nonsmoker,29,10,4.4e-4
t3351,Male,SuperPref Nonsmoker,29,11,5e-4
t3351,Male,SuperPref Nonsmoker,29,12,5.5e-4
t3351,Male,SuperPref Nonsmoker,29,13,5.9e-4
t3351,Male,SuperPref Nonsmoker,29,14,6.6e-4
t3351,Male,SuperPref Nonsmoker,29,15,7.3e-4
t3351,Male,SuperPref Nonsmoker,29,16,8e-4
t3351,Male,SuperPref Nonsmoker,29,17,8.8e-4
t3351,Male,SuperPref Nonsmoker,29,18,9.5e-4
t3351,Male,SuperPref Nonsmoker,29,19,0.00103
t3351,Male,SuperPref Nonsmoker,29,20,0.00112
t3351,Male,SuperPref Nonsmoker,29,21,0.00125
t3351,Male,SuperPref Nonsmoker,29,22,0.00141
t3351,Male,SuperPref Nonsmoker,29,23,0.00159
t3351,Male,SuperPref Nonsmoker,29,24,0.00179
t3351,Male,SuperPref Nonsmoker,29,25,0.00201
t3351,Male,SuperPref Nonsmoker,30,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,30,2,1.2e-4
t3351,Male,SuperPref Nonsmoker,30,3,1.7e-4
t3351,Male,SuperPref Nonsmoker,30,4,2e-4
t3351,Male,SuperPref Nonsmoker,30,5,2.2e-4
t3351,Male,SuperPref Nonsmoker,30,6,2.4e-4
t3351,Male,SuperPref Nonsmoker,30,7,2.7e-4
t3351,Male,SuperPref Nonsmoker,30,8,3.1e-4
t3351,Male,SuperPref Nonsmoker,30,9,3.7e-4
t3351,Male,SuperPref Nonsmoker,30,10,4.4e-4
t3351,Male,SuperPref Nonsmoker,30,11,5e-4
t3351,Male,SuperPref Nonsmoker,30,12,5.5e-4
t3351,Male,SuperPref Nonsmoker,30,13,6e-4
t3351,Male,SuperPref Nonsmoker,30,14,6.7e-4
t3351,Male,SuperPref Nonsmoker,30,15,7.4e-4
t3351,Male,SuperPref Nonsmoker,30,16,8.3e-4
t3351,Male,SuperPref Nonsmoker,30,17,0.00093000000000000005
t3351,Male,SuperPref Nonsmoker,30,18,0.001
t3351,Male,SuperPref Nonsmoker,30,19,0.00109
t3351,Male,SuperPref Nonsmoker,30,20,0.0012
t3351,Male,SuperPref Nonsmoker,30,21,0.00135
t3351,Male,SuperPref Nonsmoker,30,22,0.00152
t3351,Male,SuperPref Nonsmoker,30,23,0.00172
t3351,Male,SuperPref Nonsmoker,30,24,0.00193
t3351,Male,SuperPref Nonsmoker,30,25,0.00217
t3351,Male,SuperPref Nonsmoker,31,1,1e-4
t3351,Male,SuperPref Nonsmoker,31,2,1.2e-4
t3351,Male,SuperPref Nonsmoker,31,3,1.7e-4
t3351,Male,SuperPref Nonsmoker,31,4,2e-4
t3351,Male,SuperPref Nonsmoker,31,5,2.2e-4
t3351,Male,SuperPref Nonsmoker,31,6,2.4e-4
t3351,Male,SuperPref Nonsmoker,31,7,2.8e-4
t3351,Male,SuperPref Nonsmoker,31,8,3.2e-4
t3351,Male,SuperPref Nonsmoker,31,9,4e-4
t3351,Male,SuperPref Nonsmoker,31,10,4.7e-4
t3351,Male,SuperPref Nonsmoker,31,11,5.2e-4
t3351,Male,SuperPref Nonsmoker,31,12,5.6e-4
t3351,Male,SuperPref Nonsmoker,31,13,6.1e-4
t3351,Male,SuperPref Nonsmoker,31,14,6.8e-4
t3351,Male,SuperPref Nonsmoker,31,15,7.6e-4
t3351,Male,SuperPref Nonsmoker,31,16,8.7e-4
t3351,Male,SuperPref Nonsmoker,31,17,9.7e-4
t3351,Male,SuperPref Nonsmoker,31,18,0.00106
t3351,Male,SuperPref Nonsmoker,31,19,0.00116
t3351,Male,SuperPref Nonsmoker,31,20,0.00128
t3351,Male,SuperPref Nonsmoker,31,21,0.00145
t3351,Male,SuperPref Nonsmoker,31,22,0.00164
t3351,Male,SuperPref Nonsmoker,31,23,0.00185
t3351,Male,SuperPref Nonsmoker,31,24,0.00208
t3351,Male,SuperPref Nonsmoker,31,25,0.00232
t3351,Male,SuperPref Nonsmoker,32,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,32,2,1.2e-4
t3351,Male,SuperPref Nonsmoker,32,3,1.8e-4
t3351,Male,SuperPref Nonsmoker,32,4,2.1e-4
t3351,Male,SuperPref Nonsmoker,32,5,2.3e-4
t3351,Male,SuperPref Nonsmoker,32,6,2.6e-4
t3351,Male,SuperPref Nonsmoker,32,7,3e-4
t3351,Male,SuperPref Nonsmoker,32,8,3.5e-4
t3351,Male,SuperPref Nonsmoker,32,9,4.3e-4
t3351,Male,SuperPref Nonsmoker,32,10,5e-4
t3351,Male,SuperPref Nonsmoker,32,11,5.4e-4
t3351,Male,SuperPref Nonsmoker,32,12,5.8e-4
t3351,Male,SuperPref Nonsmoker,32,13,6.3e-4
t3351,Male,SuperPref Nonsmoker,32,14,7.1e-4
t3351,Male,SuperPref Nonsmoker,32,15,8.1e-4
t3351,Male,SuperPref Nonsmoker,32,16,9.2e-4
t3351,Male,SuperPref Nonsmoker,32,17,0.00102
t3351,Male,SuperPref Nonsmoker,32,18,0.00112
t3351,Male,SuperPref Nonsmoker,32,19,0.00123
t3351,Male,SuperPref Nonsmoker,32,20,0.00137
t3351,Male,SuperPref Nonsmoker,32,21,0.00156
t3351,Male,SuperPref Nonsmoker,32,22,0.00177
t3351,Male,SuperPref Nonsmoker,32,23,0.002
t3351,Male,SuperPref Nonsmoker,32,24,0.00224
t3351,Male,SuperPref Nonsmoker,32,25,0.00247
t3351,Male,SuperPref Nonsmoker,33,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,33,2,1.2e-4
t3351,Male,SuperPref Nonsmoker,33,3,1.9e-4
t3351,Male,SuperPref Nonsmoker,33,4,2.2e-4
t3351,Male,SuperPref Nonsmoker,33,5,2.4e-4
t3351,Male,SuperPref Nonsmoker,33,6,2.8e-4
t3351,Male,SuperPref Nonsmoker,33,7,3.3e-4
t3351,Male,SuperPref Nonsmoker,33,8,3.8e-4
t3351,Male,SuperPref Nonsmoker,33,9,4.6e-4
t3351,Male,SuperPref Nonsmoker,33,10,5.2e-4
t3351,Male,SuperPref Nonsmoker,33,11,5.6e-4
t3351,Male,SuperPref Nonsmoker,33,12,5.9e-4
t3351,Male,SuperPref Nonsmoker,33,13,6.6e-4
t3351,Male,SuperPref Nonsmoker,33,14,7.5e-4
t3351,Male,SuperPref Nonsmoker,33,15,8.5e-4
t3351,Male,SuperPref Nonsmoker,33,16,9.7e-4
t3351,Male,SuperPref Nonsmoker,33,17,0.00108
t3351,Male,SuperPref Nonsmoker,33,18,0.00118
t3351,Male,SuperPref Nonsmoker,33,19,0.00131
t3351,Male,SuperPref Nonsmoker,33,20,0.00147
t3351,Male,SuperPref Nonsmoker,33,21,0.00167
t3351,Male,SuperPref Nonsmoker,33,22,0.00191
t3351,Male,SuperPref Nonsmoker,33,23,0.00215
t3351,Male,SuperPref Nonsmoker,33,24,0.00239
t3351,Male,SuperPref Nonsmoker,33,25,0.00261
t3351,Male,SuperPref Nonsmoker,34,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,34,2,1.3e-4
t3351,Male,SuperPref Nonsmoker,34,3,2e-4
t3351,Male,SuperPref Nonsmoker,34,4,2.3e-4
t3351,Male,SuperPref Nonsmoker,34,5,2.6e-4
t3351,Male,SuperPref Nonsmoker,34,6,3.1e-4
t3351,Male,SuperPref Nonsmoker,34,7,3.5e-4
t3351,Male,SuperPref Nonsmoker,34,8,4.2e-4
t3351,Male,SuperPref Nonsmoker,34,9,4.9e-4
t3351,Male,SuperPref Nonsmoker,34,10,5.4e-4
t3351,Male,SuperPref Nonsmoker,34,11,5.7e-4
t3351,Male,SuperPref Nonsmoker,34,12,6.2e-4
t3351,Male,SuperPref Nonsmoker,34,13,7.1e-4
t3351,Male,SuperPref Nonsmoker,34,14,8e-4
t3351,Male,SuperPref Nonsmoker,34,15,9.1e-4
t3351,Male,SuperPref Nonsmoker,34,16,0.00102
t3351,Male,SuperPref Nonsmoker,34,17,0.00114
t3351,Male,SuperPref Nonsmoker,34,18,0.00125
t3351,Male,SuperPref Nonsmoker,34,19,0.0014
t3351,Male,SuperPref Nonsmoker,34,20,0.00158
t3351,Male,SuperPref Nonsmoker,34,21,0.00181
t3351,Male,SuperPref Nonsmoker,34,22,0.00207
t3351,Male,SuperPref Nonsmoker,34,23,0.00232
t3351,Male,SuperPref Nonsmoker,34,24,0.00256
t3351,Male,SuperPref Nonsmoker,34,25,0.00278
t3351,Male,SuperPref Nonsmoker,35,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,35,2,1.3e-4
t3351,Male,SuperPref Nonsmoker,35,3,2.1e-4
t3351,Male,SuperPref Nonsmoker,35,4,2.5e-4
t3351,Male,SuperPref Nonsmoker,35,5,2.9e-4
t3351,Male,SuperPref Nonsmoker,35,6,3.3e-4
t3351,Male,SuperPref Nonsmoker,35,7,3.8e-4
t3351,Male,SuperPref Nonsmoker,35,8,4.5e-4
t3351,Male,SuperPref Nonsmoker,35,9,5.1e-4
t3351,Male,SuperPref Nonsmoker,35,10,5.6e-4
t3351,Male,SuperPref Nonsmoker,35,11,6e-4
t3351,Male,SuperPref Nonsmoker,35,12,6.7e-4
t3351,Male,SuperPref Nonsmoker,35,13,7.6e-4
t3351,Male,SuperPref Nonsmoker,35,14,8.6e-4
t3351,Male,SuperPref Nonsmoker,35,15,9.7e-4
t3351,Male,SuperPref Nonsmoker,35,16,0.00108
t3351,Male,SuperPref Nonsmoker,35,17,0.00121
t3351,Male,SuperPref Nonsmoker,35,18,0.00133
t3351,Male,SuperPref Nonsmoker,35,19,0.0015
t3351,Male,SuperPref Nonsmoker,35,20,0.00171
t3351,Male,SuperPref Nonsmoker,35,21,0.00197
t3351,Male,SuperPref Nonsmoker,35,22,0.00224
t3351,Male,SuperPref Nonsmoker,35,23,0.0025
t3351,Male,SuperPref Nonsmoker,35,24,0.00274
t3351,Male,SuperPref Nonsmoker,35,25,0.00298
t3351,Male,SuperPref Nonsmoker,36,1,1.1e-4
t3351,Male,SuperPref Nonsmoker,36,2,1.4e-4
t3351,Male,SuperPref Nonsmoker,36,3,2.3e-4
t3351,Male,SuperPref Nonsmoker,36,4,2.7e-4
t3351,Male,SuperPref Nonsmoker,36,5,3.2e-4
t3351,Male,SuperPref Nonsmoker,36,6,3.6e-4
t3351,Male,SuperPref Nonsmoker,36,7,4.1e-4
t3351,Male,SuperPref Nonsmoker,36,8,4.8e-4
t3351,Male,SuperPref Nonsmoker,36,9,5.3e-4
