table,gender_blend,tobacco,issue_age,duration,q_sel
t3324,20% Male,Nonsmoker,25,12,5e-4
t3324,20% Male,Nonsmoker,25,13,5.8e-4
t3324,20% Male,Nonsmoker,25,14,6.7e-4
t3324,20% Male,Nonsmoker,25,15,7.3e-4
t3324,20% Male,Nonsmoker,25,16,7.8e-4
t3324,20% Male,Nonsmoker,25,17,8.5e-4
t3324,20% Male,Nonsmoker,25,18,0.00093000000000000005
t3324,20% Male,Nonsmoker,25,19,0.00101
t3324,20% Male,Nonsmoker,25,20,0.00107
t3324,20% Male,Nonsmoker,25,21,0.00114
t3324,20% Male,Nonsmoker,25,22,0.00119
t3324,20% Male,Nonsmoker,25,23,0.00127
t3324,20% Male,Nonsmoker,25,24,0.00137
t3324,20% Male,Nonsmoker,25,25,0.00149
t3324,20% Male,Nonsmoker,26,1,1.3e-4
t3324,20% Male,Nonsmoker,26,2,1.8e-4
t3324,20% Male,Nonsmoker,26,3,1.9e-4
t3324,20% Male,Nonsmoker,26,4,2e-4
t3324,20% Male,Nonsmoker,26,5,2.3e-4
t3324,20% Male,Nonsmoker,26,6,2.5e-4
t3324,20% Male,Nonsmoker,26,7,2.9e-4
t3324,20% Male,Nonsmoker,26,8,3.4e-4
t3324,20% Male,Nonsmoker,26,9,3.8e-4
t3324,20% Male,Nonsmoker,26,10,4.4e-4
t3324,20% Male,Nonsmoker,26,11,4.9e-4
t3324,20% Male,Nonsmoker,26,12,5.6e-4
t3324,20% Male,Nonsmoker,26,13,6.3e-4
t3324,20% Male,Nonsmoker,26,14,7.2e-4
t3324,20% Male,Nonsmoker,26,15,7.7e-4
t3324,20% Male,Nonsmoker,26,16,8.2e-4
t3324,20% Male,Nonsmoker,26,17,8.8e-4
t3324,20% Male,Nonsmoker,26,18,9.6e-4
t3324,20% Male,Nonsmoker,26,19,0.00104
t3324,20% Male,Nonsmoker,26,20,0.00111
t3324,20% Male,Nonsmoker,26,21,0.00118
t3324,20% Male,Nonsmoker,26,22,0.00126
t3324,20% Male,Nonsmoker,26,23,0.00136
t3324,20% Male,Nonsmoker,26,24,0.00147
t3324,20% Male,Nonsmoker,26,25,0.00162
t3324,20% Male,Nonsmoker,27,1,1.2e-4
t3324,20% Male,Nonsmoker,27,2,1.6e-4
t3324,20% Male,Nonsmoker,27,3,1.9e-4
t3324,20% Male,Nonsmoker,27,4,2.1e-4
t3324,20% Male,Nonsmoker,27,5,2.3e-4
t3324,20% Male,Nonsmoker,27,6,2.6e-4
t3324,20% Male,Nonsmoker,27,7,3.1e-4
t3324,20% Male,Nonsmoker,27,8,3.6e-4
t3324,20% Male,Nonsmoker,27,9,4.1e-4
t3324,20% Male,Nonsmoker,27,10,4.7e-4
t3324,20% Male,Nonsmoker,27,11,5.4e-4
t3324,20% Male,Nonsmoker,27,12,6.2e-4
t3324,20% Male,Nonsmoker,27,13,6.9e-4
t3324,20% Male,Nonsmoker,27,14,7.6e-4
t3324,20% Male,Nonsmoker,27,15,8.1e-4
t3324,20% Male,Nonsmoker,27,16,8.5e-4
t3324,20% Male,Nonsmoker,27,17,9.2e-4
t3324,20% Male,Nonsmoker,27,18,0.001
t3324,20% Male,Nonsmoker,27,19,0.00108
t3324,20% Male,Nonsmoker,27,20,0.00116
t3324,20% Male,Nonsmoker,27,21,0.00125
t3324,20% Male,Nonsmoker,27,22,0.00134
t3324,20% Male,Nonsmoker,27,23,0.00146
t3324,20% Male,Nonsmoker,27,24,0.0016
t3324,20% Male,Nonsmoker,27,25,0.00178
t3324,20% Male,Nonsmoker,28,1,1.1e-4
t3324,20% Male,Nonsmoker,28,2,1.7e-4
t3324,20% Male,Nonsmoker,28,3,1.9e-4
t3324,20% Male,Nonsmoker,28,4,2.1e-4
t3324,20% Male,Nonsmoker,28,5,2.4e-4
t3324,20% Male,Nonsmoker,28,6,2.7e-4
t3324,20% Male,Nonsmoker,28,7,3.3e-4
t3324,20% Male,Nonsmoker,28,8,3.9e-4
t3324,20% Male,Nonsmoker,28,9,4.4e-4
t3324,20% Male,Nonsmoker,28,10,5.2e-4
t3324,20% Male,Nonsmoker,28,11,5.9e-4
t3324,20% Male,Nonsmoker,28,12,6.7e-4
t3324,20% Male,Nonsmoker,28,13,7.4e-4
t3324,20% Male,Nonsmoker,28,14,8e-4
t3324,20% Male,Nonsmoker,28,15,8.4e-4
t3324,20% Male,Nonsmoker,28,16,8.9e-4
t3324,20% Male,Nonsmoker,28,17,9.6e-4
t3324,20% Male,Nonsmoker,28,18,0.00105
t3324,20% Male,Nonsmoker,28,19,0.00113
t3324,20% Male,Nonsmoker,28,20,0.00123
t3324,20% Male,Nonsmoker,28,21,0.00133
t3324,20% Male,Nonsmoker,28,22,0.00145
t3324,20% Male,Nonsmoker,28,23,0.00159
t3324,20% Male,Nonsmoker,28,24,0.00176
t3324,20% Male,Nonsmoker,28,25,0.00197
t3324,20% Male,Nonsmoker,29,1,1.1e-4
t3324,20% Male,Nonsmoker,29,2,1.6e-4
t3324,20% Male,Nonsmoker,29,3,2e-4
t3324,20% Male,Nonsmoker,29,4,2.1e-4
t3324,20% Male,Nonsmoker,29,5,2.4e-4
t3324,20% Male,Nonsmoker,29,6,2.9e-4
t3324,20% Male,Nonsmoker,29,7,3.5e-4
t3324,20% Male,Nonsmoker,29,8,4.1e-4
t3324,20% Male,Nonsmoker,29,9,4.8e-4
t3324,20% Male,Nonsmoker,29,10,5.6e-4
t3324,20% Male,Nonsmoker,29,11,6.3e-4
t3324,20% Male,Nonsmoker,29,12,7e-4
t3324,20% Male,Nonsmoker,29,13,7.7e-4
t3324,20% Male,Nonsmoker,29,14,8.2e-4
t3324,20% Male,Nonsmoker,29,15,8.7e-4
t3324,20% Male,Nonsmoker,29,16,0.00093000000000000005
t3324,20% Male,Nonsmoker,29,17,0.00102
t3324,20% Male,Nonsmoker,29,18,0.00112
t3324,20% Male,Nonsmoker,29,19,0.00121
t3324,20% Male,Nonsmoker,29,20,0.00132
t3324,20% Male,Nonsmoker,29,21,0.00143
t3324,20% Male,Nonsmoker,29,22,0.00158
t3324,20% Male,Nonsmoker,29,23,0.00175
t3324,20% Male,Nonsmoker,29,24,0.00195
t3324,20% Male,Nonsmoker,29,25,0.00219
t3324,20% Male,Nonsmoker,30,1,1.1e-4
t3324,20% Male,Nonsmoker,30,2,1.7e-4
t3324,20% Male,Nonsmoker,30,3,2e-4
t3324,20% Male,Nonsmoker,30,4,2.2e-4
t3324,20% Male,Nonsmoker,30,5,2.6e-4
t3324,20% Male,Nonsmoker,30,6,3.1e-4
t3324,20% Male,Nonsmoker,30,7,3.8e-4
t3324,20% Male,Nonsmoker,30,8,4.5e-4
t3324,20% Male,Nonsmoker,30,9,5.1e-4
t3324,20% Male,Nonsmoker,30,10,5.9e-4
t3324,20% Male,Nonsmoker,30,11,6.6e-4
t3324,20% Male,Nonsmoker,30,12,7.3e-4
t3324,20% Male,Nonsmoker,30,13,8e-4
t3324,20% Male,Nonsmoker,30,14,8.5e-4
t3324,20% Male,Nonsmoker,30,15,9.1e-4
t3324,20% Male,Nonsmoker,30,16,9.9e-4
t3324,20% Male,Nonsmoker,30,17,0.0011
t3324,20% Male,Nonsmoker,30,18,0.00121
t3324,20% Male,Nonsmoker,30,19,0.0013
t3324,20% Male,Nonsmoker,30,20,0.00142
t3324,20% Male,Nonsmoker,30,21,0.00156
t3324,20% Male,Nonsmoker,30,22,0.00173
t3324,20% Male,Nonsmoker,30,23,0.00194
t3324,20% Male,Nonsmoker,30,24,0.00217
t3324,20% Male,Nonsmoker,30,25,0.00243
t3324,20% Male,Nonsmoker,31,1,1e-4
t3324,20% Male,Nonsmoker,31,2,1.6e-4
t3324,20% Male,Nonsmoker,31,3,2.1e-4
t3324,20% Male,Nonsmoker,31,4,2.4e-4
t3324,20% Male,Nonsmoker,31,5,2.8e-4
t3324,20% Male,Nonsmoker,31,6,3.4e-4
t3324,20% Male,Nonsmoker,31,7,4.1e-4
t3324,20% Male,Nonsmoker,31,8,4.8e-4
t3324,20% Male,Nonsmoker,31,9,5.5e-4
t3324,20% Male,Nonsmoker,31,10,6.2e-4
t3324,20% Male,Nonsmoker,31,11,6.8e-4
t3324,20% Male,Nonsmoker,31,12,7.5e-4
t3324,20% Male,Nonsmoker,31,13,8.3e-4
t3324,20% Male,Nonsmoker,31,14,8.9e-4
t3324,20% Male,Nonsmoker,31,15,9.7e-4
t3324,20% Male,Nonsmoker,31,16,0.00107
t3324,20% Male,Nonsmoker,31,17,0.00118
t3324,20% Male,Nonsmoker,31,18,0.00129
t3324,20% Male,Nonsmoker,31,19,0.0014
t3324,20% Male,Nonsmoker,31,20,0.00154
t3324,20% Male,Nonsmoker,31,21,0.00172
t3324,20% Male,Nonsmoker,31,22,0.00192
t3324,20% Male,Nonsmoker,31,23,0.00216
t3324,20% Male,Nonsmoker,31,24,0.00242
t3324,20% Male,Nonsmoker,31,25,0.00267
t3324,20% Male,Nonsmoker,32,1,1.1e-4
t3324,20% Male,Nonsmoker,32,2,1.7e-4
t3324,20% Male,Nonsmoker,32,3,2.2e-4
t3324,20% Male,Nonsmoker,32,4,2.7e-4
t3324,20% Male,Nonsmoker,32,5,3.2e-4
t3324,20% Male,Nonsmoker,32,6,3.8e-4
t3324,20% Male,Nonsmoker,32,7,4.5e-4
t3324,20% Male,Nonsmoker,32,8,5.2e-4
t3324,20% Male,Nonsmoker,32,9,5.7e-4
t3324,20% Male,Nonsmoker,32,10,6.4e-4
t3324,20% Male,Nonsmoker,32,11,7e-4
t3324,20% Male,Nonsmoker,32,12,7.8e-4
t3324,20% Male,Nonsmoker,32,13,8.7e-4
t3324,20% Male,Nonsmoker,32,14,9.5e-4
t3324,20% Male,Nonsmoker,32,15,0.00104
t3324,20% Male,Nonsmoker,32,16,0.00116
t3324,20% Male,Nonsmoker,32,17,0.00128
t3324,20% Male,Nonsmoker,32,18,0.00139
t3324,20% Male,Nonsmoker,32,19,0.00152
t3324,20% Male,Nonsmoker,32,20,0.00168
t3324,20% Male,Nonsmoker,32,21,0.0019
t3324,20% Male,Nonsmoker,32,22,0.00214
t3324,20% Male,Nonsmoker,32,23,0.0024
t3324,20% Male,Nonsmoker,32,24,0.00265
t3324,20% Male,Nonsmoker,32,25,0.0029
t3324,20% Male,Nonsmoker,33,1,1.1e-4
t3324,20% Male,Nonsmoker,33,2,1.8e-4
t3324,20% Male,Nonsmoker,33,3,2.4e-4
t3324,20% Male,Nonsmoker,33,4,3e-4
t3324,20% Male,Nonsmoker,33,5,3.6e-4
t3324,20% Male,Nonsmoker,33,6,4.2e-4
t3324,20% Male,Nonsmoker,33,7,4.9e-4
t3324,20% Male,Nonsmoker,33,8,5.5e-4
t3324,20% Male,Nonsmoker,33,9,6e-4
t3324,20% Male,Nonsmoker,33,10,6.7e-4
t3324,20% Male,Nonsmoker,33,11,7.4e-4
t3324,20% Male,Nonsmoker,33,12,8.1e-4
t3324,20% Male,Nonsmoker,33,13,9.2e-4
t3324,20% Male,Nonsmoker,33,14,0.00103
t3324,20% Male,Nonsmoker,33,15,0.00114
t3324,20% Male,Nonsmoker,33,16,0.00125
t3324,20% Male,Nonsmoker,33,17,0.00138
t3324,20% Male,Nonsmoker,33,18,0.00151
t3324,20% Male,Nonsmoker,33,19,0.00166
t3324,20% Male,Nonsmoker,33,20,0.00187
t3324,20% Male,Nonsmoker,33,21,0.00212
t3324,20% Male,Nonsmoker,33,22,0.00238
t3324,20% Male,Nonsmoker,33,23,0.00263
t3324,20% Male,Nonsmoker,33,24,0.00289
t3324,20% Male,Nonsmoker,33,25,0.00313
t3324,20% Male,Nonsmoker,34,1,1.2e-4
t3324,20% Male,Nonsmoker,34,2,1.8e-4
t3324,20% Male,Nonsmoker,34,3,2.7e-4
t3324,20% Male,Nonsmoker,34,4,3.4e-4
t3324,20% Male,Nonsmoker,34,5,4e-4
t3324,20% Male,Nonsmoker,34,6,4.5e-4
t3324,20% Male,Nonsmoker,34,7,5.3e-4
t3324,20% Male,Nonsmoker,34,8,5.8e-4
t3324,20% Male,Nonsmoker,34,9,6.3e-4
t3324,20% Male,Nonsmoker,34,10,6.9e-4
t3324,20% Male,Nonsmoker,34,11,7.7e-4
t3324,20% Male,Nonsmoker,34,12,8.7e-4
t3324,20% Male,Nonsmoker,34,13,0.001
t3324,20% Male,Nonsmoker,34,14,0.00112
t3324,20% Male,Nonsmoker,34,15,0.00123
t3324,20% Male,Nonsmoker,34,16,0.00135
t3324,20% Male,Nonsmoker,34,17,0.00149
t3324,20% Male,Nonsmoker,34,18,0.00164
t3324,20% Male,Nonsmoker,34,19,0.00184
t3324,20% Male,Nonsmoker,34,20,0.00207
t3324,20% Male,Nonsmoker,34,21,0.00235
t3324,20% Male,Nonsmoker,34,22,0.00261
t3324,20% Male,Nonsmoker,34,23,0.00287
t3324,20% Male,Nonsmoker,34,24,0.00312
t3324,20% Male,Nonsmoker,34,25,0.00337
t3324,20% Male,Nonsmoker,35,1,1.2e-4
t3324,20% Male,Nonsmoker,35,2,2e-4
t3324,20% Male,Nonsmoker,35,3,3e-4
t3324,20% Male,Nonsmoker,35,4,3.8e-4
t3324,20% Male,Nonsmoker,35,5,4.4e-4
t3324,20% Male,Nonsmoker,35,6,5e-4
t3324,20% Male,Nonsmoker,35,7,5.7e-4
t3324,20% Male,Nonsmoker,35,8,6.2e-4
t3324,20% Male,Nonsmoker,35,9,6.6e-4
t3324,20% Male,Nonsmoker,35,10,7.2e-4
t3324,20% Male,Nonsmoker,35,11,8.2e-4
t3324,20% Male,Nonsmoker,35,12,9.5e-4
t3324,20% Male,Nonsmoker,35,13,0.0011
t3324,20% Male,Nonsmoker,35,14,0.00122
t3324,20% Male,Nonsmoker,35,15,0.00134
t3324,20% Male,Nonsmoker,35,16,0.00147
t3324,20% Male,Nonsmoker,35,17,0.00162
t3324,20% Male,Nonsmoker,35,18,0.00179
t3324,20% Male,Nonsmoker,35,19,0.00202
t3324,20% Male,Nonsmoker,35,20,0.0023
t3324,20% Male,Nonsmoker,35,21,0.00259
t3324,20% Male,Nonsmoker,35,22,0.00286
t3324,20% Male,Nonsmoker,35,23,0.00311
t3324,20% Male,Nonsmoker,35,24,0.00337
t3324,20% Male,Nonsmoker,35,25,0.00364
t3324,20% Male,Nonsmoker,36,1,1.3e-4
t3324,20% Male,Nonsmoker,36,2,2.1e-4
t3324,20% Male,Nonsmoker,36,3,3.3e-4
t3324,20% Male,Nonsmoker,36,4,4.2e-4
t3324,20% Male,Nonsmoker,36,5,4.9e-4
t3324,20% Male,Nonsmoker,36,6,5.5e-4
t3324,20% Male,Nonsmoker,36,7,6.1e-4
t3324,20% Male,Nonsmoker,36,8,6.5e-4
t3324,20% Male,Nonsmoker,36,9,6.9e-4
t3324,20% Male,Nonsmoker,36,10,7.7e-4
t3324,20% Male,Nonsmoker,36,11,9e-4
t3324,20% Male,Nonsmoker,36,12,0.00104
t3324,20% Male,Nonsmoker,36,13,0.0012
t3324,20% Male,Nonsmoker,36,14,0.00132
t3324,20% Male,Nonsmoker,36,15,0.00145
t3324,20% Male,Nonsmoker,36,16,0.00159
t3324,20% Male,Nonsmoker,36,17,0.00175
t3324,20% Male,Nonsmoker,36,18,0.00195
t3324,20% Male,Nonsmoker,36,19,0.00222
t3324,20% Male,Nonsmoker,36,20,0.00253
t3324,20% Male,Nonsmoker,36,21,0.00284
t3324,20% Male,Nonsmoker,36,22,0.0031
t3324,20% Male,Nonsmoker,36,23,0.00337
t3324,20% Male,Nonsmoker,36,24,0.00364
t3324,20% Male,Nonsmoker,36,25,0.00395
t3324,20% Male,Nonsmoker,37,1,1.5e-4
t3324,20% Male,Nonsmoker,37,2,2.3e-4
t3324,20% Male,Nonsmoker,37,3,3.6e-4
t3324,20% Male,Nonsmoker,37,4,4.6e-4
t3324,20% Male,Nonsmoker,37,5,5.3e-4
t3324,20% Male,Nonsmoker,37,6,5.9e-4
t3324,20% Male,Nonsmoker,37,7,6.4e-4
t3324,20% Male,Nonsmoker,37,8,6.9e-4
t3324,20% Male,Nonsmoker,37,9,7.4e-4
t3324,20% Male,Nonsmoker,37,10,8.6e-4
t3324,20% Male,Nonsmoker,37,11,0.001
t3324,20% Male,Nonsmoker,37,12,0.00115
t3324,20% Male,Nonsmoker,37,13,0.00131
t3324,20% Male,Nonsmoker,37,14,0.00144
t3324,20% Male,Nonsmoker,37,15,0.00157
t3324,20% Male,Nonsmoker,37,16,0.00171
t3324,20% Male,Nonsmoker,37,17,0.0019
t3324,20% Male,Nonsmoker,37,18,0.00214
t3324,20% Male,Nonsmoker,37,19,0.00243
t3324,20% Male,Nonsmoker,37,20,0.00276
t3324,20% Male,Nonsmoker,37,21,0.00308
t3324,20% Male,Nonsmoker,37,22,0.00336
t3324,20% Male,Nonsmoker,37,23,0.00364
t3324,20% Male,Nonsmoker,37,24,0.00395
t3324,20% Male,Nonsmoker,37,25,0.00433
t3324,20% Male,Nonsmoker,38,1,1.6e-4
t3324,20% Male,Nonsmoker,38,2,2.4e-4
t3324,20% Male,Nonsmoker,38,3,3.8e-4
t3324,20% Male,Nonsmoker,38,4,4.9e-4
t3324,20% Male,Nonsmoker,38,5,5.7e-4
t3324,20% Male,Nonsmoker,38,6,6.3e-4
t3324,20% Male,Nonsmoker,38,7,6.8e-4
t3324,20% Male,Nonsmoker,38,8,7.3e-4
t3324,20% Male,Nonsmoker,38,9,8.2e-4
t3324,20% Male,Nonsmoker,38,10,9.5e-4
t3324,20% Male,Nonsmoker,38,11,0.0011
t3324,20% Male,Nonsmoker,38,12,0.00126
