table,gender,risk,issue_age,duration,q_sel
t3309,Male,SuperPref Nonsmoker,19,9,4.9e-4
t3309,Male,SuperPref Nonsmoker,19,10,4.6e-4
t3309,Male,SuperPref Nonsmoker,19,11,4.6e-4
t3309,Male,SuperPref Nonsmoker,19,12,4.5e-4
t3309,Male,SuperPref Nonsmoker,19,13,4.5e-4
t3309,Male,SuperPref Nonsmoker,19,14,5e-4
t3309,Male,SuperPref Nonsmoker,19,15,5.5e-4
t3309,Male,SuperPref Nonsmoker,19,16,5.9e-4
t3309,Male,SuperPref Nonsmoker,19,17,6.8e-4
t3309,Male,SuperPref Nonsmoker,19,18,7.9e-4
t3309,Male,SuperPref Nonsmoker,19,19,9.1e-4
t3309,Male,SuperPref Nonsmoker,19,20,0.00103
t3309,Male,SuperPref Nonsmoker,19,21,0.00113
t3309,Male,SuperPref Nonsmoker,19,22,0.00119
t3309,Male,SuperPref Nonsmoker,19,23,0.00126
t3309,Male,SuperPref Nonsmoker,19,24,0.00134
t3309,Male,SuperPref Nonsmoker,19,25,0.00143
t3309,Male,SuperPref Nonsmoker,20,1,5.1e-4
t3309,Male,SuperPref Nonsmoker,20,2,5.7e-4
t3309,Male,SuperPref Nonsmoker,20,3,5.7e-4
t3309,Male,SuperPref Nonsmoker,20,4,5.5e-4
t3309,Male,SuperPref Nonsmoker,20,5,5.3e-4
t3309,Male,SuperPref Nonsmoker,20,6,5.2e-4
t3309,Male,SuperPref Nonsmoker,20,7,5.1e-4
t3309,Male,SuperPref Nonsmoker,20,8,4.7e-4
t3309,Male,SuperPref Nonsmoker,20,9,4.3e-4
t3309,Male,SuperPref Nonsmoker,20,10,4.4e-4
t3309,Male,SuperPref Nonsmoker,20,11,4.4e-4
t3309,Male,SuperPref Nonsmoker,20,12,4.5e-4
t3309,Male,SuperPref Nonsmoker,20,13,4.6e-4
t3309,Male,SuperPref Nonsmoker,20,14,5.1e-4
t3309,Male,SuperPref Nonsmoker,20,15,5.7e-4
t3309,Male,SuperPref Nonsmoker,20,16,6.1e-4
t3309,Male,SuperPref Nonsmoker,20,17,7.1e-4
t3309,Male,SuperPref Nonsmoker,20,18,8.1e-4
t3309,Male,SuperPref Nonsmoker,20,19,9.4e-4
t3309,Male,SuperPref Nonsmoker,20,20,0.00106
t3309,Male,SuperPref Nonsmoker,20,21,0.00115
t3309,Male,SuperPref Nonsmoker,20,22,0.00121
t3309,Male,SuperPref Nonsmoker,20,23,0.00128
t3309,Male,SuperPref Nonsmoker,20,24,0.00137
t3309,Male,SuperPref Nonsmoker,20,25,0.00147
t3309,Male,SuperPref Nonsmoker,21,1,4.6e-4
t3309,Male,SuperPref Nonsmoker,21,2,5.2e-4
t3309,Male,SuperPref Nonsmoker,21,3,4.7e-4
t3309,Male,SuperPref Nonsmoker,21,4,4.5e-4
t3309,Male,SuperPref Nonsmoker,21,5,4.4e-4
t3309,Male,SuperPref Nonsmoker,21,6,4.3e-4
t3309,Male,SuperPref Nonsmoker,21,7,4.2e-4
t3309,Male,SuperPref Nonsmoker,21,8,4e-4
t3309,Male,SuperPref Nonsmoker,21,9,3.8e-4
t3309,Male,SuperPref Nonsmoker,21,10,4.2e-4
t3309,Male,SuperPref Nonsmoker,21,11,4.3e-4
t3309,Male,SuperPref Nonsmoker,21,12,4.5e-4
t3309,Male,SuperPref Nonsmoker,21,13,4.8e-4
t3309,Male,SuperPref Nonsmoker,21,14,5.3e-4
t3309,Male,SuperPref Nonsmoker,21,15,5.9e-4
t3309,Male,SuperPref Nonsmoker,21,16,6.4e-4
t3309,Male,SuperPref Nonsmoker,21,17,7.3e-4
t3309,Male,SuperPref Nonsmoker,21,18,8.4e-4
t3309,Male,SuperPref Nonsmoker,21,19,9.7e-4
t3309,Male,SuperPref Nonsmoker,21,20,0.00108
t3309,Male,SuperPref Nonsmoker,21,21,0.00116
t3309,Male,SuperPref Nonsmoker,21,22,0.00121
t3309,Male,SuperPref Nonsmoker,21,23,0.00128
t3309,Male,SuperPref Nonsmoker,21,24,0.00139
t3309,Male,SuperPref Nonsmoker,21,25,0.00151
t3309,Male,SuperPref Nonsmoker,22,1,4.1e-4
t3309,Male,SuperPref Nonsmoker,22,2,4.4e-4
t3309,Male,SuperPref Nonsmoker,22,3,3.9e-4
t3309,Male,SuperPref Nonsmoker,22,4,3.7e-4
t3309,Male,SuperPref Nonsmoker,22,5,3.6e-4
t3309,Male,SuperPref Nonsmoker,22,6,3.6e-4
t3309,Male,SuperPref Nonsmoker,22,7,3.6e-4
t3309,Male,SuperPref Nonsmoker,22,8,3.5e-4
t3309,Male,SuperPref Nonsmoker,22,9,3.5e-4
t3309,Male,SuperPref Nonsmoker,22,10,4e-4
t3309,Male,SuperPref Nonsmoker,22,11,4.3e-4
t3309,Male,SuperPref Nonsmoker,22,12,4.6e-4
t3309,Male,SuperPref Nonsmoker,22,13,4.9e-4
t3309,Male,SuperPref Nonsmoker,22,14,5.6e-4
t3309,Male,SuperPref Nonsmoker,22,15,6.2e-4
t3309,Male,SuperPref Nonsmoker,22,16,6.6e-4
t3309,Male,SuperPref Nonsmoker,22,17,7.5e-4
t3309,Male,SuperPref Nonsmoker,22,18,8.7e-4
t3309,Male,SuperPref Nonsmoker,22,19,0.001
t3309,Male,SuperPref Nonsmoker,22,20,0.0011
t3309,Male,SuperPref Nonsmoker,22,21,0.00116
t3309,Male,SuperPref Nonsmoker,22,22,0.00122
t3309,Male,SuperPref Nonsmoker,22,23,0.00129
t3309,Male,SuperPref Nonsmoker,22,24,0.00141
t3309,Male,SuperPref Nonsmoker,22,25,0.00156
t3309,Male,SuperPref Nonsmoker,23,1,3.5e-4
t3309,Male,SuperPref Nonsmoker,23,2,3.6e-4
t3309,Male,SuperPref Nonsmoker,23,3,3.3e-4
t3309,Male,SuperPref Nonsmoker,23,4,3.1e-4
t3309,Male,SuperPref Nonsmoker,23,5,3.1e-4
t3309,Male,SuperPref Nonsmoker,23,6,3.1e-4
t3309,Male,SuperPref Nonsmoker,23,7,3.1e-4
t3309,Male,SuperPref Nonsmoker,23,8,3.3e-4
t3309,Male,SuperPref Nonsmoker,23,9,3.4e-4
t3309,Male,SuperPref Nonsmoker,23,10,4e-4
t3309,Male,SuperPref Nonsmoker,23,11,4.3e-4
t3309,Male,SuperPref Nonsmoker,23,12,4.7e-4
t3309,Male,SuperPref Nonsmoker,23,13,5.2e-4
t3309,Male,SuperPref Nonsmoker,23,14,5.8e-4
t3309,Male,SuperPref Nonsmoker,23,15,6.4e-4
t3309,Male,SuperPref Nonsmoker,23,16,6.9e-4
t3309,Male,SuperPref Nonsmoker,23,17,7.9e-4
t3309,Male,SuperPref Nonsmoker,23,18,9.1e-4
t3309,Male,SuperPref Nonsmoker,23,19,0.00103
t3309,Male,SuperPref Nonsmoker,23,20,0.00111
t3309,Male,SuperPref Nonsmoker,23,21,0.00117
t3309,Male,SuperPref Nonsmoker,23,22,0.00122
t3309,Male,SuperPref Nonsmoker,23,23,0.00129
t3309,Male,SuperPref Nonsmoker,23,24,0.00144
t3309,Male,SuperPref Nonsmoker,23,25,0.00161
t3309,Male,SuperPref Nonsmoker,24,1,3e-4
t3309,Male,SuperPref Nonsmoker,24,2,3.1e-4
t3309,Male,SuperPref Nonsmoker,24,3,2.8e-4
t3309,Male,SuperPref Nonsmoker,24,4,2.7e-4
t3309,Male,SuperPref Nonsmoker,24,5,2.7e-4
t3309,Male,SuperPref Nonsmoker,24,6,2.7e-4
t3309,Male,SuperPref Nonsmoker,24,7,2.9e-4
t3309,Male,SuperPref Nonsmoker,24,8,3.2e-4
t3309,Male,SuperPref Nonsmoker,24,9,3.4e-4
t3309,Male,SuperPref Nonsmoker,24,10,4.1e-4
t3309,Male,SuperPref Nonsmoker,24,11,4.5e-4
t3309,Male,SuperPref Nonsmoker,24,12,5e-4
t3309,Male,SuperPref Nonsmoker,24,13,5.4e-4
t3309,Male,SuperPref Nonsmoker,24,14,6.1e-4
t3309,Male,SuperPref Nonsmoker,24,15,6.7e-4
t3309,Male,SuperPref Nonsmoker,24,16,7.3e-4
t3309,Male,SuperPref Nonsmoker,24,17,8.4e-4
t3309,Male,SuperPref Nonsmoker,24,18,9.6e-4
t3309,Male,SuperPref Nonsmoker,24,19,0.00106
t3309,Male,SuperPref Nonsmoker,24,20,0.00111
t3309,Male,SuperPref Nonsmoker,24,21,0.00118
t3309,Male,SuperPref Nonsmoker,24,22,0.00122
t3309,Male,SuperPref Nonsmoker,24,23,0.00133
t3309,Male,SuperPref Nonsmoker,24,24,0.0015
t3309,Male,SuperPref Nonsmoker,24,25,0.00168
t3309,Male,SuperPref Nonsmoker,25,1,2.6e-4
t3309,Male,SuperPref Nonsmoker,25,2,2.7e-4
t3309,Male,SuperPref Nonsmoker,25,3,2.5e-4
t3309,Male,SuperPref Nonsmoker,25,4,2.5e-4
t3309,Male,SuperPref Nonsmoker,25,5,2.5e-4
t3309,Male,SuperPref Nonsmoker,25,6,2.6e-4
t3309,Male,SuperPref Nonsmoker,25,7,2.8e-4
t3309,Male,SuperPref Nonsmoker,25,8,3.2e-4
t3309,Male,SuperPref Nonsmoker,25,9,3.5e-4
t3309,Male,SuperPref Nonsmoker,25,10,4.2e-4
t3309,Male,SuperPref Nonsmoker,25,11,4.7e-4
t3309,Male,SuperPref Nonsmoker,25,12,5.3e-4
t3309,Male,SuperPref Nonsmoker,25,13,5.8e-4
t3309,Male,SuperPref Nonsmoker,25,14,6.4e-4
t3309,Male,SuperPref Nonsmoker,25,15,7.1e-4
t3309,Male,SuperPref Nonsmoker,25,16,7.8e-4
t3309,Male,SuperPref Nonsmoker,25,17,9e-4
t3309,Male,SuperPref Nonsmoker,25,18,0.00101
t3309,Male,SuperPref Nonsmoker,25,19,0.00108
t3309,Male,SuperPref Nonsmoker,25,20,0.00111
t3309,Male,SuperPref Nonsmoker,25,21,0.00118
t3309,Male,SuperPref Nonsmoker,25,22,0.00126
t3309,Male,SuperPref Nonsmoker,25,23,0.00142
t3309,Male,SuperPref Nonsmoker,25,24,0.0016
t3309,Male,SuperPref Nonsmoker,25,25,0.00179
t3309,Male,SuperPref Nonsmoker,26,1,2.2e-4
t3309,Male,SuperPref Nonsmoker,26,2,2.4e-4
t3309,Male,SuperPref Nonsmoker,26,3,2.3e-4
t3309,Male,SuperPref Nonsmoker,26,4,2.4e-4
t3309,Male,SuperPref Nonsmoker,26,5,2.4e-4
t3309,Male,SuperPref Nonsmoker,26,6,2.6e-4
t3309,Male,SuperPref Nonsmoker,26,7,2.9e-4
t3309,Male,SuperPref Nonsmoker,26,8,3.3e-4
t3309,Male,SuperPref Nonsmoker,26,9,3.6e-4
t3309,Male,SuperPref Nonsmoker,26,10,4.4e-4
t3309,Male,SuperPref Nonsmoker,26,11,5e-4
t3309,Male,SuperPref Nonsmoker,26,12,5.6e-4
t3309,Male,SuperPref Nonsmoker,26,13,6.1e-4
t3309,Male,SuperPref Nonsmoker,26,14,6.8e-4
t3309,Male,SuperPref Nonsmoker,26,15,7.6e-4
t3309,Male,SuperPref Nonsmoker,26,16,8.3e-4
t3309,Male,SuperPref Nonsmoker,26,17,9.5e-4
t3309,Male,SuperPref Nonsmoker,26,18,0.00104
t3309,Male,SuperPref Nonsmoker,26,19,0.00109
t3309,Male,SuperPref Nonsmoker,26,20,0.00114
t3309,Male,SuperPref Nonsmoker,26,21,0.00122
t3309,Male,SuperPref Nonsmoker,26,22,0.00135
t3309,Male,SuperPref Nonsmoker,26,23,0.00152
t3309,Male,SuperPref Nonsmoker,26,24,0.00171
t3309,Male,SuperPref Nonsmoker,26,25,0.00192
t3309,Male,SuperPref Nonsmoker,27,1,1.9e-4
t3309,Male,SuperPref Nonsmoker,27,2,2.1e-4
t3309,Male,SuperPref Nonsmoker,27,3,2.1e-4
t3309,Male,SuperPref Nonsmoker,27,4,2.3e-4
t3309,Male,SuperPref Nonsmoker,27,5,2.5e-4
t3309,Male,SuperPref Nonsmoker,27,6,2.7e-4
t3309,Male,SuperPref Nonsmoker,27,7,3.1e-4
t3309,Male,SuperPref Nonsmoker,27,8,3.4e-4
t3309,Male,SuperPref Nonsmoker,27,9,3.8e-4
t3309,Male,SuperPref Nonsmoker,27,10,4.7e-4
t3309,Male,SuperPref Nonsmoker,27,11,5.4e-4
t3309,Male,SuperPref Nonsmoker,27,12,6e-4
t3309,Male,SuperPref Nonsmoker,27,13,6.5e-4
t3309,Male,SuperPref Nonsmoker,27,14,7.3e-4
t3309,Male,SuperPref Nonsmoker,27,15,8.1e-4
t3309,Male,SuperPref Nonsmoker,27,16,8.9e-4
t3309,Male,SuperPref Nonsmoker,27,17,0.001
t3309,Male,SuperPref Nonsmoker,27,18,0.00107
t3309,Male,SuperPref Nonsmoker,27,19,0.00112
t3309,Male,SuperPref Nonsmoker,27,20,0.00119
t3309,Male,SuperPref Nonsmoker,27,21,0.0013
t3309,Male,SuperPref Nonsmoker,27,22,0.00145
t3309,Male,SuperPref Nonsmoker,27,23,0.00164
t3309,Male,SuperPref Nonsmoker,27,24,0.00184
t3309,Male,SuperPref Nonsmoker,27,25,0.00206
t3309,Male,SuperPref Nonsmoker,28,1,1.7e-4
t3309,Male,SuperPref Nonsmoker,28,2,1.9e-4
t3309,Male,SuperPref Nonsmoker,28,3,2.1e-4
t3309,Male,SuperPref Nonsmoker,28,4,2.4e-4
t3309,Male,SuperPref Nonsmoker,28,5,2.6e-4
t3309,Male,SuperPref Nonsmoker,28,6,2.9e-4
t3309,Male,SuperPref Nonsmoker,28,7,3.2e-4
t3309,Male,SuperPref Nonsmoker,28,8,3.6e-4
t3309,Male,SuperPref Nonsmoker,28,9,4.1e-4
t3309,Male,SuperPref Nonsmoker,28,10,5.1e-4
t3309,Male,SuperPref Nonsmoker,28,11,5.8e-4
t3309,Male,SuperPref Nonsmoker,28,12,6.4e-4
t3309,Male,SuperPref Nonsmoker,28,13,6.9e-4
t3309,Male,SuperPref Nonsmoker,28,14,7.8e-4
t3309,Male,SuperPref Nonsmoker,28,15,8.6e-4
t3309,Male,SuperPref Nonsmoker,28,16,0.00093000000000000005
t3309,Male,SuperPref Nonsmoker,28,17,0.00103
t3309,Male,SuperPref Nonsmoker,28,18,0.0011
t3309,Male,SuperPref Nonsmoker,28,19,0.00117
t3309,Male,SuperPref Nonsmoker,28,20,0.00126
t3309,Male,SuperPref Nonsmoker,28,21,0.00139
t3309,Male,SuperPref Nonsmoker,28,22,0.00157
t3309,Male,SuperPref Nonsmoker,28,23,0.00176
t3309,Male,SuperPref Nonsmoker,28,24,0.00198
t3309,Male,SuperPref Nonsmoker,28,25,0.00223
t3309,Male,SuperPref Nonsmoker,29,1,1.6e-4
t3309,Male,SuperPref Nonsmoker,29,2,1.7e-4
t3309,Male,SuperPref Nonsmoker,29,3,2.1e-4
t3309,Male,SuperPref Nonsmoker,29,4,2.4e-4
t3309,Male,SuperPref Nonsmoker,29,5,2.7e-4
t3309,Male,SuperPref Nonsmoker,29,6,3e-4
t3309,Male,SuperPref Nonsmoker,29,7,3.3e-4
t3309,Male,SuperPref Nonsmoker,29,8,3.8e-4
t3309,Male,SuperPref Nonsmoker,29,9,4.2e-4
t3309,Male,SuperPref Nonsmoker,29,10,5.3e-4
t3309,Male,SuperPref Nonsmoker,29,11,6e-4
t3309,Male,SuperPref Nonsmoker,29,12,6.6e-4
t3309,Male,SuperPref Nonsmoker,29,13,7.1e-4
t3309,Male,SuperPref Nonsmoker,29,14,8e-4
t3309,Male,SuperPref Nonsmoker,29,15,8.8e-4
t3309,Male,SuperPref Nonsmoker,29,16,9.6e-4
t3309,Male,SuperPref Nonsmoker,29,17,0.00106
t3309,Male,SuperPref Nonsmoker,29,18,0.00115
t3309,Male,SuperPref Nonsmoker,29,19,0.00123
t3309,Male,SuperPref Nonsmoker,29,20,0.00134
t3309,Male,SuperPref Nonsmoker,29,21,0.0015
t3309,Male,SuperPref Nonsmoker,29,22,0.00169
t3309,Male,SuperPref Nonsmoker,29,23,0.0019
t3309,Male,SuperPref Nonsmoker,29,24,0.00214
t3309,Male,SuperPref Nonsmoker,29,25,0.00241
t3309,Male,SuperPref Nonsmoker,30,1,1.4e-4
t3309,Male,SuperPref Nonsmoker,30,2,1.5e-4
t3309,Male,SuperPref Nonsmoker,30,3,2.1e-4
t3309,Male,SuperPref Nonsmoker,30,4,2.4e-4
t3309,Male,SuperPref Nonsmoker,30,5,2.7e-4
t3309,Male,SuperPref Nonsmoker,30,6,3e-4
t3309,Male,SuperPref Nonsmoker,30,7,3.3e-4
t3309,Male,SuperPref Nonsmoker,30,8,3.8e-4
t3309,Male,SuperPref Nonsmoker,30,9,4.4e-4
t3309,Male,SuperPref Nonsmoker,30,10,5.4e-4
t3309,Male,SuperPref Nonsmoker,30,11,6.1e-4
t3309,Male,SuperPref Nonsmoker,30,12,6.6e-4
t3309,Male,SuperPref Nonsmoker,30,13,7.2e-4
t3309,Male,SuperPref Nonsmoker,30,14,8e-4
t3309,Male,SuperPref Nonsmoker,30,15,8.9e-4
t3309,Male,SuperPref Nonsmoker,30,16,0.001
t3309,Male,SuperPref Nonsmoker,30,17,0.00111
t3309,Male,SuperPref Nonsmoker,30,18,0.00121
t3309,Male,SuperPref Nonsmoker,30,19,0.00131
t3309,Male,SuperPref Nonsmoker,30,20,0.00144
t3309,Male,SuperPref Nonsmoker,30,21,0.00161
t3309,Male,SuperPref Nonsmoker,30,22,0.00182
t3309,Male,SuperPref Nonsmoker,30,23,0.00205
t3309,Male,SuperPref Nonsmoker,30,24,0.00231
t3309,Male,SuperPref Nonsmoker,30,25,0.00259
t3309,Male,SuperPref Nonsmoker,31,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,31,2,1.4e-4
t3309,Male,SuperPref Nonsmoker,31,3,2.1e-4
t3309,Male,SuperPref Nonsmoker,31,4,2.5e-4
t3309,Male,SuperPref Nonsmoker,31,5,2.7e-4
t3309,Male,SuperPref Nonsmoker,31,6,3e-4
t3309,Male,SuperPref Nonsmoker,31,7,3.4e-4
t3309,Male,SuperPref Nonsmoker,31,8,3.9e-4
t3309,Male,SuperPref Nonsmoker,31,9,4.8e-4
t3309,Male,SuperPref Nonsmoker,31,10,5.7e-4
t3309,Male,SuperPref Nonsmoker,31,11,6.2e-4
t3309,Male,SuperPref Nonsmoker,31,12,6.7e-4
t3309,Male,SuperPref Nonsmoker,31,13,7.4e-4
t3309,Male,SuperPref Nonsmoker,31,14,8.2e-4
t3309,Male,SuperPref Nonsmoker,31,15,9.2e-4
t3309,Male,SuperPref Nonsmoker,31,16,0.00105
t3309,Male,SuperPref Nonsmoker,31,17,0.00117
t3309,Male,SuperPref Nonsmoker,31,18,0.00127
t3309,Male,SuperPref Nonsmoker,31,19,0.00139
t3309,Male,SuperPref Nonsmoker,31,20,0.00154
t3309,Male,SuperPref Nonsmoker,31,21,0.00173
t3309,Male,SuperPref Nonsmoker,31,22,0.00196
t3309,Male,SuperPref Nonsmoker,31,23,0.00222
t3309,Male,SuperPref Nonsmoker,31,24,0.00249
t3309,Male,SuperPref Nonsmoker,31,25,0.00277
t3309,Male,SuperPref Nonsmoker,32,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,32,2,1.4e-4
t3309,Male,SuperPref Nonsmoker,32,3,2.2e-4
t3309,Male,SuperPref Nonsmoker,32,4,2.6e-4
t3309,Male,SuperPref Nonsmoker,32,5,2.8e-4
t3309,Male,SuperPref Nonsmoker,32,6,3.1e-4
t3309,Male,SuperPref Nonsmoker,32,7,3.6e-4
t3309,Male,SuperPref Nonsmoker,32,8,4.3e-4
t3309,Male,SuperPref Nonsmoker,32,9,5.2e-4
t3309,Male,SuperPref Nonsmoker,32,10,6e-4
t3309,Male,SuperPref Nonsmoker,32,11,6.5e-4
t3309,Male,SuperPref Nonsmoker,32,12,7e-4
t3309,Male,SuperPref Nonsmoker,32,13,7.6e-4
t3309,Male,SuperPref Nonsmoker,32,14,8.6e-4
t3309,Male,SuperPref Nonsmoker,32,15,9.7e-4
t3309,Male,SuperPref Nonsmoker,32,16,0.0011
t3309,Male,SuperPref Nonsmoker,32,17,0.00123
t3309,Male,SuperPref Nonsmoker,32,18,0.00134
t3309,Male,SuperPref Nonsmoker,32,19,0.00147
t3309,Male,SuperPref Nonsmoker,32,20,0.00164
t3309,Male,SuperPref Nonsmoker,32,21,0.0018600000000000001
t3309,Male,SuperPref Nonsmoker,32,22,0.00211
t3309,Male,SuperPref Nonsmoker,32,23,0.00239
t3309,Male,SuperPref Nonsmoker,32,24,0.00267
t3309,Male,SuperPref Nonsmoker,32,25,0.00294
t3309,Male,SuperPref Nonsmoker,33,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,33,2,1.5e-4
t3309,Male,SuperPref Nonsmoker,33,3,2.3e-4
t3309,Male,SuperPref Nonsmoker,33,4,2.7e-4
t3309,Male,SuperPref Nonsmoker,33,5,2.9e-4
t3309,Male,SuperPref Nonsmoker,33,6,3.4e-4
t3309,Male,SuperPref Nonsmoker,33,7,3.9e-4
t3309,Male,SuperPref Nonsmoker,33,8,4.6e-4
t3309,Male,SuperPref Nonsmoker,33,9,5.6e-4
t3309,Male,SuperPref Nonsmoker,33,10,6.3e-4
t3309,Male,SuperPref Nonsmoker,33,11,6.7e-4
t3309,Male,SuperPref Nonsmoker,33,12,7.2e-4
t3309,Male,SuperPref Nonsmoker,33,13,8e-4
t3309,Male,SuperPref Nonsmoker,33,14,9.1e-4
t3309,Male,SuperPref Nonsmoker,33,15,0.00103
t3309,Male,SuperPref Nonsmoker,33,16,0.00116
t3309,Male,SuperPref Nonsmoker,33,17,0.00129
t3309,Male,SuperPref Nonsmoker,33,18,0.00142
t3309,Male,SuperPref Nonsmoker,33,19,0.00157
t3309,Male,SuperPref Nonsmoker,33,20,0.00176
t3309,Male,SuperPref Nonsmoker,33,21,0.002
t3309,Male,SuperPref Nonsmoker,33,22,0.00228
t3309,Male,SuperPref Nonsmoker,33,23,0.00257
t3309,Male,SuperPref Nonsmoker,33,24,0.00285
t3309,Male,SuperPref Nonsmoker,33,25,0.00311
t3309,Male,SuperPref Nonsmoker,34,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,34,2,1.5e-4
t3309,Male,SuperPref Nonsmoker,34,3,2.4e-4
t3309,Male,SuperPref Nonsmoker,34,4,2.8e-4
t3309,Male,SuperPref Nonsmoker,34,5,3.2e-4
t3309,Male,SuperPref Nonsmoker,34,6,3.7e-4
t3309,Male,SuperPref Nonsmoker,34,7,4.2e-4
t3309,Male,SuperPref Nonsmoker,34,8,5e-4
t3309,Male,SuperPref Nonsmoker,34,9,5.9e-4
t3309,Male,SuperPref Nonsmoker,34,10,6.5e-4
t3309,Male,SuperPref Nonsmoker,34,11,6.9e-4
t3309,Male,SuperPref Nonsmoker,34,12,7.5e-4
t3309,Male,SuperPref Nonsmoker,34,13,8.5e-4
t3309,Male,SuperPref Nonsmoker,34,14,9.7e-4
t3309,Male,SuperPref Nonsmoker,34,15,0.00109
t3309,Male,SuperPref Nonsmoker,34,16,0.00122
t3309,Male,SuperPref Nonsmoker,34,17,0.00136
t3309,Male,SuperPref Nonsmoker,34,18,0.0015
t3309,Male,SuperPref Nonsmoker,34,19,0.00167
t3309,Male,SuperPref Nonsmoker,34,20,0.00189
t3309,Male,SuperPref Nonsmoker,34,21,0.00216
t3309,Male,SuperPref Nonsmoker,34,22,0.00247
t3309,Male,SuperPref Nonsmoker,34,23,0.00277
t3309,Male,SuperPref Nonsmoker,34,24,0.00305
t3309,Male,SuperPref Nonsmoker,34,25,0.0033
t3309,Male,SuperPref Nonsmoker,35,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,35,2,1.6e-4
t3309,Male,SuperPref Nonsmoker,35,3,2.6e-4
t3309,Male,SuperPref Nonsmoker,35,4,3e-4
t3309,Male,SuperPref Nonsmoker,35,5,3.5e-4
t3309,Male,SuperPref Nonsmoker,35,6,4e-4
t3309,Male,SuperPref Nonsmoker,35,7,4.5e-4
t3309,Male,SuperPref Nonsmoker,35,8,5.4e-4
t3309,Male,SuperPref Nonsmoker,35,9,6.2e-4
t3309,Male,SuperPref Nonsmoker,35,10,6.7e-4
t3309,Male,SuperPref Nonsmoker,35,11,7.3e-4
t3309,Male,SuperPref Nonsmoker,35,12,8.1e-4
t3309,Male,SuperPref Nonsmoker,35,13,9.2e-4
t3309,Male,SuperPref Nonsmoker,35,14,0.00103
t3309,Male,SuperPref Nonsmoker,35,15,0.00116
t3309,Male,SuperPref Nonsmoker,35,16,0.0013
t3309,Male,SuperPref Nonsmoker,35,17,0.00144
t3309,Male,SuperPref Nonsmoker,35,18,0.0016
t3309,Male,SuperPref Nonsmoker,35,19,0.00179
t3309,Male,SuperPref Nonsmoker,35,20,0.00205
t3309,Male,SuperPref Nonsmoker,35,21,0.00235
t3309,Male,SuperPref Nonsmoker,35,22,0.00268
t3309,Male,SuperPref Nonsmoker,35,23,0.00298
t3309,Male,SuperPref Nonsmoker,35,24,0.00326
t3309,Male,SuperPref Nonsmoker,35,25,0.00354
t3309,Male,SuperPref Nonsmoker,36,1,1.3e-4
t3309,Male,SuperPref Nonsmoker,36,2,1.7e-4
t3309,Male,SuperPref Nonsmoker,36,3,2.7e-4
t3309,Male,SuperPref Nonsmoker,36,4,3.3e-4
t3309,Male,SuperPref Nonsmoker,36,5,3.8e-4
t3309,Male,SuperPref Nonsmoker,36,6,4.3e-4
t3309,Male,SuperPref Nonsmoker,36,7,5e-4
t3309,Male,SuperPref Nonsmoker,36,8,5.8e-4
t3309,Male,SuperPref Nonsmoker,36,9,6.4e-4
t3309,Male,SuperPref Nonsmoker,36,10,7e-4
t3309,Male,SuperPref Nonsmoker,36,11,7.8e-4
