issue_age,attained_age,duration,table,gender,risk,q_sel,q_ult
0,52,53,t3309,Male,SuperPref Nonsmoker,NA,0.0023
0,53,54,t3309,Male,SuperPref Nonsmoker,NA,0.00248
0,54,55,t3309,Male,SuperPref Nonsmoker,NA,0.00267
0,55,56,t3309,Male,SuperPref Nonsmoker,NA,0.00285
0,56,57,t3309,Male,SuperPref Nonsmoker,NA,0.00301
0,57,58,t3309,Male,SuperPref Nonsmoker,NA,0.00317
0,58,59,t3309,Male,SuperPref Nonsmoker,NA,0.00336
0,59,60,t3309,Male,SuperPref Nonsmoker,NA,0.00359
0,60,61,t3309,Male,SuperPref Nonsmoker,NA,0.00389
0,61,62,t3309,Male,SuperPref Nonsmoker,NA,0.00428
0,62,63,t3309,Male,SuperPref Nonsmoker,NA,0.00476
0,63,64,t3309,Male,SuperPref Nonsmoker,NA,0.0053
0,64,65,t3309,Male,SuperPref Nonsmoker,NA,0.0059
0,65,66,t3309,Male,SuperPref Nonsmoker,NA,0.00656
0,66,67,t3309,Male,SuperPref Nonsmoker,NA,0.00728
0,67,68,t3309,Male,SuperPref Nonsmoker,NA,0.00808
0,68,69,t3309,Male,SuperPref Nonsmoker,NA,0.00899
0,69,70,t3309,Male,SuperPref Nonsmoker,NA,0.01005
0,70,71,t3309,Male,SuperPref Nonsmoker,NA,0.01133
0,71,72,t3309,Male,SuperPref Nonsmoker,NA,0.01286
0,72,73,t3309,Male,SuperPref Nonsmoker,NA,0.01468
0,73,74,t3309,Male,SuperPref Nonsmoker,NA,0.0168
0,74,75,t3309,Male,SuperPref Nonsmoker,NA,0.01922
0,75,76,t3309,Male,SuperPref Nonsmoker,NA,0.02193
0,76,77,t3309,Male,SuperPref Nonsmoker,NA,0.02495
0,77,78,t3309,Male,SuperPref Nonsmoker,NA,0.02833
0,78,79,t3309,Male,SuperPref Nonsmoker,NA,0.03217
0,79,80,t3309,Male,SuperPref Nonsmoker,NA,0.03662
0,80,81,t3309,Male,SuperPref Nonsmoker,NA,0.04176
0,81,82,t3309,Male,SuperPref Nonsmoker,NA,0.04761
0,82,83,t3309,Male,SuperPref Nonsmoker,NA,0.05433
0,83,84,t3309,Male,SuperPref Nonsmoker,NA,0.06217
0,84,85,t3309,Male,SuperPref Nonsmoker,NA,0.07132
0,85,86,t3309,Male,SuperPref Nonsmoker,NA,0.08199
0,86,87,t3309,Male,SuperPref Nonsmoker,NA,0.09435
0,87,88,t3309,Male,SuperPref Nonsmoker,NA,0.10853
0,88,89,t3309,Male,SuperPref Nonsmoker,NA,0.12434
0,89,90,t3309,Male,SuperPref Nonsmoker,NA,0.14147
0,90,91,t3309,Male,SuperPref Nonsmoker,NA,0.15974
0,91,92,t3309,Male,SuperPref Nonsmoker,NA,0.17869
0,92,93,t3309,Male,SuperPref Nonsmoker,NA,0.19778
0,93,94,t3309,Male,SuperPref Nonsmoker,NA,0.2165
0,94,95,t3309,Male,SuperPref Nonsmoker,NA,0.234
0,95,96,t3309,Male,SuperPref Nonsmoker,NA,0.2516
0,96,97,t3309,Male,SuperPref Nonsmoker,NA,0.27103
0,97,98,t3309,Male,SuperPref Nonsmoker,NA,0.29189
0,98,99,t3309,Male,SuperPref Nonsmoker,NA,0.31426
0,99,100,t3309,Male,SuperPref Nonsmoker,NA,0.33768
0,100,101,t3309,Male,SuperPref Nonsmoker,NA,0.36089
0,101,102,t3309,Male,SuperPref Nonsmoker,NA,0.38306
0,102,103,t3309,Male,SuperPref Nonsmoker,NA,0.40502
0,103,104,t3309,Male,SuperPref Nonsmoker,NA,0.42637
0,104,105,t3309,Male,SuperPref Nonsmoker,NA,0.44673
0,105,106,t3309,Male,SuperPref Nonsmoker,NA,0.4657
0,106,107,t3309,Male,SuperPref Nonsmoker,NA,0.48631
0,107,108,t3309,Male,SuperPref Nonsmoker,NA,0.51238
0,108,109,t3309,Male,SuperPref Nonsmoker,NA,0.53981
0,109,110,t3309,Male,SuperPref Nonsmoker,NA,0.56867
0,110,111,t3309,Male,SuperPref Nonsmoker,NA,0.59903
0,111,112,t3309,Male,SuperPref Nonsmoker,NA,0.63096
0,112,113,t3309,Male,SuperPref Nonsmoker,NA,0.66453
0,113,114,t3309,Male,SuperPref Nonsmoker,NA,0.69981
0,114,115,t3309,Male,SuperPref Nonsmoker,NA,0.73687
0,115,116,t3309,Male,SuperPref Nonsmoker,NA,0.77578
0,116,117,t3309,Male,SuperPref Nonsmoker,NA,0.8166
0,117,118,t3309,Male,SuperPref Nonsmoker,NA,0.8594
0,118,119,t3309,Male,SuperPref Nonsmoker,NA,0.90421
0,119,120,t3309,Male,SuperPref Nonsmoker,NA,0.95108
0,120,121,t3309,Male,SuperPref Nonsmoker,NA,1
1,1,1,t3309,Male,SuperPref Nonsmoker,NA,NA
1,2,2,t3309,Male,SuperPref Nonsmoker,NA,NA
1,3,3,t3309,Male,SuperPref Nonsmoker,NA,NA
1,4,4,t3309,Male,SuperPref Nonsmoker,NA,NA
1,5,5,t3309,Male,SuperPref Nonsmoker,NA,NA
1,6,6,t3309,Male,SuperPref Nonsmoker,NA,NA
1,7,7,t3309,Male,SuperPref Nonsmoker,NA,NA
1,8,8,t3309,Male,SuperPref Nonsmoker,NA,NA
1,9,9,t3309,Male,SuperPref Nonsmoker,NA,NA
1,10,10,t3309,Male,SuperPref Nonsmoker,NA,NA
1,11,11,t3309,Male,SuperPref Nonsmoker,NA,NA
1,12,12,t3309,Male,SuperPref Nonsmoker,NA,NA
1,13,13,t3309,Male,SuperPref Nonsmoker,NA,NA
1,14,14,t3309,Male,SuperPref Nonsmoker,NA,NA
1,15,15,t3309,Male,SuperPref Nonsmoker,NA,NA
1,16,16,t3309,Male,SuperPref Nonsmoker,NA,NA
1,17,17,t3309,Male,SuperPref Nonsmoker,NA,NA
1,18,18,t3309,Male,SuperPref Nonsmoker,NA,6.7e-4
1,19,19,t3309,Male,SuperPref Nonsmoker,NA,7e-4
1,20,20,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
1,21,21,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
1,22,22,t3309,Male,SuperPref Nonsmoker,NA,7e-4
1,23,23,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
1,24,24,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
1,25,25,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
1,26,26,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
1,27,27,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
1,28,28,t3309,Male,SuperPref Nonsmoker,NA,5e-4
1,29,29,t3309,Male,SuperPref Nonsmoker,NA,4.7e-4
1,30,30,t3309,Male,SuperPref Nonsmoker,NA,4.6e-4
1,31,31,t3309,Male,SuperPref Nonsmoker,NA,4.9e-4
1,32,32,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
1,33,33,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
1,34,34,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
1,35,35,t3309,Male,SuperPref Nonsmoker,NA,7.7e-4
1,36,36,t3309,Male,SuperPref Nonsmoker,NA,8.9e-4
1,37,37,t3309,Male,SuperPref Nonsmoker,NA,0.00101
1,38,38,t3309,Male,SuperPref Nonsmoker,NA,0.0011
1,39,39,t3309,Male,SuperPref Nonsmoker,NA,0.00117
1,40,40,t3309,Male,SuperPref Nonsmoker,NA,0.00123
1,41,41,t3309,Male,SuperPref Nonsmoker,NA,0.0013
1,42,42,t3309,Male,SuperPref Nonsmoker,NA,0.00138
1,43,43,t3309,Male,SuperPref Nonsmoker,NA,0.00147
1,44,44,t3309,Male,SuperPref Nonsmoker,NA,0.00152
1,45,45,t3309,Male,SuperPref Nonsmoker,NA,0.00157
1,46,46,t3309,Male,SuperPref Nonsmoker,NA,0.00163
1,47,47,t3309,Male,SuperPref Nonsmoker,NA,0.00169
1,48,48,t3309,Male,SuperPref Nonsmoker,NA,0.00177
1,49,49,t3309,Male,SuperPref Nonsmoker,NA,0.0018600000000000001
1,50,50,t3309,Male,SuperPref Nonsmoker,NA,0.00197
1,51,51,t3309,Male,SuperPref Nonsmoker,NA,0.00212
1,52,52,t3309,Male,SuperPref Nonsmoker,NA,0.0023
1,53,53,t3309,Male,SuperPref Nonsmoker,NA,0.00248
1,54,54,t3309,Male,SuperPref Nonsmoker,NA,0.00267
1,55,55,t3309,Male,SuperPref Nonsmoker,NA,0.00285
1,56,56,t3309,Male,SuperPref Nonsmoker,NA,0.00301
1,57,57,t3309,Male,SuperPref Nonsmoker,NA,0.00317
1,58,58,t3309,Male,SuperPref Nonsmoker,NA,0.00336
1,59,59,t3309,Male,SuperPref Nonsmoker,NA,0.00359
1,60,60,t3309,Male,SuperPref Nonsmoker,NA,0.00389
1,61,61,t3309,Male,SuperPref Nonsmoker,NA,0.00428
1,62,62,t3309,Male,SuperPref Nonsmoker,NA,0.00476
1,63,63,t3309,Male,SuperPref Nonsmoker,NA,0.0053
1,64,64,t3309,Male,SuperPref Nonsmoker,NA,0.0059
1,65,65,t3309,Male,SuperPref Nonsmoker,NA,0.00656
1,66,66,t3309,Male,SuperPref Nonsmoker,NA,0.00728
1,67,67,t3309,Male,SuperPref Nonsmoker,NA,0.00808
1,68,68,t3309,Male,SuperPref Nonsmoker,NA,0.00899
1,69,69,t3309,Male,SuperPref Nonsmoker,NA,0.01005
1,70,70,t3309,Male,SuperPref Nonsmoker,NA,0.01133
1,71,71,t3309,Male,SuperPref Nonsmoker,NA,0.01286
1,72,72,t3309,Male,SuperPref Nonsmoker,NA,0.01468
1,73,73,t3309,Male,SuperPref Nonsmoker,NA,0.0168
1,74,74,t3309,Male,SuperPref Nonsmoker,NA,0.01922
1,75,75,t3309,Male,SuperPref Nonsmoker,NA,0.02193
1,76,76,t3309,Male,SuperPref Nonsmoker,NA,0.02495
1,77,77,t3309,Male,SuperPref Nonsmoker,NA,0.02833
1,78,78,t3309,Male,SuperPref Nonsmoker,NA,0.03217
1,79,79,t3309,Male,SuperPref Nonsmoker,NA,0.03662
1,80,80,t3309,Male,SuperPref Nonsmoker,NA,0.04176
1,81,81,t3309,Male,SuperPref Nonsmoker,NA,0.04761
1,82,82,t3309,Male,SuperPref Nonsmoker,NA,0.05433
1,83,83,t3309,Male,SuperPref Nonsmoker,NA,0.06217
1,84,84,t3309,Male,SuperPref Nonsmoker,NA,0.07132
1,85,85,t3309,Male,SuperPref Nonsmoker,NA,0.08199
1,86,86,t3309,Male,SuperPref Nonsmoker,NA,0.09435
1,87,87,t3309,Male,SuperPref Nonsmoker,NA,0.10853
1,88,88,t3309,Male,SuperPref Nonsmoker,NA,0.12434
1,89,89,t3309,Male,SuperPref Nonsmoker,NA,0.14147
1,90,90,t3309,Male,SuperPref Nonsmoker,NA,0.15974
1,91,91,t3309,Male,SuperPref Nonsmoker,NA,0.17869
1,92,92,t3309,Male,SuperPref Nonsmoker,NA,0.19778
1,93,93,t3309,Male,SuperPref Nonsmoker,NA,0.2165
1,94,94,t3309,Male,SuperPref Nonsmoker,NA,0.234
1,95,95,t3309,Male,SuperPref Nonsmoker,NA,0.2516
1,96,96,t3309,Male,SuperPref Nonsmoker,NA,0.27103
1,97,97,t3309,Male,SuperPref Nonsmoker,NA,0.29189
1,98,98,t3309,Male,SuperPref Nonsmoker,NA,0.31426
1,99,99,t3309,Male,SuperPref Nonsmoker,NA,0.33768
1,100,100,t3309,Male,SuperPref Nonsmoker,NA,0.36089
1,101,101,t3309,Male,SuperPref Nonsmoker,NA,0.38306
1,102,102,t3309,Male,SuperPref Nonsmoker,NA,0.40502
1,103,103,t3309,Male,SuperPref Nonsmoker,NA,0.42637
1,104,104,t3309,Male,SuperPref Nonsmoker,NA,0.44673
1,105,105,t3309,Male,SuperPref Nonsmoker,NA,0.4657
1,106,106,t3309,Male,SuperPref Nonsmoker,NA,0.48631
1,107,107,t3309,Male,SuperPref Nonsmoker,NA,0.51238
1,108,108,t3309,Male,SuperPref Nonsmoker,NA,0.53981
1,109,109,t3309,Male,SuperPref Nonsmoker,NA,0.56867
1,110,110,t3309,Male,SuperPref Nonsmoker,NA,0.59903
1,111,111,t3309,Male,SuperPref Nonsmoker,NA,0.63096
1,112,112,t3309,Male,SuperPref Nonsmoker,NA,0.66453
1,113,113,t3309,Male,SuperPref Nonsmoker,NA,0.69981
1,114,114,t3309,Male,SuperPref Nonsmoker,NA,0.73687
1,115,115,t3309,Male,SuperPref Nonsmoker,NA,0.77578
1,116,116,t3309,Male,SuperPref Nonsmoker,NA,0.8166
1,117,117,t3309,Male,SuperPref Nonsmoker,NA,0.8594
1,118,118,t3309,Male,SuperPref Nonsmoker,NA,0.90421
1,119,119,t3309,Male,SuperPref Nonsmoker,NA,0.95108
1,120,120,t3309,Male,SuperPref Nonsmoker,NA,1
2,2,1,t3309,Male,SuperPref Nonsmoker,NA,NA
2,3,2,t3309,Male,SuperPref Nonsmoker,NA,NA
2,4,3,t3309,Male,SuperPref Nonsmoker,NA,NA
2,5,4,t3309,Male,SuperPref Nonsmoker,NA,NA
2,6,5,t3309,Male,SuperPref Nonsmoker,NA,NA
2,7,6,t3309,Male,SuperPref Nonsmoker,NA,NA
2,8,7,t3309,Male,SuperPref Nonsmoker,NA,NA
2,9,8,t3309,Male,SuperPref Nonsmoker,NA,NA
2,10,9,t3309,Male,SuperPref Nonsmoker,NA,NA
2,11,10,t3309,Male,SuperPref Nonsmoker,NA,NA
2,12,11,t3309,Male,SuperPref Nonsmoker,NA,NA
2,13,12,t3309,Male,SuperPref Nonsmoker,NA,NA
2,14,13,t3309,Male,SuperPref Nonsmoker,NA,NA
2,15,14,t3309,Male,SuperPref Nonsmoker,NA,NA
2,16,15,t3309,Male,SuperPref Nonsmoker,NA,NA
2,17,16,t3309,Male,SuperPref Nonsmoker,NA,NA
2,18,17,t3309,Male,SuperPref Nonsmoker,NA,6.7e-4
2,19,18,t3309,Male,SuperPref Nonsmoker,NA,7e-4
2,20,19,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
2,21,20,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
2,22,21,t3309,Male,SuperPref Nonsmoker,NA,7e-4
2,23,22,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
2,24,23,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
2,25,24,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
2,26,25,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
2,27,26,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
2,28,27,t3309,Male,SuperPref Nonsmoker,NA,5e-4
2,29,28,t3309,Male,SuperPref Nonsmoker,NA,4.7e-4
2,30,29,t3309,Male,SuperPref Nonsmoker,NA,4.6e-4
2,31,30,t3309,Male,SuperPref Nonsmoker,NA,4.9e-4
2,32,31,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
2,33,32,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
2,34,33,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
2,35,34,t3309,Male,SuperPref Nonsmoker,NA,7.7e-4
2,36,35,t3309,Male,SuperPref Nonsmoker,NA,8.9e-4
2,37,36,t3309,Male,SuperPref Nonsmoker,NA,0.00101
2,38,37,t3309,Male,SuperPref Nonsmoker,NA,0.0011
2,39,38,t3309,Male,SuperPref Nonsmoker,NA,0.00117
2,40,39,t3309,Male,SuperPref Nonsmoker,NA,0.00123
2,41,40,t3309,Male,SuperPref Nonsmoker,NA,0.0013
2,42,41,t3309,Male,SuperPref Nonsmoker,NA,0.00138
2,43,42,t3309,Male,SuperPref Nonsmoker,NA,0.00147
2,44,43,t3309,Male,SuperPref Nonsmoker,NA,0.00152
2,45,44,t3309,Male,SuperPref Nonsmoker,NA,0.00157
2,46,45,t3309,Male,SuperPref Nonsmoker,NA,0.00163
2,47,46,t3309,Male,SuperPref Nonsmoker,NA,0.00169
2,48,47,t3309,Male,SuperPref Nonsmoker,NA,0.00177
2,49,48,t3309,Male,SuperPref Nonsmoker,NA,0.0018600000000000001
2,50,49,t3309,Male,SuperPref Nonsmoker,NA,0.00197
2,51,50,t3309,Male,SuperPref Nonsmoker,NA,0.00212
2,52,51,t3309,Male,SuperPref Nonsmoker,NA,0.0023
2,53,52,t3309,Male,SuperPref Nonsmoker,NA,0.00248
2,54,53,t3309,Male,SuperPref Nonsmoker,NA,0.00267
2,55,54,t3309,Male,SuperPref Nonsmoker,NA,0.00285
2,56,55,t3309,Male,SuperPref Nonsmoker,NA,0.00301
2,57,56,t3309,Male,SuperPref Nonsmoker,NA,0.00317
2,58,57,t3309,Male,SuperPref Nonsmoker,NA,0.00336
2,59,58,t3309,Male,SuperPref Nonsmoker,NA,0.00359
2,60,59,t3309,Male,SuperPref Nonsmoker,NA,0.00389
2,61,60,t3309,Male,SuperPref Nonsmoker,NA,0.00428
2,62,61,t3309,Male,SuperPref Nonsmoker,NA,0.00476
2,63,62,t3309,Male,SuperPref Nonsmoker,NA,0.0053
2,64,63,t3309,Male,SuperPref Nonsmoker,NA,0.0059
2,65,64,t3309,Male,SuperPref Nonsmoker,NA,0.00656
2,66,65,t3309,Male,SuperPref Nonsmoker,NA,0.00728
2,67,66,t3309,Male,SuperPref Nonsmoker,NA,0.00808
2,68,67,t3309,Male,SuperPref Nonsmoker,NA,0.00899
2,69,68,t3309,Male,SuperPref Nonsmoker,NA,0.01005
2,70,69,t3309,Male,SuperPref Nonsmoker,NA,0.01133
2,71,70,t3309,Male,SuperPref Nonsmoker,NA,0.01286
2,72,71,t3309,Male,SuperPref Nonsmoker,NA,0.01468
2,73,72,t3309,Male,SuperPref Nonsmoker,NA,0.0168
2,74,73,t3309,Male,SuperPref Nonsmoker,NA,0.01922
2,75,74,t3309,Male,SuperPref Nonsmoker,NA,0.02193
2,76,75,t3309,Male,SuperPref Nonsmoker,NA,0.02495
2,77,76,t3309,Male,SuperPref Nonsmoker,NA,0.02833
2,78,77,t3309,Male,SuperPref Nonsmoker,NA,0.03217
2,79,78,t3309,Male,SuperPref Nonsmoker,NA,0.03662
2,80,79,t3309,Male,SuperPref Nonsmoker,NA,0.04176
2,81,80,t3309,Male,SuperPref Nonsmoker,NA,0.04761
2,82,81,t3309,Male,SuperPref Nonsmoker,NA,0.05433
2,83,82,t3309,Male,SuperPref Nonsmoker,NA,0.06217
2,84,83,t3309,Male,SuperPref Nonsmoker,NA,0.07132
2,85,84,t3309,Male,SuperPref Nonsmoker,NA,0.08199
2,86,85,t3309,Male,SuperPref Nonsmoker,NA,0.09435
2,87,86,t3309,Male,SuperPref Nonsmoker,NA,0.10853
2,88,87,t3309,Male,SuperPref Nonsmoker,NA,0.12434
2,89,88,t3309,Male,SuperPref Nonsmoker,NA,0.14147
2,90,89,t3309,Male,SuperPref Nonsmoker,NA,0.15974
2,91,90,t3309,Male,SuperPref Nonsmoker,NA,0.17869
2,92,91,t3309,Male,SuperPref Nonsmoker,NA,0.19778
2,93,92,t3309,Male,SuperPref Nonsmoker,NA,0.2165
2,94,93,t3309,Male,SuperPref Nonsmoker,NA,0.234
2,95,94,t3309,Male,SuperPref Nonsmoker,NA,0.2516
2,96,95,t3309,Male,SuperPref Nonsmoker,NA,0.27103
2,97,96,t3309,Male,SuperPref Nonsmoker,NA,0.29189
2,98,97,t3309,Male,SuperPref Nonsmoker,NA,0.31426
2,99,98,t3309,Male,SuperPref Nonsmoker,NA,0.33768
2,100,99,t3309,Male,SuperPref Nonsmoker,NA,0.36089
2,101,100,t3309,Male,SuperPref Nonsmoker,NA,0.38306
2,102,101,t3309,Male,SuperPref Nonsmoker,NA,0.40502
2,103,102,t3309,Male,SuperPref Nonsmoker,NA,0.42637
2,104,103,t3309,Male,SuperPref Nonsmoker,NA,0.44673
2,105,104,t3309,Male,SuperPref Nonsmoker,NA,0.4657
2,106,105,t3309,Male,SuperPref Nonsmoker,NA,0.48631
2,107,106,t3309,Male,SuperPref Nonsmoker,NA,0.51238
2,108,107,t3309,Male,SuperPref Nonsmoker,NA,0.53981
2,109,108,t3309,Male,SuperPref Nonsmoker,NA,0.56867
2,110,109,t3309,Male,SuperPref Nonsmoker,NA,0.59903
2,111,110,t3309,Male,SuperPref Nonsmoker,NA,0.63096
2,112,111,t3309,Male,SuperPref Nonsmoker,NA,0.66453
2,113,112,t3309,Male,SuperPref Nonsmoker,NA,0.69981
2,114,113,t3309,Male,SuperPref Nonsmoker,NA,0.73687
2,115,114,t3309,Male,SuperPref Nonsmoker,NA,0.77578
2,116,115,t3309,Male,SuperPref Nonsmoker,NA,0.8166
2,117,116,t3309,Male,SuperPref Nonsmoker,NA,0.8594
2,118,117,t3309,Male,SuperPref Nonsmoker,NA,0.90421
2,119,118,t3309,Male,SuperPref Nonsmoker,NA,0.95108
2,120,119,t3309,Male,SuperPref Nonsmoker,NA,1
3,3,1,t3309,Male,SuperPref Nonsmoker,NA,NA
3,4,2,t3309,Male,SuperPref Nonsmoker,NA,NA
3,5,3,t3309,Male,SuperPref Nonsmoker,NA,NA
3,6,4,t3309,Male,SuperPref Nonsmoker,NA,NA
3,7,5,t3309,Male,SuperPref Nonsmoker,NA,NA
3,8,6,t3309,Male,SuperPref Nonsmoker,NA,NA
3,9,7,t3309,Male,SuperPref Nonsmoker,NA,NA
3,10,8,t3309,Male,SuperPref Nonsmoker,NA,NA
3,11,9,t3309,Male,SuperPref Nonsmoker,NA,NA
3,12,10,t3309,Male,SuperPref Nonsmoker,NA,NA
3,13,11,t3309,Male,SuperPref Nonsmoker,NA,NA
3,14,12,t3309,Male,SuperPref Nonsmoker,NA,NA
3,15,13,t3309,Male,SuperPref Nonsmoker,NA,NA
3,16,14,t3309,Male,SuperPref Nonsmoker,NA,NA
3,17,15,t3309,Male,SuperPref Nonsmoker,NA,NA
3,18,16,t3309,Male,SuperPref Nonsmoker,NA,6.7e-4
3,19,17,t3309,Male,SuperPref Nonsmoker,NA,7e-4
3,20,18,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
3,21,19,t3309,Male,SuperPref Nonsmoker,NA,7.2e-4
3,22,20,t3309,Male,SuperPref Nonsmoker,NA,7e-4
3,23,21,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
3,24,22,t3309,Male,SuperPref Nonsmoker,NA,6.9e-4
3,25,23,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
3,26,24,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
3,27,25,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
3,28,26,t3309,Male,SuperPref Nonsmoker,NA,5e-4
3,29,27,t3309,Male,SuperPref Nonsmoker,NA,4.7e-4
3,30,28,t3309,Male,SuperPref Nonsmoker,NA,4.6e-4
3,31,29,t3309,Male,SuperPref Nonsmoker,NA,4.9e-4
3,32,30,t3309,Male,SuperPref Nonsmoker,NA,5.2e-4
3,33,31,t3309,Male,SuperPref Nonsmoker,NA,5.7e-4
3,34,32,t3309,Male,SuperPref Nonsmoker,NA,6.6e-4
3,35,33,t3309,Male,SuperPref Nonsmoker,NA,7.7e-4
3,36,34,t3309,Male,SuperPref Nonsmoker,NA,8.9e-4
3,37,35,t3309,Male,SuperPref Nonsmoker,NA,0.00101
3,38,36,t3309,Male,SuperPref Nonsmoker,NA,0.0011
3,39,37,t3309,Male,SuperPref Nonsmoker,NA,0.00117
3,40,38,t3309,Male,SuperPref Nonsmoker,NA,0.00123
3,41,39,t3309,Male,SuperPref Nonsmoker,NA,0.0013
3,42,40,t3309,Male,SuperPref Nonsmoker,NA,0.00138
3,43,41,t3309,Male,SuperPref Nonsmoker,NA,0.00147
3,44,42,t3309,Male,SuperPref Nonsmoker,NA,0.00152
3,45,43,t3309,Male,SuperPref Nonsmoker,NA,0.00157
3,46,44,t3309,Male,SuperPref Nonsmoker,NA,0.00163
3,47,45,t3309,Male,SuperPref Nonsmoker,NA,0.00169
3,48,46,t3309,Male,SuperPref Nonsmoker,NA,0.00177
3,49,47,t3309,Male,SuperPref Nonsmoker,NA,0.0018600000000000001
3,50,48,t3309,Male,SuperPref Nonsmoker,NA,0.00197
3,51,49,t3309,Male,SuperPref Nonsmoker,NA,0.00212
