table,gender,risk,attained_age,q_ult
t3309,Male,SuperPref Nonsmoker,57,0.00317
t3309,Male,SuperPref Nonsmoker,58,0.00336
t3309,Male,SuperPref Nonsmoker,59,0.00359
t3309,Male,SuperPref Nonsmoker,60,0.00389
t3309,Male,SuperPref Nonsmoker,61,0.00428
t3309,Male,SuperPref Nonsmoker,62,0.00476
t3309,Male,SuperPref Nonsmoker,63,0.0053
t3309,Male,SuperPref Nonsmoker,64,0.0059
t3309,Male,SuperPref Nonsmoker,65,0.00656
t3309,Male,SuperPref Nonsmoker,66,0.00728
t3309,Male,SuperPref Nonsmoker,67,0.00808
t3309,Male,SuperPref Nonsmoker,68,0.00899
t3309,Male,SuperPref Nonsmoker,69,0.01005
t3309,Male,SuperPref Nonsmoker,70,0.01133
t3309,Male,SuperPref Nonsmoker,71,0.01286
t3309,Male,SuperPref Nonsmoker,72,0.01468
t3309,Male,SuperPref Nonsmoker,73,0.0168
t3309,Male,SuperPref Nonsmoker,74,0.01922
t3309,Male,SuperPref Nonsmoker,75,0.02193
t3309,Male,SuperPref Nonsmoker,76,0.02495
t3309,Male,SuperPref Nonsmoker,77,0.02833
t3309,Male,SuperPref Nonsmoker,78,0.03217
t3309,Male,SuperPref Nonsmoker,79,0.03662
t3309,Male,SuperPref Nonsmoker,80,0.04176
t3309,Male,SuperPref Nonsmoker,81,0.04761
t3309,Male,SuperPref Nonsmoker,82,0.05433
t3309,Male,SuperPref Nonsmoker,83,0.06217
t3309,Male,SuperPref Nonsmoker,84,0.07132
t3309,Male,SuperPref Nonsmoker,85,0.08199
t3309,Male,SuperPref Nonsmoker,86,0.09435
t3309,Male,SuperPref Nonsmoker,87,0.10853
t3309,Male,SuperPref Nonsmoker,88,0.12434
t3309,Male,SuperPref Nonsmoker,89,0.14147
t3309,Male,SuperPref Nonsmoker,90,0.15974
t3309,Male,SuperPref Nonsmoker,91,0.17869
t3309,Male,SuperPref Nonsmoker,92,0.19778
t3309,Male,SuperPref Nonsmoker,93,0.2165
t3309,Male,SuperPref Nonsmoker,94,0.234
t3309,Male,SuperPref Nonsmoker,95,0.2516
t3309,Male,SuperPref Nonsmoker,96,0.27103
t3309,Male,SuperPref Nonsmoker,97,0.29189
t3309,Male,SuperPref Nonsmoker,98,0.31426
t3309,Male,SuperPref Nonsmoker,99,0.33768
t3309,Male,SuperPref Nonsmoker,100,0.36089
t3309,Male,SuperPref Nonsmoker,101,0.38306
t3309,Male,SuperPref Nonsmoker,102,0.40502
t3309,Male,SuperPref Nonsmoker,103,0.42637
t3309,Male,SuperPref Nonsmoker,104,0.44673
t3309,Male,SuperPref Nonsmoker,105,0.4657
t3309,Male,SuperPref Nonsmoker,106,0.48631
t3309,Male,SuperPref Nonsmoker,107,0.51238
t3309,Male,SuperPref Nonsmoker,108,0.53981
t3309,Male,SuperPref Nonsmoker,109,0.56867
t3309,Male,SuperPref Nonsmoker,110,0.59903
t3309,Male,SuperPref Nonsmoker,111,0.63096
t3309,Male,SuperPref Nonsmoker,112,0.66453
t3309,Male,SuperPref Nonsmoker,113,0.69981
t3309,Male,SuperPref Nonsmoker,114,0.73687
t3309,Male,SuperPref Nonsmoker,115,0.77578
t3309,Male,SuperPref Nonsmoker,116,0.8166
t3309,Male,SuperPref Nonsmoker,117,0.8594
t3309,Male,SuperPref Nonsmoker,118,0.90421
t3309,Male,SuperPref Nonsmoker,119,0.95108
t3309,Male,SuperPref Nonsmoker,120,1
t3310,Male,Preferred Nonsmoker,18,7.9e-4
t3310,Male,Preferred Nonsmoker,19,8.2e-4
t3310,Male,Preferred Nonsmoker,20,8.4e-4
t3310,Male,Preferred Nonsmoker,21,8.4e-4
t3310,Male,Preferred Nonsmoker,22,8.2e-4
t3310,Male,Preferred Nonsmoker,23,8.1e-4
t3310,Male,Preferred Nonsmoker,24,8.1e-4
t3310,Male,Preferred Nonsmoker,25,7.8e-4
t3310,Male,Preferred Nonsmoker,26,6.7e-4
t3310,Male,Preferred Nonsmoker,27,6.1e-4
t3310,Male,Preferred Nonsmoker,28,5.9e-4
t3310,Male,Preferred Nonsmoker,29,5.5e-4
t3310,Male,Preferred Nonsmoker,30,5.4e-4
t3310,Male,Preferred Nonsmoker,31,5.7e-4
t3310,Male,Preferred Nonsmoker,32,6.1e-4
t3310,Male,Preferred Nonsmoker,33,6.8e-4
t3310,Male,Preferred Nonsmoker,34,7.8e-4
t3310,Male,Preferred Nonsmoker,35,9e-4
t3310,Male,Preferred Nonsmoker,36,0.00105
t3310,Male,Preferred Nonsmoker,37,0.00118
t3310,Male,Preferred Nonsmoker,38,0.0013
t3310,Male,Preferred Nonsmoker,39,0.00137
t3310,Male,Preferred Nonsmoker,40,0.00144
t3310,Male,Preferred Nonsmoker,41,0.00153
t3310,Male,Preferred Nonsmoker,42,0.00163
t3310,Male,Preferred Nonsmoker,43,0.00173
t3310,Male,Preferred Nonsmoker,44,0.00179
t3310,Male,Preferred Nonsmoker,45,0.00185
t3310,Male,Preferred Nonsmoker,46,0.00192
t3310,Male,Preferred Nonsmoker,47,0.00199
t3310,Male,Preferred Nonsmoker,48,0.00207
t3310,Male,Preferred Nonsmoker,49,0.00217
t3310,Male,Preferred Nonsmoker,50,0.00231
t3310,Male,Preferred Nonsmoker,51,0.0025
t3310,Male,Preferred Nonsmoker,52,0.00272
t3310,Male,Preferred Nonsmoker,53,0.00297
t3310,Male,Preferred Nonsmoker,54,0.00323
t3310,Male,Preferred Nonsmoker,55,0.00347
t3310,Male,Preferred Nonsmoker,56,0.00371
t3310,Male,Preferred Nonsmoker,57,0.00394
t3310,Male,Preferred Nonsmoker,58,0.00419
t3310,Male,Preferred Nonsmoker,59,0.0045
t3310,Male,Preferred Nonsmoker,60,0.0049
t3310,Male,Preferred Nonsmoker,61,0.00541
t3310,Male,Preferred Nonsmoker,62,0.00602
t3310,Male,Preferred Nonsmoker,63,0.00669
t3310,Male,Preferred Nonsmoker,64,0.0074400000000000004
t3310,Male,Preferred Nonsmoker,65,0.00824
t3310,Male,Preferred Nonsmoker,66,0.0091
t3310,Male,Preferred Nonsmoker,67,0.01004
t3310,Male,Preferred Nonsmoker,68,0.01109
t3310,Male,Preferred Nonsmoker,69,0.01231
t3310,Male,Preferred Nonsmoker,70,0.01375
t3310,Male,Preferred Nonsmoker,71,0.01547
t3310,Male,Preferred Nonsmoker,72,0.01749
t3310,Male,Preferred Nonsmoker,73,0.01982
t3310,Male,Preferred Nonsmoker,74,0.02245
t3310,Male,Preferred Nonsmoker,75,0.02536
t3310,Male,Preferred Nonsmoker,76,0.02856
t3310,Male,Preferred Nonsmoker,77,0.0321
t3310,Male,Preferred Nonsmoker,78,0.03609
t3310,Male,Preferred Nonsmoker,79,0.04066
t3310,Male,Preferred Nonsmoker,80,0.04598
t3310,Male,Preferred Nonsmoker,81,0.05205
t3310,Male,Preferred Nonsmoker,82,0.05899
t3310,Male,Preferred Nonsmoker,83,0.06705
t3310,Male,Preferred Nonsmoker,84,0.07641
t3310,Male,Preferred Nonsmoker,85,0.08727
t3310,Male,Preferred Nonsmoker,86,0.09979
t3310,Male,Preferred Nonsmoker,87,0.11407
t3310,Male,Preferred Nonsmoker,88,0.1299
t3310,Male,Preferred Nonsmoker,89,0.14693
t3310,Male,Preferred Nonsmoker,90,0.1648
t3310,Male,Preferred Nonsmoker,91,0.18298
t3310,Male,Preferred Nonsmoker,92,0.2011
t3310,Male,Preferred Nonsmoker,93,0.21864
t3310,Male,Preferred Nonsmoker,94,0.23481
t3310,Male,Preferred Nonsmoker,95,0.2516
t3310,Male,Preferred Nonsmoker,96,0.27103
t3310,Male,Preferred Nonsmoker,97,0.29189
t3310,Male,Preferred Nonsmoker,98,0.31426
t3310,Male,Preferred Nonsmoker,99,0.33768
t3310,Male,Preferred Nonsmoker,100,0.36089
t3310,Male,Preferred Nonsmoker,101,0.38306
t3310,Male,Preferred Nonsmoker,102,0.40502
t3310,Male,Preferred Nonsmoker,103,0.42637
t3310,Male,Preferred Nonsmoker,104,0.44673
t3310,Male,Preferred Nonsmoker,105,0.4657
t3310,Male,Preferred Nonsmoker,106,0.48631
t3310,Male,Preferred Nonsmoker,107,0.51238
t3310,Male,Preferred Nonsmoker,108,0.53981
t3310,Male,Preferred Nonsmoker,109,0.56867
t3310,Male,Preferred Nonsmoker,110,0.59903
t3310,Male,Preferred Nonsmoker,111,0.63096
t3310,Male,Preferred Nonsmoker,112,0.66453
t3310,Male,Preferred Nonsmoker,113,0.69981
t3310,Male,Preferred Nonsmoker,114,0.73687
t3310,Male,Preferred Nonsmoker,115,0.77578
t3310,Male,Preferred Nonsmoker,116,0.8166
t3310,Male,Preferred Nonsmoker,117,0.8594
t3310,Male,Preferred Nonsmoker,118,0.90421
t3310,Male,Preferred Nonsmoker,119,0.95108
t3310,Male,Preferred Nonsmoker,120,1
t3311,Male,Residual Nonsmoker,18,9.1e-4
t3311,Male,Residual Nonsmoker,19,9.4e-4
t3311,Male,Residual Nonsmoker,20,9.7e-4
t3311,Male,Residual Nonsmoker,21,9.6e-4
t3311,Male,Residual Nonsmoker,22,9.4e-4
t3311,Male,Residual Nonsmoker,23,0.00093000000000000005
t3311,Male,Residual Nonsmoker,24,0.00093000000000000005
t3311,Male,Residual Nonsmoker,25,8.9e-4
t3311,Male,Residual Nonsmoker,26,7.7e-4
t3311,Male,Residual Nonsmoker,27,7e-4
t3311,Male,Residual Nonsmoker,28,6.8e-4
t3311,Male,Residual Nonsmoker,29,6.4e-4
t3311,Male,Residual Nonsmoker,30,6.1e-4
t3311,Male,Residual Nonsmoker,31,6.6e-4
t3311,Male,Residual Nonsmoker,32,7e-4
t3311,Male,Residual Nonsmoker,33,7.7e-4
t3311,Male,Residual Nonsmoker,34,8.9e-4
t3311,Male,Residual Nonsmoker,35,0.00104
t3311,Male,Residual Nonsmoker,36,0.0012
t3311,Male,Residual Nonsmoker,37,0.00136
t3311,Male,Residual Nonsmoker,38,0.00149
t3311,Male,Residual Nonsmoker,39,0.00157
t3311,Male,Residual Nonsmoker,40,0.00165
t3311,Male,Residual Nonsmoker,41,0.00175
t3311,Male,Residual Nonsmoker,42,0.0018600000000000001
t3311,Male,Residual Nonsmoker,43,0.00198
t3311,Male,Residual Nonsmoker,44,0.00205
t3311,Male,Residual Nonsmoker,45,0.00212
t3311,Male,Residual Nonsmoker,46,0.00219
t3311,Male,Residual Nonsmoker,47,0.00227
t3311,Male,Residual Nonsmoker,48,0.00237
t3311,Male,Residual Nonsmoker,49,0.00248
t3311,Male,Residual Nonsmoker,50,0.00263
t3311,Male,Residual Nonsmoker,51,0.00285
t3311,Male,Residual Nonsmoker,52,0.00311
t3311,Male,Residual Nonsmoker,53,0.0034
t3311,Male,Residual Nonsmoker,54,0.0037
t3311,Male,Residual Nonsmoker,55,0.00399
t3311,Male,Residual Nonsmoker,56,0.00426
t3311,Male,Residual Nonsmoker,57,0.00454
t3311,Male,Residual Nonsmoker,58,0.00484
t3311,Male,Residual Nonsmoker,59,0.00521
t3311,Male,Residual Nonsmoker,60,0.00568
t3311,Male,Residual Nonsmoker,61,0.00628
t3311,Male,Residual Nonsmoker,62,0.007
t3311,Male,Residual Nonsmoker,63,0.00779
t3311,Male,Residual Nonsmoker,64,0.00866
t3311,Male,Residual Nonsmoker,65,0.00959
t3311,Male,Residual Nonsmoker,66,0.01059
t3311,Male,Residual Nonsmoker,67,0.01166
t3311,Male,Residual Nonsmoker,68,0.01286
t3311,Male,Residual Nonsmoker,69,0.01423
t3311,Male,Residual Nonsmoker,70,0.01585
t3311,Male,Residual Nonsmoker,71,0.01776
t3311,Male,Residual Nonsmoker,72,0.01999
t3311,Male,Residual Nonsmoker,73,0.02256
t3311,Male,Residual Nonsmoker,74,0.02543
t3311,Male,Residual Nonsmoker,75,0.02858
t3311,Male,Residual Nonsmoker,76,0.03202
t3311,Male,Residual Nonsmoker,77,0.03579
t3311,Male,Residual Nonsmoker,78,0.04
t3311,Male,Residual Nonsmoker,79,0.04481
t3311,Male,Residual Nonsmoker,80,0.05043
t3311,Male,Residual Nonsmoker,81,0.05688
t3311,Male,Residual Nonsmoker,82,0.06422
t3311,Male,Residual Nonsmoker,83,0.07271
t3311,Male,Residual Nonsmoker,84,0.08252
t3311,Male,Residual Nonsmoker,85,0.09382
t3311,Male,Residual Nonsmoker,86,0.10677
t3311,Male,Residual Nonsmoker,87,0.12142
t3311,Male,Residual Nonsmoker,88,0.1375
t3311,Male,Residual Nonsmoker,89,0.15462
t3311,Male,Residual Nonsmoker,90,0.17211
t3311,Male,Residual Nonsmoker,91,0.18933
t3311,Male,Residual Nonsmoker,92,0.20609
t3311,Male,Residual Nonsmoker,93,0.22193
t3311,Male,Residual Nonsmoker,94,0.23605
t3311,Male,Residual Nonsmoker,95,0.2516
t3311,Male,Residual Nonsmoker,96,0.27103
t3311,Male,Residual Nonsmoker,97,0.29189
t3311,Male,Residual Nonsmoker,98,0.31426
t3311,Male,Residual Nonsmoker,99,0.33768
t3311,Male,Residual Nonsmoker,100,0.36089
t3311,Male,Residual Nonsmoker,101,0.38306
t3311,Male,Residual Nonsmoker,102,0.40502
t3311,Male,Residual Nonsmoker,103,0.42637
t3311,Male,Residual Nonsmoker,104,0.44673
t3311,Male,Residual Nonsmoker,105,0.4657
t3311,Male,Residual Nonsmoker,106,0.48631
t3311,Male,Residual Nonsmoker,107,0.51238
t3311,Male,Residual Nonsmoker,108,0.53981
t3311,Male,Residual Nonsmoker,109,0.56867
t3311,Male,Residual Nonsmoker,110,0.59903
t3311,Male,Residual Nonsmoker,111,0.63096
t3311,Male,Residual Nonsmoker,112,0.66453
t3311,Male,Residual Nonsmoker,113,0.69981
t3311,Male,Residual Nonsmoker,114,0.73687
t3311,Male,Residual Nonsmoker,115,0.77578
t3311,Male,Residual Nonsmoker,116,0.8166
t3311,Male,Residual Nonsmoker,117,0.8594
t3311,Male,Residual Nonsmoker,118,0.90421
t3311,Male,Residual Nonsmoker,119,0.95108
t3311,Male,Residual Nonsmoker,120,1
t3312,Female,SuperPref Nonsmoker,18,2.8e-4
t3312,Female,SuperPref Nonsmoker,19,2.8e-4
t3312,Female,SuperPref Nonsmoker,20,2.7e-4
t3312,Female,SuperPref Nonsmoker,21,2.7e-4
t3312,Female,SuperPref Nonsmoker,22,2.7e-4
t3312,Female,SuperPref Nonsmoker,23,2.7e-4
t3312,Female,SuperPref Nonsmoker,24,2.7e-4
t3312,Female,SuperPref Nonsmoker,25,2.7e-4
t3312,Female,SuperPref Nonsmoker,26,2.7e-4
t3312,Female,SuperPref Nonsmoker,27,2.9e-4
t3312,Female,SuperPref Nonsmoker,28,3.1e-4
t3312,Female,SuperPref Nonsmoker,29,3.3e-4
t3312,Female,SuperPref Nonsmoker,30,3.4e-4
t3312,Female,SuperPref Nonsmoker,31,3.7e-4
t3312,Female,SuperPref Nonsmoker,32,4.1e-4
t3312,Female,SuperPref Nonsmoker,33,4.7e-4
t3312,Female,SuperPref Nonsmoker,34,5.5e-4
t3312,Female,SuperPref Nonsmoker,35,6.3e-4
t3312,Female,SuperPref Nonsmoker,36,7.1e-4
t3312,Female,SuperPref Nonsmoker,37,7.8e-4
t3312,Female,SuperPref Nonsmoker,38,8.4e-4
t3312,Female,SuperPref Nonsmoker,39,8.6e-4
t3312,Female,SuperPref Nonsmoker,40,8.7e-4
t3312,Female,SuperPref Nonsmoker,41,8.8e-4
t3312,Female,SuperPref Nonsmoker,42,8.8e-4
t3312,Female,SuperPref Nonsmoker,43,8.8e-4
t3312,Female,SuperPref Nonsmoker,44,8.9e-4
t3312,Female,SuperPref Nonsmoker,45,9.1e-4
t3312,Female,SuperPref Nonsmoker,46,9.4e-4
t3312,Female,SuperPref Nonsmoker,47,9.8e-4
t3312,Female,SuperPref Nonsmoker,48,0.00104
t3312,Female,SuperPref Nonsmoker,49,0.00112
t3312,Female,SuperPref Nonsmoker,50,0.00121
t3312,Female,SuperPref Nonsmoker,51,0.00132
t3312,Female,SuperPref Nonsmoker,52,0.00148
t3312,Female,SuperPref Nonsmoker,53,0.00165
t3312,Female,SuperPref Nonsmoker,54,0.00184
t3312,Female,SuperPref Nonsmoker,55,0.00203
t3312,Female,SuperPref Nonsmoker,56,0.00221
t3312,Female,SuperPref Nonsmoker,57,0.00239
t3312,Female,SuperPref Nonsmoker,58,0.00258
t3312,Female,SuperPref Nonsmoker,59,0.00278
t3312,Female,SuperPref Nonsmoker,60,0.00303
t3312,Female,SuperPref Nonsmoker,61,0.00331
t3312,Female,SuperPref Nonsmoker,62,0.00364
t3312,Female,SuperPref Nonsmoker,63,0.00401
t3312,Female,SuperPref Nonsmoker,64,0.00443
t3312,Female,SuperPref Nonsmoker,65,0.00488
t3312,Female,SuperPref Nonsmoker,66,0.00537
t3312,Female,SuperPref Nonsmoker,67,0.0059
t3312,Female,SuperPref Nonsmoker,68,0.0065
t3312,Female,SuperPref Nonsmoker,69,0.00719
t3312,Female,SuperPref Nonsmoker,70,0.00801
t3312,Female,SuperPref Nonsmoker,71,0.00899
t3312,Female,SuperPref Nonsmoker,72,0.01014
t3312,Female,SuperPref Nonsmoker,73,0.01149
t3312,Female,SuperPref Nonsmoker,74,0.01306
t3312,Female,SuperPref Nonsmoker,75,0.014880000000000001
t3312,Female,SuperPref Nonsmoker,76,0.01699
t3312,Female,SuperPref Nonsmoker,77,0.01947
t3312,Female,SuperPref Nonsmoker,78,0.02242
t3312,Female,SuperPref Nonsmoker,79,0.02598
t3312,Female,SuperPref Nonsmoker,80,0.03019
t3312,Female,SuperPref Nonsmoker,81,0.03472
t3312,Female,SuperPref Nonsmoker,82,0.03946
t3312,Female,SuperPref Nonsmoker,83,0.04492
t3312,Female,SuperPref Nonsmoker,84,0.05258
t3312,Female,SuperPref Nonsmoker,85,0.06141
t3312,Female,SuperPref Nonsmoker,86,0.07018
t3312,Female,SuperPref Nonsmoker,87,0.08033
t3312,Female,SuperPref Nonsmoker,88,0.09194
t3312,Female,SuperPref Nonsmoker,89,0.10485
t3312,Female,SuperPref Nonsmoker,90,0.11891
t3312,Female,SuperPref Nonsmoker,91,0.13416
t3312,Female,SuperPref Nonsmoker,92,0.15081
t3312,Female,SuperPref Nonsmoker,93,0.16846
t3312,Female,SuperPref Nonsmoker,94,0.1872
t3312,Female,SuperPref Nonsmoker,95,0.20815
t3312,Female,SuperPref Nonsmoker,96,0.23156
t3312,Female,SuperPref Nonsmoker,97,0.25715
t3312,Female,SuperPref Nonsmoker,98,0.28478
t3312,Female,SuperPref Nonsmoker,99,0.31407
t3312,Female,SuperPref Nonsmoker,100,0.34218
t3312,Female,SuperPref Nonsmoker,101,0.36726
t3312,Female,SuperPref Nonsmoker,102,0.39191
t3312,Female,SuperPref Nonsmoker,103,0.41572
t3312,Female,SuperPref Nonsmoker,104,0.43829
t3312,Female,SuperPref Nonsmoker,105,0.45924
t3312,Female,SuperPref Nonsmoker,106,0.48109
t3312,Female,SuperPref Nonsmoker,107,0.50727
t3312,Female,SuperPref Nonsmoker,108,0.53485
t3312,Female,SuperPref Nonsmoker,109,0.56389
t3312,Female,SuperPref Nonsmoker,110,0.59447
t3312,Female,SuperPref Nonsmoker,111,0.62665
t3312,Female,SuperPref Nonsmoker,112,0.66051
t3312,Female,SuperPref Nonsmoker,113,0.69612
t3312,Female,SuperPref Nonsmoker,114,0.73355
t3312,Female,SuperPref Nonsmoker,115,0.77288
t3312,Female,SuperPref Nonsmoker,116,0.81418
t3312,Female,SuperPref Nonsmoker,117,0.8575
t3312,Female,SuperPref Nonsmoker,118,0.90289
t3312,Female,SuperPref Nonsmoker,119,0.95039
t3312,Female,SuperPref Nonsmoker,120,1
t3313,Female,Preferred Nonsmoker,18,3.3e-4
t3313,Female,Preferred Nonsmoker,19,3.3e-4
t3313,Female,Preferred Nonsmoker,20,3.2e-4
t3313,Female,Preferred Nonsmoker,21,3.2e-4
t3313,Female,Preferred Nonsmoker,22,3.2e-4
t3313,Female,Preferred Nonsmoker,23,3.2e-4
t3313,Female,Preferred Nonsmoker,24,3.1e-4
t3313,Female,Preferred Nonsmoker,25,3.1e-4
t3313,Female,Preferred Nonsmoker,26,3.2e-4
t3313,Female,Preferred Nonsmoker,27,3.4e-4
t3313,Female,Preferred Nonsmoker,28,3.6e-4
t3313,Female,Preferred Nonsmoker,29,3.8e-4
t3313,Female,Preferred Nonsmoker,30,4e-4
t3313,Female,Preferred Nonsmoker,31,4.3e-4
t3313,Female,Preferred Nonsmoker,32,4.8e-4
t3313,Female,Preferred Nonsmoker,33,5.5e-4
t3313,Female,Preferred Nonsmoker,34,6.4e-4
t3313,Female,Preferred Nonsmoker,35,7.3e-4
t3313,Female,Preferred Nonsmoker,36,8.3e-4
t3313,Female,Preferred Nonsmoker,37,9.1e-4
t3313,Female,Preferred Nonsmoker,38,9.8e-4
t3313,Female,Preferred Nonsmoker,39,0.00101
t3313,Female,Preferred Nonsmoker,40,0.00102
t3313,Female,Preferred Nonsmoker,41,0.00102
t3313,Female,Preferred Nonsmoker,42,0.00102
t3313,Female,Preferred Nonsmoker,43,0.00103
t3313,Female,Preferred Nonsmoker,44,0.00103
t3313,Female,Preferred Nonsmoker,45,0.00106
t3313,Female,Preferred Nonsmoker,46,0.0011
t3313,Female,Preferred Nonsmoker,47,0.00115
t3313,Female,Preferred Nonsmoker,48,0.00122
t3313,Female,Preferred Nonsmoker,49,0.00131
t3313,Female,Preferred Nonsmoker,50,0.00143
t3313,Female,Preferred Nonsmoker,51,0.00157
t3313,Female,Preferred Nonsmoker,52,0.00176
t3313,Female,Preferred Nonsmoker,53,0.00197
t3313,Female,Preferred Nonsmoker,54,0.0022
t3313,Female,Preferred Nonsmoker,55,0.00244
t3313,Female,Preferred Nonsmoker,56,0.00266
t3313,Female,Preferred Nonsmoker,57,0.00288
t3313,Female,Preferred Nonsmoker,58,0.00311
t3313,Female,Preferred Nonsmoker,59,0.00336
t3313,Female,Preferred Nonsmoker,60,0.00365
t3313,Female,Preferred Nonsmoker,61,0.00398
t3313,Female,Preferred Nonsmoker,62,0.00437
t3313,Female,Preferred Nonsmoker,63,0.00481
t3313,Female,Preferred Nonsmoker,64,0.00529
t3313,Female,Preferred Nonsmoker,65,0.0058
t3313,Female,Preferred Nonsmoker,66,0.00636
t3313,Female,Preferred Nonsmoker,67,0.00697
t3313,Female,Preferred Nonsmoker,68,0.00764
t3313,Female,Preferred Nonsmoker,69,0.00842
t3313,Female,Preferred Nonsmoker,70,0.00933
t3313,Female,Preferred Nonsmoker,71,0.01041
t3313,Female,Preferred Nonsmoker,72,0.01168
t3313,Female,Preferred Nonsmoker,73,0.01315
t3313,Female,Preferred Nonsmoker,74,0.01487
t3313,Female,Preferred Nonsmoker,75,0.01683
t3313,Female,Preferred Nonsmoker,76,0.0191
t3313,Female,Preferred Nonsmoker,77,0.02173
t3313,Female,Preferred Nonsmoker,78,0.02484
t3313,Female,Preferred Nonsmoker,79,0.02859
t3313,Female,Preferred Nonsmoker,80,0.03301
t3313,Female,Preferred Nonsmoker,81,0.03773
t3313,Female,Preferred Nonsmoker,82,0.04263
t3313,Female,Preferred Nonsmoker,83,0.04826
t3313,Female,Preferred Nonsmoker,84,0.05603
t3313,Female,Preferred Nonsmoker,85,0.06496
t3313,Female,Preferred Nonsmoker,86,0.07383
t3313,Female,Preferred Nonsmoker,87,0.084
t3313,Female,Preferred Nonsmoker,88,0.09562
t3313,Female,Preferred Nonsmoker,89,0.10844
t3313,Female,Preferred Nonsmoker,90,0.12231
t3313,Female,Preferred Nonsmoker,91,0.13724
t3313,Female,Preferred Nonsmoker,92,0.15341
t3313,Female,Preferred Nonsmoker,93,0.17033
t3313,Female,Preferred Nonsmoker,94,0.18795
t3313,Female,Preferred Nonsmoker,95,0.20815
t3313,Female,Preferred Nonsmoker,96,0.23156
t3313,Female,Preferred Nonsmoker,97,0.25715
t3313,Female,Preferred Nonsmoker,98,0.28478
t3313,Female,Preferred Nonsmoker,99,0.31407
t3313,Female,Preferred Nonsmoker,100,0.34218
t3313,Female,Preferred Nonsmoker,101,0.36726
t3313,Female,Preferred Nonsmoker,102,0.39191
t3313,Female,Preferred Nonsmoker,103,0.41572
t3313,Female,Preferred Nonsmoker,104,0.43829
t3313,Female,Preferred Nonsmoker,105,0.45924
t3313,Female,Preferred Nonsmoker,106,0.48109
t3313,Female,Preferred Nonsmoker,107,0.50727
t3313,Female,Preferred Nonsmoker,108,0.53485
t3313,Female,Preferred Nonsmoker,109,0.56389
t3313,Female,Preferred Nonsmoker,110,0.59447
t3313,Female,Preferred Nonsmoker,111,0.62665
t3313,Female,Preferred Nonsmoker,112,0.66051
t3313,Female,Preferred Nonsmoker,113,0.69612
t3313,Female,Preferred Nonsmoker,114,0.73355
t3313,Female,Preferred Nonsmoker,115,0.77288
t3313,Female,Preferred Nonsmoker,116,0.81418
t3313,Female,Preferred Nonsmoker,117,0.8575
t3313,Female,Preferred Nonsmoker,118,0.90289
t3313,Female,Preferred Nonsmoker,119,0.95039
t3313,Female,Preferred Nonsmoker,120,1
t3314,Female,Residual Nonsmoker,18,4.2e-4
t3314,Female,Residual Nonsmoker,19,4.2e-4
t3314,Female,Residual Nonsmoker,20,4.1e-4
t3314,Female,Residual Nonsmoker,21,4.1e-4
t3314,Female,Residual Nonsmoker,22,4.1e-4
t3314,Female,Residual Nonsmoker,23,4.1e-4
t3314,Female,Residual Nonsmoker,24,4.1e-4
t3314,Female,Residual Nonsmoker,25,4e-4
t3314,Female,Residual Nonsmoker,26,4.1e-4
t3314,Female,Residual Nonsmoker,27,4.3e-4
