table,gender,tobacco,relative_risk,issue_age,duration,q_sel
t3219,Female,Non-Smoker,RR50,20,11,2e-4
t3219,Female,Non-Smoker,RR50,20,12,2e-4
t3219,Female,Non-Smoker,RR50,20,13,2.1e-4
t3219,Female,Non-Smoker,RR50,20,14,2.3e-4
t3219,Female,Non-Smoker,RR50,20,15,2.7e-4
t3219,Female,Non-Smoker,RR50,20,16,3.2e-4
t3219,Female,Non-Smoker,RR50,20,17,3.8e-4
t3219,Female,Non-Smoker,RR50,20,18,4.4e-4
t3219,Female,Non-Smoker,RR50,20,19,4.9e-4
t3219,Female,Non-Smoker,RR50,20,20,5.3e-4
t3219,Female,Non-Smoker,RR50,20,21,5.6e-4
t3219,Female,Non-Smoker,RR50,20,22,5.7e-4
t3219,Female,Non-Smoker,RR50,20,23,5.7e-4
t3219,Female,Non-Smoker,RR50,20,24,5.7e-4
t3219,Female,Non-Smoker,RR50,20,25,5.7e-4
t3219,Female,Non-Smoker,RR50,21,1,1.2e-4
t3219,Female,Non-Smoker,RR50,21,2,1.4e-4
t3219,Female,Non-Smoker,RR50,21,3,1.5e-4
t3219,Female,Non-Smoker,RR50,21,4,1.5e-4
t3219,Female,Non-Smoker,RR50,21,5,1.4e-4
t3219,Female,Non-Smoker,RR50,21,6,1.4e-4
t3219,Female,Non-Smoker,RR50,21,7,1.4e-4
t3219,Female,Non-Smoker,RR50,21,8,1.5e-4
t3219,Female,Non-Smoker,RR50,21,9,1.7e-4
t3219,Female,Non-Smoker,RR50,21,10,1.9e-4
t3219,Female,Non-Smoker,RR50,21,11,2e-4
t3219,Female,Non-Smoker,RR50,21,12,2e-4
t3219,Female,Non-Smoker,RR50,21,13,2.1e-4
t3219,Female,Non-Smoker,RR50,21,14,2.4e-4
t3219,Female,Non-Smoker,RR50,21,15,2.8e-4
t3219,Female,Non-Smoker,RR50,21,16,3.4e-4
t3219,Female,Non-Smoker,RR50,21,17,3.9e-4
t3219,Female,Non-Smoker,RR50,21,18,4.5e-4
t3219,Female,Non-Smoker,RR50,21,19,5e-4
t3219,Female,Non-Smoker,RR50,21,20,5.4e-4
t3219,Female,Non-Smoker,RR50,21,21,5.7e-4
t3219,Female,Non-Smoker,RR50,21,22,5.7e-4
t3219,Female,Non-Smoker,RR50,21,23,5.7e-4
t3219,Female,Non-Smoker,RR50,21,24,5.7e-4
t3219,Female,Non-Smoker,RR50,21,25,5.8e-4
t3219,Female,Non-Smoker,RR50,22,1,1e-4
t3219,Female,Non-Smoker,RR50,22,2,1.3e-4
t3219,Female,Non-Smoker,RR50,22,3,1.4e-4
t3219,Female,Non-Smoker,RR50,22,4,1.3e-4
t3219,Female,Non-Smoker,RR50,22,5,1.3e-4
t3219,Female,Non-Smoker,RR50,22,6,1.3e-4
t3219,Female,Non-Smoker,RR50,22,7,1.4e-4
t3219,Female,Non-Smoker,RR50,22,8,1.5e-4
t3219,Female,Non-Smoker,RR50,22,9,1.7e-4
t3219,Female,Non-Smoker,RR50,22,10,1.9e-4
t3219,Female,Non-Smoker,RR50,22,11,2e-4
t3219,Female,Non-Smoker,RR50,22,12,2e-4
t3219,Female,Non-Smoker,RR50,22,13,2.2e-4
t3219,Female,Non-Smoker,RR50,22,14,2.5e-4
t3219,Female,Non-Smoker,RR50,22,15,3e-4
t3219,Female,Non-Smoker,RR50,22,16,3.6e-4
t3219,Female,Non-Smoker,RR50,22,17,4.1e-4
t3219,Female,Non-Smoker,RR50,22,18,4.5e-4
t3219,Female,Non-Smoker,RR50,22,19,5e-4
t3219,Female,Non-Smoker,RR50,22,20,5.5e-4
t3219,Female,Non-Smoker,RR50,22,21,5.7e-4
t3219,Female,Non-Smoker,RR50,22,22,5.7e-4
t3219,Female,Non-Smoker,RR50,22,23,5.7e-4
t3219,Female,Non-Smoker,RR50,22,24,5.8e-4
t3219,Female,Non-Smoker,RR50,22,25,6e-4
t3219,Female,Non-Smoker,RR50,23,1,9e-5
t3219,Female,Non-Smoker,RR50,23,2,1.2e-4
t3219,Female,Non-Smoker,RR50,23,3,1.2e-4
t3219,Female,Non-Smoker,RR50,23,4,1.2e-4
t3219,Female,Non-Smoker,RR50,23,5,1.1e-4
t3219,Female,Non-Smoker,RR50,23,6,1.2e-4
t3219,Female,Non-Smoker,RR50,23,7,1.4e-4
t3219,Female,Non-Smoker,RR50,23,8,1.6e-4
t3219,Female,Non-Smoker,RR50,23,9,1.8e-4
t3219,Female,Non-Smoker,RR50,23,10,1.9e-4
t3219,Female,Non-Smoker,RR50,23,11,2e-4
t3219,Female,Non-Smoker,RR50,23,12,2.1e-4
t3219,Female,Non-Smoker,RR50,23,13,2.3e-4
t3219,Female,Non-Smoker,RR50,23,14,2.8e-4
t3219,Female,Non-Smoker,RR50,23,15,3.3e-4
t3219,Female,Non-Smoker,RR50,23,16,3.7e-4
t3219,Female,Non-Smoker,RR50,23,17,4.1e-4
t3219,Female,Non-Smoker,RR50,23,18,4.6e-4
t3219,Female,Non-Smoker,RR50,23,19,5e-4
t3219,Female,Non-Smoker,RR50,23,20,5.5e-4
t3219,Female,Non-Smoker,RR50,23,21,5.7e-4
t3219,Female,Non-Smoker,RR50,23,22,5.7e-4
t3219,Female,Non-Smoker,RR50,23,23,5.8e-4
t3219,Female,Non-Smoker,RR50,23,24,6e-4
t3219,Female,Non-Smoker,RR50,23,25,6.1e-4
t3219,Female,Non-Smoker,RR50,24,1,8e-5
t3219,Female,Non-Smoker,RR50,24,2,1.1e-4
t3219,Female,Non-Smoker,RR50,24,3,1.1e-4
t3219,Female,Non-Smoker,RR50,24,4,1e-4
t3219,Female,Non-Smoker,RR50,24,5,1.1e-4
t3219,Female,Non-Smoker,RR50,24,6,1.2e-4
t3219,Female,Non-Smoker,RR50,24,7,1.4e-4
t3219,Female,Non-Smoker,RR50,24,8,1.6e-4
t3219,Female,Non-Smoker,RR50,24,9,1.8e-4
t3219,Female,Non-Smoker,RR50,24,10,1.9e-4
t3219,Female,Non-Smoker,RR50,24,11,2e-4
t3219,Female,Non-Smoker,RR50,24,12,2.2e-4
t3219,Female,Non-Smoker,RR50,24,13,2.5e-4
t3219,Female,Non-Smoker,RR50,24,14,3e-4
t3219,Female,Non-Smoker,RR50,24,15,3.5e-4
t3219,Female,Non-Smoker,RR50,24,16,3.9e-4
t3219,Female,Non-Smoker,RR50,24,17,4.2e-4
t3219,Female,Non-Smoker,RR50,24,18,4.6e-4
t3219,Female,Non-Smoker,RR50,24,19,5.1e-4
t3219,Female,Non-Smoker,RR50,24,20,5.5e-4
t3219,Female,Non-Smoker,RR50,24,21,5.7e-4
t3219,Female,Non-Smoker,RR50,24,22,5.8e-4
t3219,Female,Non-Smoker,RR50,24,23,6e-4
t3219,Female,Non-Smoker,RR50,24,24,6.1e-4
t3219,Female,Non-Smoker,RR50,24,25,6.3e-4
t3219,Female,Non-Smoker,RR50,25,1,7e-5
t3219,Female,Non-Smoker,RR50,25,2,9e-5
t3219,Female,Non-Smoker,RR50,25,3,1e-4
t3219,Female,Non-Smoker,RR50,25,4,1e-4
t3219,Female,Non-Smoker,RR50,25,5,1.1e-4
t3219,Female,Non-Smoker,RR50,25,6,1.3e-4
t3219,Female,Non-Smoker,RR50,25,7,1.5e-4
t3219,Female,Non-Smoker,RR50,25,8,1.7e-4
t3219,Female,Non-Smoker,RR50,25,9,1.9e-4
t3219,Female,Non-Smoker,RR50,25,10,2e-4
t3219,Female,Non-Smoker,RR50,25,11,2.2e-4
t3219,Female,Non-Smoker,RR50,25,12,2.4e-4
t3219,Female,Non-Smoker,RR50,25,13,2.8e-4
t3219,Female,Non-Smoker,RR50,25,14,3.3e-4
t3219,Female,Non-Smoker,RR50,25,15,3.7e-4
t3219,Female,Non-Smoker,RR50,25,16,4e-4
t3219,Female,Non-Smoker,RR50,25,17,4.3e-4
t3219,Female,Non-Smoker,RR50,25,18,4.7e-4
t3219,Female,Non-Smoker,RR50,25,19,5.1e-4
t3219,Female,Non-Smoker,RR50,25,20,5.5e-4
t3219,Female,Non-Smoker,RR50,25,21,5.8e-4
t3219,Female,Non-Smoker,RR50,25,22,6e-4
t3219,Female,Non-Smoker,RR50,25,23,6.1e-4
t3219,Female,Non-Smoker,RR50,25,24,6.3e-4
t3219,Female,Non-Smoker,RR50,25,25,6.6e-4
t3219,Female,Non-Smoker,RR50,26,1,6e-5
t3219,Female,Non-Smoker,RR50,26,2,8e-5
t3219,Female,Non-Smoker,RR50,26,3,9e-5
t3219,Female,Non-Smoker,RR50,26,4,1e-4
t3219,Female,Non-Smoker,RR50,26,5,1.1e-4
t3219,Female,Non-Smoker,RR50,26,6,1.3e-4
t3219,Female,Non-Smoker,RR50,26,7,1.5e-4
t3219,Female,Non-Smoker,RR50,26,8,1.7e-4
t3219,Female,Non-Smoker,RR50,26,9,1.9e-4
t3219,Female,Non-Smoker,RR50,26,10,2.2e-4
t3219,Female,Non-Smoker,RR50,26,11,2.4e-4
t3219,Female,Non-Smoker,RR50,26,12,2.7e-4
t3219,Female,Non-Smoker,RR50,26,13,3.2e-4
t3219,Female,Non-Smoker,RR50,26,14,3.6e-4
t3219,Female,Non-Smoker,RR50,26,15,3.9e-4
t3219,Female,Non-Smoker,RR50,26,16,4.1e-4
t3219,Female,Non-Smoker,RR50,26,17,4.4e-4
t3219,Female,Non-Smoker,RR50,26,18,4.8e-4
t3219,Female,Non-Smoker,RR50,26,19,5.2e-4
t3219,Female,Non-Smoker,RR50,26,20,5.6e-4
t3219,Female,Non-Smoker,RR50,26,21,6e-4
t3219,Female,Non-Smoker,RR50,26,22,6.1e-4
t3219,Female,Non-Smoker,RR50,26,23,6.3e-4
t3219,Female,Non-Smoker,RR50,26,24,6.6e-4
t3219,Female,Non-Smoker,RR50,26,25,6.9e-4
t3219,Female,Non-Smoker,RR50,27,1,5e-5
t3219,Female,Non-Smoker,RR50,27,2,8e-5
t3219,Female,Non-Smoker,RR50,27,3,9e-5
t3219,Female,Non-Smoker,RR50,27,4,1e-4
t3219,Female,Non-Smoker,RR50,27,5,1.1e-4
t3219,Female,Non-Smoker,RR50,27,6,1.3e-4
t3219,Female,Non-Smoker,RR50,27,7,1.5e-4
t3219,Female,Non-Smoker,RR50,27,8,1.8e-4
t3219,Female,Non-Smoker,RR50,27,9,2e-4
t3219,Female,Non-Smoker,RR50,27,10,2.3e-4
t3219,Female,Non-Smoker,RR50,27,11,2.6e-4
t3219,Female,Non-Smoker,RR50,27,12,3e-4
t3219,Female,Non-Smoker,RR50,27,13,3.4e-4
t3219,Female,Non-Smoker,RR50,27,14,3.8e-4
t3219,Female,Non-Smoker,RR50,27,15,4e-4
t3219,Female,Non-Smoker,RR50,27,16,4.2e-4
t3219,Female,Non-Smoker,RR50,27,17,4.4e-4
t3219,Female,Non-Smoker,RR50,27,18,4.8e-4
t3219,Female,Non-Smoker,RR50,27,19,5.4e-4
t3219,Female,Non-Smoker,RR50,27,20,5.7e-4
t3219,Female,Non-Smoker,RR50,27,21,6.1e-4
t3219,Female,Non-Smoker,RR50,27,22,6.3e-4
t3219,Female,Non-Smoker,RR50,27,23,6.6e-4
t3219,Female,Non-Smoker,RR50,27,24,6.9e-4
t3219,Female,Non-Smoker,RR50,27,25,7.4e-4
t3219,Female,Non-Smoker,RR50,28,1,5e-5
t3219,Female,Non-Smoker,RR50,28,2,7e-5
t3219,Female,Non-Smoker,RR50,28,3,9e-5
t3219,Female,Non-Smoker,RR50,28,4,1e-4
t3219,Female,Non-Smoker,RR50,28,5,1.1e-4
t3219,Female,Non-Smoker,RR50,28,6,1.3e-4
t3219,Female,Non-Smoker,RR50,28,7,1.5e-4
t3219,Female,Non-Smoker,RR50,28,8,1.8e-4
t3219,Female,Non-Smoker,RR50,28,9,2.1e-4
t3219,Female,Non-Smoker,RR50,28,10,2.4e-4
t3219,Female,Non-Smoker,RR50,28,11,2.8e-4
t3219,Female,Non-Smoker,RR50,28,12,3.2e-4
t3219,Female,Non-Smoker,RR50,28,13,3.5e-4
t3219,Female,Non-Smoker,RR50,28,14,3.9e-4
t3219,Female,Non-Smoker,RR50,28,15,4e-4
t3219,Female,Non-Smoker,RR50,28,16,4.2e-4
t3219,Female,Non-Smoker,RR50,28,17,4.5e-4
t3219,Female,Non-Smoker,RR50,28,18,4.9e-4
t3219,Female,Non-Smoker,RR50,28,19,5.4e-4
t3219,Female,Non-Smoker,RR50,28,20,5.9e-4
t3219,Female,Non-Smoker,RR50,28,21,6.3e-4
t3219,Female,Non-Smoker,RR50,28,22,6.6e-4
t3219,Female,Non-Smoker,RR50,28,23,6.9e-4
t3219,Female,Non-Smoker,RR50,28,24,7.4e-4
t3219,Female,Non-Smoker,RR50,28,25,8e-4
t3219,Female,Non-Smoker,RR50,29,1,4e-5
t3219,Female,Non-Smoker,RR50,29,2,7e-5
t3219,Female,Non-Smoker,RR50,29,3,9e-5
t3219,Female,Non-Smoker,RR50,29,4,9e-5
t3219,Female,Non-Smoker,RR50,29,5,1.1e-4
t3219,Female,Non-Smoker,RR50,29,6,1.3e-4
t3219,Female,Non-Smoker,RR50,29,7,1.7e-4
t3219,Female,Non-Smoker,RR50,29,8,1.9e-4
t3219,Female,Non-Smoker,RR50,29,9,2.3e-4
t3219,Female,Non-Smoker,RR50,29,10,2.5e-4
t3219,Female,Non-Smoker,RR50,29,11,2.9e-4
t3219,Female,Non-Smoker,RR50,29,12,3.3e-4
t3219,Female,Non-Smoker,RR50,29,13,3.6e-4
t3219,Female,Non-Smoker,RR50,29,14,3.9e-4
t3219,Female,Non-Smoker,RR50,29,15,4.1e-4
t3219,Female,Non-Smoker,RR50,29,16,4.3e-4
t3219,Female,Non-Smoker,RR50,29,17,4.6e-4
t3219,Female,Non-Smoker,RR50,29,18,5e-4
t3219,Female,Non-Smoker,RR50,29,19,5.5e-4
t3219,Female,Non-Smoker,RR50,29,20,6.1e-4
t3219,Female,Non-Smoker,RR50,29,21,6.6e-4
t3219,Female,Non-Smoker,RR50,29,22,6.9e-4
t3219,Female,Non-Smoker,RR50,29,23,7.4e-4
t3219,Female,Non-Smoker,RR50,29,24,8e-4
t3219,Female,Non-Smoker,RR50,29,25,8.8e-4
t3219,Female,Non-Smoker,RR50,30,1,4e-5
t3219,Female,Non-Smoker,RR50,30,2,7e-5
t3219,Female,Non-Smoker,RR50,30,3,9e-5
t3219,Female,Non-Smoker,RR50,30,4,1e-4
t3219,Female,Non-Smoker,RR50,30,5,1.1e-4
t3219,Female,Non-Smoker,RR50,30,6,1.4e-4
t3219,Female,Non-Smoker,RR50,30,7,1.8e-4
t3219,Female,Non-Smoker,RR50,30,8,2e-4
t3219,Female,Non-Smoker,RR50,30,9,2.4e-4
t3219,Female,Non-Smoker,RR50,30,10,2.7e-4
t3219,Female,Non-Smoker,RR50,30,11,3e-4
t3219,Female,Non-Smoker,RR50,30,12,3.3e-4
t3219,Female,Non-Smoker,RR50,30,13,3.7e-4
t3219,Female,Non-Smoker,RR50,30,14,3.9e-4
t3219,Female,Non-Smoker,RR50,30,15,4.1e-4
t3219,Female,Non-Smoker,RR50,30,16,4.4e-4
t3219,Female,Non-Smoker,RR50,30,17,4.8e-4
t3219,Female,Non-Smoker,RR50,30,18,5.4e-4
t3219,Female,Non-Smoker,RR50,30,19,5.9e-4
t3219,Female,Non-Smoker,RR50,30,20,6.4e-4
t3219,Female,Non-Smoker,RR50,30,21,6.9e-4
t3219,Female,Non-Smoker,RR50,30,22,7.4e-4
t3219,Female,Non-Smoker,RR50,30,23,8e-4
t3219,Female,Non-Smoker,RR50,30,24,8.8e-4
t3219,Female,Non-Smoker,RR50,30,25,9.7e-4
t3219,Female,Non-Smoker,RR50,31,1,4e-5
t3219,Female,Non-Smoker,RR50,31,2,7e-5
t3219,Female,Non-Smoker,RR50,31,3,9e-5
t3219,Female,Non-Smoker,RR50,31,4,1e-4
t3219,Female,Non-Smoker,RR50,31,5,1.2e-4
t3219,Female,Non-Smoker,RR50,31,6,1.5e-4
t3219,Female,Non-Smoker,RR50,31,7,2e-4
t3219,Female,Non-Smoker,RR50,31,8,2.1e-4
t3219,Female,Non-Smoker,RR50,31,9,2.4e-4
t3219,Female,Non-Smoker,RR50,31,10,2.7e-4
t3219,Female,Non-Smoker,RR50,31,11,3e-4
t3219,Female,Non-Smoker,RR50,31,12,3.4e-4
t3219,Female,Non-Smoker,RR50,31,13,3.7e-4
t3219,Female,Non-Smoker,RR50,31,14,4e-4
t3219,Female,Non-Smoker,RR50,31,15,4.3e-4
t3219,Female,Non-Smoker,RR50,31,16,4.6e-4
t3219,Female,Non-Smoker,RR50,31,17,5.1e-4
t3219,Female,Non-Smoker,RR50,31,18,5.6e-4
t3219,Female,Non-Smoker,RR50,31,19,6.1e-4
t3219,Female,Non-Smoker,RR50,31,20,6.7e-4
t3219,Female,Non-Smoker,RR50,31,21,7.4e-4
t3219,Female,Non-Smoker,RR50,31,22,8e-4
t3219,Female,Non-Smoker,RR50,31,23,8.8e-4
t3219,Female,Non-Smoker,RR50,31,24,9.7e-4
t3219,Female,Non-Smoker,RR50,31,25,0.00106
t3219,Female,Non-Smoker,RR50,32,1,4e-5
t3219,Female,Non-Smoker,RR50,32,2,8e-5
t3219,Female,Non-Smoker,RR50,32,3,9e-5
t3219,Female,Non-Smoker,RR50,32,4,1.1e-4
t3219,Female,Non-Smoker,RR50,32,5,1.3e-4
t3219,Female,Non-Smoker,RR50,32,6,1.7e-4
t3219,Female,Non-Smoker,RR50,32,7,2e-4
t3219,Female,Non-Smoker,RR50,32,8,2.2e-4
t3219,Female,Non-Smoker,RR50,32,9,2.5e-4
t3219,Female,Non-Smoker,RR50,32,10,2.7e-4
t3219,Female,Non-Smoker,RR50,32,11,3e-4
t3219,Female,Non-Smoker,RR50,32,12,3.4e-4
t3219,Female,Non-Smoker,RR50,32,13,3.7e-4
t3219,Female,Non-Smoker,RR50,32,14,4.1e-4
t3219,Female,Non-Smoker,RR50,32,15,4.4e-4
t3219,Female,Non-Smoker,RR50,32,16,4.8e-4
t3219,Female,Non-Smoker,RR50,32,17,5.4e-4
t3219,Female,Non-Smoker,RR50,32,18,5.9e-4
t3219,Female,Non-Smoker,RR50,32,19,6.5e-4
t3219,Female,Non-Smoker,RR50,32,20,7.1e-4
t3219,Female,Non-Smoker,RR50,32,21,8e-4
t3219,Female,Non-Smoker,RR50,32,22,8.8e-4
t3219,Female,Non-Smoker,RR50,32,23,9.7e-4
t3219,Female,Non-Smoker,RR50,32,24,0.00106
t3219,Female,Non-Smoker,RR50,32,25,0.00115
t3219,Female,Non-Smoker,RR50,33,1,4e-5
t3219,Female,Non-Smoker,RR50,33,2,8e-5
t3219,Female,Non-Smoker,RR50,33,3,1e-4
t3219,Female,Non-Smoker,RR50,33,4,1.2e-4
t3219,Female,Non-Smoker,RR50,33,5,1.5e-4
t3219,Female,Non-Smoker,RR50,33,6,1.7e-4
t3219,Female,Non-Smoker,RR50,33,7,2e-4
t3219,Female,Non-Smoker,RR50,33,8,2.3e-4
t3219,Female,Non-Smoker,RR50,33,9,2.5e-4
t3219,Female,Non-Smoker,RR50,33,10,2.7e-4
t3219,Female,Non-Smoker,RR50,33,11,3e-4
t3219,Female,Non-Smoker,RR50,33,12,3.4e-4
t3219,Female,Non-Smoker,RR50,33,13,3.8e-4
t3219,Female,Non-Smoker,RR50,33,14,4.2e-4
t3219,Female,Non-Smoker,RR50,33,15,4.7e-4
t3219,Female,Non-Smoker,RR50,33,16,5.1e-4
t3219,Female,Non-Smoker,RR50,33,17,5.7e-4
t3219,Female,Non-Smoker,RR50,33,18,6.3e-4
t3219,Female,Non-Smoker,RR50,33,19,6.9e-4
t3219,Female,Non-Smoker,RR50,33,20,7.7e-4
t3219,Female,Non-Smoker,RR50,33,21,8.8e-4
t3219,Female,Non-Smoker,RR50,33,22,9.7e-4
t3219,Female,Non-Smoker,RR50,33,23,0.00106
t3219,Female,Non-Smoker,RR50,33,24,0.00115
t3219,Female,Non-Smoker,RR50,33,25,0.00124
t3219,Female,Non-Smoker,RR50,34,1,4e-5
t3219,Female,Non-Smoker,RR50,34,2,8e-5
t3219,Female,Non-Smoker,RR50,34,3,1.1e-4
t3219,Female,Non-Smoker,RR50,34,4,1.3e-4
t3219,Female,Non-Smoker,RR50,34,5,1.6e-4
t3219,Female,Non-Smoker,RR50,34,6,1.8e-4
t3219,Female,Non-Smoker,RR50,34,7,2.1e-4
t3219,Female,Non-Smoker,RR50,34,8,2.4e-4
t3219,Female,Non-Smoker,RR50,34,9,2.5e-4
t3219,Female,Non-Smoker,RR50,34,10,2.7e-4
t3219,Female,Non-Smoker,RR50,34,11,3.1e-4
t3219,Female,Non-Smoker,RR50,34,12,3.5e-4
t3219,Female,Non-Smoker,RR50,34,13,4e-4
t3219,Female,Non-Smoker,RR50,34,14,4.5e-4
t3219,Female,Non-Smoker,RR50,34,15,5e-4
t3219,Female,Non-Smoker,RR50,34,16,5.5e-4
t3219,Female,Non-Smoker,RR50,34,17,6e-4
t3219,Female,Non-Smoker,RR50,34,18,6.7e-4
t3219,Female,Non-Smoker,RR50,34,19,7.5e-4
t3219,Female,Non-Smoker,RR50,34,20,8.5e-4
t3219,Female,Non-Smoker,RR50,34,21,9.7e-4
t3219,Female,Non-Smoker,RR50,34,22,0.00106
t3219,Female,Non-Smoker,RR50,34,23,0.00115
t3219,Female,Non-Smoker,RR50,34,24,0.00124
t3219,Female,Non-Smoker,RR50,34,25,0.00134
t3219,Female,Non-Smoker,RR50,35,1,5e-5
t3219,Female,Non-Smoker,RR50,35,2,8e-5
t3219,Female,Non-Smoker,RR50,35,3,1.1e-4
t3219,Female,Non-Smoker,RR50,35,4,1.5e-4
t3219,Female,Non-Smoker,RR50,35,5,1.7e-4
t3219,Female,Non-Smoker,RR50,35,6,1.9e-4
t3219,Female,Non-Smoker,RR50,35,7,2.2e-4
t3219,Female,Non-Smoker,RR50,35,8,2.4e-4
t3219,Female,Non-Smoker,RR50,35,9,2.5e-4
t3219,Female,Non-Smoker,RR50,35,10,2.8e-4
t3219,Female,Non-Smoker,RR50,35,11,3.1e-4
t3219,Female,Non-Smoker,RR50,35,12,3.7e-4
t3219,Female,Non-Smoker,RR50,35,13,4.3e-4
t3219,Female,Non-Smoker,RR50,35,14,4.8e-4
t3219,Female,Non-Smoker,RR50,35,15,5.3e-4
t3219,Female,Non-Smoker,RR50,35,16,5.8e-4
t3219,Female,Non-Smoker,RR50,35,17,6.4e-4
t3219,Female,Non-Smoker,RR50,35,18,7.2e-4
t3219,Female,Non-Smoker,RR50,35,19,8.1e-4
t3219,Female,Non-Smoker,RR50,35,20,0.00093000000000000005
t3219,Female,Non-Smoker,RR50,35,21,0.00106
t3219,Female,Non-Smoker,RR50,35,22,0.00115
t3219,Female,Non-Smoker,RR50,35,23,0.00124
t3219,Female,Non-Smoker,RR50,35,24,0.00134
t3219,Female,Non-Smoker,RR50,35,25,0.00144
t3219,Female,Non-Smoker,RR50,36,1,5e-5
t3219,Female,Non-Smoker,RR50,36,2,8e-5
t3219,Female,Non-Smoker,RR50,36,3,1.2e-4
t3219,Female,Non-Smoker,RR50,36,4,1.5e-4
t3219,Female,Non-Smoker,RR50,36,5,1.8e-4
t3219,Female,Non-Smoker,RR50,36,6,2e-4
t3219,Female,Non-Smoker,RR50,36,7,2.3e-4
t3219,Female,Non-Smoker,RR50,36,8,2.4e-4
t3219,Female,Non-Smoker,RR50,36,9,2.6e-4
t3219,Female,Non-Smoker,RR50,36,10,2.8e-4
t3219,Female,Non-Smoker,RR50,36,11,3.3e-4
t3219,Female,Non-Smoker,RR50,36,12,4e-4
t3219,Female,Non-Smoker,RR50,36,13,4.6e-4
t3219,Female,Non-Smoker,RR50,36,14,5.1e-4
t3219,Female,Non-Smoker,RR50,36,15,5.6e-4
t3219,Female,Non-Smoker,RR50,36,16,6.2e-4
t3219,Female,Non-Smoker,RR50,36,17,6.9e-4
t3219,Female,Non-Smoker,RR50,36,18,7.7e-4
t3219,Female,Non-Smoker,RR50,36,19,8.8e-4
t3219,Female,Non-Smoker,RR50,36,20,0.00102
t3219,Female,Non-Smoker,RR50,36,21,0.00115
