table,gender,risk,issue_age,duration,q_sel
t3341,Male,SuperPref Nonsmoker,20,8,4.2e-4
t3341,Male,SuperPref Nonsmoker,20,9,3.7e-4
t3341,Male,SuperPref Nonsmoker,20,10,3.8e-4
t3341,Male,SuperPref Nonsmoker,20,11,3.7e-4
t3341,Male,SuperPref Nonsmoker,20,12,3.7e-4
t3341,Male,SuperPref Nonsmoker,20,13,3.8e-4
t3341,Male,SuperPref Nonsmoker,20,14,4.1e-4
t3341,Male,SuperPref Nonsmoker,20,15,4.6e-4
t3341,Male,SuperPref Nonsmoker,20,16,5e-4
t3341,Male,SuperPref Nonsmoker,20,17,5.7e-4
t3341,Male,SuperPref Nonsmoker,20,18,6.6e-4
t3341,Male,SuperPref Nonsmoker,20,19,7.6e-4
t3341,Male,SuperPref Nonsmoker,20,20,8.6e-4
t3341,Male,SuperPref Nonsmoker,20,21,9.5e-4
t3341,Male,SuperPref Nonsmoker,20,22,0.001
t3341,Male,SuperPref Nonsmoker,20,23,0.00105
t3341,Male,SuperPref Nonsmoker,20,24,0.00112
t3341,Male,SuperPref Nonsmoker,20,25,0.0012
t3341,Male,SuperPref Nonsmoker,21,1,3.8e-4
t3341,Male,SuperPref Nonsmoker,21,2,4.7e-4
t3341,Male,SuperPref Nonsmoker,21,3,4.2e-4
t3341,Male,SuperPref Nonsmoker,21,4,4e-4
t3341,Male,SuperPref Nonsmoker,21,5,3.9e-4
t3341,Male,SuperPref Nonsmoker,21,6,3.9e-4
t3341,Male,SuperPref Nonsmoker,21,7,3.8e-4
t3341,Male,SuperPref Nonsmoker,21,8,3.6e-4
t3341,Male,SuperPref Nonsmoker,21,9,3.3e-4
t3341,Male,SuperPref Nonsmoker,21,10,3.5e-4
t3341,Male,SuperPref Nonsmoker,21,11,3.5e-4
t3341,Male,SuperPref Nonsmoker,21,12,3.7e-4
t3341,Male,SuperPref Nonsmoker,21,13,3.8e-4
t3341,Male,SuperPref Nonsmoker,21,14,4.3e-4
t3341,Male,SuperPref Nonsmoker,21,15,4.7e-4
t3341,Male,SuperPref Nonsmoker,21,16,5.2e-4
t3341,Male,SuperPref Nonsmoker,21,17,5.9e-4
t3341,Male,SuperPref Nonsmoker,21,18,6.8e-4
t3341,Male,SuperPref Nonsmoker,21,19,7.8e-4
t3341,Male,SuperPref Nonsmoker,21,20,8.9e-4
t3341,Male,SuperPref Nonsmoker,21,21,9.6e-4
t3341,Male,SuperPref Nonsmoker,21,22,0.001
t3341,Male,SuperPref Nonsmoker,21,23,0.00106
t3341,Male,SuperPref Nonsmoker,21,24,0.00115
t3341,Male,SuperPref Nonsmoker,21,25,0.00124
t3341,Male,SuperPref Nonsmoker,22,1,3.7e-4
t3341,Male,SuperPref Nonsmoker,22,2,3.9e-4
t3341,Male,SuperPref Nonsmoker,22,3,3.5e-4
t3341,Male,SuperPref Nonsmoker,22,4,3.3e-4
t3341,Male,SuperPref Nonsmoker,22,5,3.2e-4
t3341,Male,SuperPref Nonsmoker,22,6,3.2e-4
t3341,Male,SuperPref Nonsmoker,22,7,3.1e-4
t3341,Male,SuperPref Nonsmoker,22,8,3.1e-4
t3341,Male,SuperPref Nonsmoker,22,9,3e-4
t3341,Male,SuperPref Nonsmoker,22,10,3.3e-4
t3341,Male,SuperPref Nonsmoker,22,11,3.5e-4
t3341,Male,SuperPref Nonsmoker,22,12,3.7e-4
t3341,Male,SuperPref Nonsmoker,22,13,4e-4
t3341,Male,SuperPref Nonsmoker,22,14,4.4e-4
t3341,Male,SuperPref Nonsmoker,22,15,5e-4
t3341,Male,SuperPref Nonsmoker,22,16,5.4e-4
t3341,Male,SuperPref Nonsmoker,22,17,6.1e-4
t3341,Male,SuperPref Nonsmoker,22,18,7e-4
t3341,Male,SuperPref Nonsmoker,22,19,8.1e-4
t3341,Male,SuperPref Nonsmoker,22,20,9.1e-4
t3341,Male,SuperPref Nonsmoker,22,21,9.6e-4
t3341,Male,SuperPref Nonsmoker,22,22,0.00101
t3341,Male,SuperPref Nonsmoker,22,23,0.00106
t3341,Male,SuperPref Nonsmoker,22,24,0.00116
t3341,Male,SuperPref Nonsmoker,22,25,0.00128
t3341,Male,SuperPref Nonsmoker,23,1,3.1e-4
t3341,Male,SuperPref Nonsmoker,23,2,3.2e-4
t3341,Male,SuperPref Nonsmoker,23,3,2.9e-4
t3341,Male,SuperPref Nonsmoker,23,4,2.8e-4
t3341,Male,SuperPref Nonsmoker,23,5,2.7e-4
t3341,Male,SuperPref Nonsmoker,23,6,2.7e-4
t3341,Male,SuperPref Nonsmoker,23,7,2.7e-4
t3341,Male,SuperPref Nonsmoker,23,8,2.7e-4
t3341,Male,SuperPref Nonsmoker,23,9,2.8e-4
t3341,Male,SuperPref Nonsmoker,23,10,3.3e-4
t3341,Male,SuperPref Nonsmoker,23,11,3.5e-4
t3341,Male,SuperPref Nonsmoker,23,12,3.8e-4
t3341,Male,SuperPref Nonsmoker,23,13,4.1e-4
t3341,Male,SuperPref Nonsmoker,23,14,4.7e-4
t3341,Male,SuperPref Nonsmoker,23,15,5.2e-4
t3341,Male,SuperPref Nonsmoker,23,16,5.5e-4
t3341,Male,SuperPref Nonsmoker,23,17,6.3e-4
t3341,Male,SuperPref Nonsmoker,23,18,7.4e-4
t3341,Male,SuperPref Nonsmoker,23,19,8.4e-4
t3341,Male,SuperPref Nonsmoker,23,20,9.2e-4
t3341,Male,SuperPref Nonsmoker,23,21,9.7e-4
t3341,Male,SuperPref Nonsmoker,23,22,0.00101
t3341,Male,SuperPref Nonsmoker,23,23,0.00107
t3341,Male,SuperPref Nonsmoker,23,24,0.00118
t3341,Male,SuperPref Nonsmoker,23,25,0.00132
t3341,Male,SuperPref Nonsmoker,24,1,2.6e-4
t3341,Male,SuperPref Nonsmoker,24,2,2.7e-4
t3341,Male,SuperPref Nonsmoker,24,3,2.4e-4
t3341,Male,SuperPref Nonsmoker,24,4,2.4e-4
t3341,Male,SuperPref Nonsmoker,24,5,2.3e-4
t3341,Male,SuperPref Nonsmoker,24,6,2.3e-4
t3341,Male,SuperPref Nonsmoker,24,7,2.4e-4
t3341,Male,SuperPref Nonsmoker,24,8,2.6e-4
t3341,Male,SuperPref Nonsmoker,24,9,2.8e-4
t3341,Male,SuperPref Nonsmoker,24,10,3.3e-4
t3341,Male,SuperPref Nonsmoker,24,11,3.6e-4
t3341,Male,SuperPref Nonsmoker,24,12,4e-4
t3341,Male,SuperPref Nonsmoker,24,13,4.4e-4
t3341,Male,SuperPref Nonsmoker,24,14,4.9e-4
t3341,Male,SuperPref Nonsmoker,24,15,5.4e-4
t3341,Male,SuperPref Nonsmoker,24,16,5.8e-4
t3341,Male,SuperPref Nonsmoker,24,17,6.7e-4
t3341,Male,SuperPref Nonsmoker,24,18,7.8e-4
t3341,Male,SuperPref Nonsmoker,24,19,8.7e-4
t3341,Male,SuperPref Nonsmoker,24,20,9.2e-4
t3341,Male,SuperPref Nonsmoker,24,21,9.7e-4
t3341,Male,SuperPref Nonsmoker,24,22,0.00101
t3341,Male,SuperPref Nonsmoker,24,23,0.00108
t3341,Male,SuperPref Nonsmoker,24,24,0.00121
t3341,Male,SuperPref Nonsmoker,24,25,0.00136
t3341,Male,SuperPref Nonsmoker,25,1,2.2e-4
t3341,Male,SuperPref Nonsmoker,25,2,2.4e-4
t3341,Male,SuperPref Nonsmoker,25,3,2.1e-4
t3341,Male,SuperPref Nonsmoker,25,4,2.1e-4
t3341,Male,SuperPref Nonsmoker,25,5,2.1e-4
t3341,Male,SuperPref Nonsmoker,25,6,2.1e-4
t3341,Male,SuperPref Nonsmoker,25,7,2.3e-4
t3341,Male,SuperPref Nonsmoker,25,8,2.6e-4
t3341,Male,SuperPref Nonsmoker,25,9,2.8e-4
t3341,Male,SuperPref Nonsmoker,25,10,3.4e-4
t3341,Male,SuperPref Nonsmoker,25,11,3.7e-4
t3341,Male,SuperPref Nonsmoker,25,12,4.2e-4
t3341,Male,SuperPref Nonsmoker,25,13,4.6e-4
t3341,Male,SuperPref Nonsmoker,25,14,5.2e-4
t3341,Male,SuperPref Nonsmoker,25,15,5.7e-4
t3341,Male,SuperPref Nonsmoker,25,16,6.2e-4
t3341,Male,SuperPref Nonsmoker,25,17,7.2e-4
t3341,Male,SuperPref Nonsmoker,25,18,8.2e-4
t3341,Male,SuperPref Nonsmoker,25,19,8.9e-4
t3341,Male,SuperPref Nonsmoker,25,20,9.2e-4
t3341,Male,SuperPref Nonsmoker,25,21,9.8e-4
t3341,Male,SuperPref Nonsmoker,25,22,0.00102
t3341,Male,SuperPref Nonsmoker,25,23,0.00114
t3341,Male,SuperPref Nonsmoker,25,24,0.00128
t3341,Male,SuperPref Nonsmoker,25,25,0.00144
t3341,Male,SuperPref Nonsmoker,26,1,2e-4
t3341,Male,SuperPref Nonsmoker,26,2,2.1e-4
t3341,Male,SuperPref Nonsmoker,26,3,1.9e-4
t3341,Male,SuperPref Nonsmoker,26,4,2e-4
t3341,Male,SuperPref Nonsmoker,26,5,2e-4
t3341,Male,SuperPref Nonsmoker,26,6,2.1e-4
t3341,Male,SuperPref Nonsmoker,26,7,2.4e-4
t3341,Male,SuperPref Nonsmoker,26,8,2.7e-4
t3341,Male,SuperPref Nonsmoker,26,9,2.9e-4
t3341,Male,SuperPref Nonsmoker,26,10,3.5e-4
t3341,Male,SuperPref Nonsmoker,26,11,4e-4
t3341,Male,SuperPref Nonsmoker,26,12,4.5e-4
t3341,Male,SuperPref Nonsmoker,26,13,4.9e-4
t3341,Male,SuperPref Nonsmoker,26,14,5.5e-4
t3341,Male,SuperPref Nonsmoker,26,15,6.1e-4
t3341,Male,SuperPref Nonsmoker,26,16,6.7e-4
t3341,Male,SuperPref Nonsmoker,26,17,7.7e-4
t3341,Male,SuperPref Nonsmoker,26,18,8.5e-4
t3341,Male,SuperPref Nonsmoker,26,19,9e-4
t3341,Male,SuperPref Nonsmoker,26,20,0.00093000000000000005
t3341,Male,SuperPref Nonsmoker,26,21,9.8e-4
t3341,Male,SuperPref Nonsmoker,26,22,0.00109
t3341,Male,SuperPref Nonsmoker,26,23,0.00122
t3341,Male,SuperPref Nonsmoker,26,24,0.00138
t3341,Male,SuperPref Nonsmoker,26,25,0.00154
t3341,Male,SuperPref Nonsmoker,27,1,1.7e-4
t3341,Male,SuperPref Nonsmoker,27,2,1.8e-4
t3341,Male,SuperPref Nonsmoker,27,3,1.8e-4
t3341,Male,SuperPref Nonsmoker,27,4,1.9e-4
t3341,Male,SuperPref Nonsmoker,27,5,2e-4
t3341,Male,SuperPref Nonsmoker,27,6,2.1e-4
t3341,Male,SuperPref Nonsmoker,27,7,2.4e-4
t3341,Male,SuperPref Nonsmoker,27,8,2.8e-4
t3341,Male,SuperPref Nonsmoker,27,9,3e-4
t3341,Male,SuperPref Nonsmoker,27,10,3.8e-4
t3341,Male,SuperPref Nonsmoker,27,11,4.3e-4
t3341,Male,SuperPref Nonsmoker,27,12,4.8e-4
t3341,Male,SuperPref Nonsmoker,27,13,5.2e-4
t3341,Male,SuperPref Nonsmoker,27,14,5.8e-4
t3341,Male,SuperPref Nonsmoker,27,15,6.5e-4
t3341,Male,SuperPref Nonsmoker,27,16,7.1e-4
t3341,Male,SuperPref Nonsmoker,27,17,8.1e-4
t3341,Male,SuperPref Nonsmoker,27,18,8.8e-4
t3341,Male,SuperPref Nonsmoker,27,19,9.1e-4
t3341,Male,SuperPref Nonsmoker,27,20,9.6e-4
t3341,Male,SuperPref Nonsmoker,27,21,0.00104
t3341,Male,SuperPref Nonsmoker,27,22,0.00116
t3341,Male,SuperPref Nonsmoker,27,23,0.00131
t3341,Male,SuperPref Nonsmoker,27,24,0.00148
t3341,Male,SuperPref Nonsmoker,27,25,0.00165
t3341,Male,SuperPref Nonsmoker,28,1,1.5e-4
t3341,Male,SuperPref Nonsmoker,28,2,1.6e-4
t3341,Male,SuperPref Nonsmoker,28,3,1.7e-4
t3341,Male,SuperPref Nonsmoker,28,4,1.9e-4
t3341,Male,SuperPref Nonsmoker,28,5,2.1e-4
t3341,Male,SuperPref Nonsmoker,28,6,2.3e-4
t3341,Male,SuperPref Nonsmoker,28,7,2.6e-4
t3341,Male,SuperPref Nonsmoker,28,8,2.9e-4
t3341,Male,SuperPref Nonsmoker,28,9,3.2e-4
t3341,Male,SuperPref Nonsmoker,28,10,4e-4
t3341,Male,SuperPref Nonsmoker,28,11,4.6e-4
t3341,Male,SuperPref Nonsmoker,28,12,5.1e-4
t3341,Male,SuperPref Nonsmoker,28,13,5.6e-4
t3341,Male,SuperPref Nonsmoker,28,14,6.3e-4
t3341,Male,SuperPref Nonsmoker,28,15,7e-4
t3341,Male,SuperPref Nonsmoker,28,16,7.6e-4
t3341,Male,SuperPref Nonsmoker,28,17,8.4e-4
t3341,Male,SuperPref Nonsmoker,28,18,8.9e-4
t3341,Male,SuperPref Nonsmoker,28,19,9.5e-4
t3341,Male,SuperPref Nonsmoker,28,20,0.00102
t3341,Male,SuperPref Nonsmoker,28,21,0.00112
t3341,Male,SuperPref Nonsmoker,28,22,0.00125
t3341,Male,SuperPref Nonsmoker,28,23,0.00142
t3341,Male,SuperPref Nonsmoker,28,24,0.00159
t3341,Male,SuperPref Nonsmoker,28,25,0.00179
t3341,Male,SuperPref Nonsmoker,29,1,1.3e-4
t3341,Male,SuperPref Nonsmoker,29,2,1.5e-4
t3341,Male,SuperPref Nonsmoker,29,3,1.7e-4
t3341,Male,SuperPref Nonsmoker,29,4,2e-4
t3341,Male,SuperPref Nonsmoker,29,5,2.2e-4
t3341,Male,SuperPref Nonsmoker,29,6,2.4e-4
t3341,Male,SuperPref Nonsmoker,29,7,2.7e-4
t3341,Male,SuperPref Nonsmoker,29,8,3.1e-4
t3341,Male,SuperPref Nonsmoker,29,9,3.5e-4
t3341,Male,SuperPref Nonsmoker,29,10,4.3e-4
t3341,Male,SuperPref Nonsmoker,29,11,4.9e-4
t3341,Male,SuperPref Nonsmoker,29,12,5.5e-4
t3341,Male,SuperPref Nonsmoker,29,13,5.9e-4
t3341,Male,SuperPref Nonsmoker,29,14,6.6e-4
t3341,Male,SuperPref Nonsmoker,29,15,7.3e-4
t3341,Male,SuperPref Nonsmoker,29,16,7.9e-4
t3341,Male,SuperPref Nonsmoker,29,17,8.6e-4
t3341,Male,SuperPref Nonsmoker,29,18,0.00093000000000000005
t3341,Male,SuperPref Nonsmoker,29,19,0.001
t3341,Male,SuperPref Nonsmoker,29,20,0.00108
t3341,Male,SuperPref Nonsmoker,29,21,0.0012
t3341,Male,SuperPref Nonsmoker,29,22,0.00136
t3341,Male,SuperPref Nonsmoker,29,23,0.00153
t3341,Male,SuperPref Nonsmoker,29,24,0.00172
t3341,Male,SuperPref Nonsmoker,29,25,0.00194
t3341,Male,SuperPref Nonsmoker,30,1,1.3e-4
t3341,Male,SuperPref Nonsmoker,30,2,1.3e-4
t3341,Male,SuperPref Nonsmoker,30,3,1.7e-4
t3341,Male,SuperPref Nonsmoker,30,4,2e-4
t3341,Male,SuperPref Nonsmoker,30,5,2.2e-4
t3341,Male,SuperPref Nonsmoker,30,6,2.4e-4
t3341,Male,SuperPref Nonsmoker,30,7,2.7e-4
t3341,Male,SuperPref Nonsmoker,30,8,3.1e-4
t3341,Male,SuperPref Nonsmoker,30,9,3.5e-4
t3341,Male,SuperPref Nonsmoker,30,10,4.4e-4
t3341,Male,SuperPref Nonsmoker,30,11,5e-4
t3341,Male,SuperPref Nonsmoker,30,12,5.5e-4
t3341,Male,SuperPref Nonsmoker,30,13,5.9e-4
t3341,Male,SuperPref Nonsmoker,30,14,6.7e-4
t3341,Male,SuperPref Nonsmoker,30,15,7.3e-4
t3341,Male,SuperPref Nonsmoker,30,16,8.1e-4
t3341,Male,SuperPref Nonsmoker,30,17,9e-4
t3341,Male,SuperPref Nonsmoker,30,18,9.8e-4
t3341,Male,SuperPref Nonsmoker,30,19,0.00105
t3341,Male,SuperPref Nonsmoker,30,20,0.00116
t3341,Male,SuperPref Nonsmoker,30,21,0.0013
t3341,Male,SuperPref Nonsmoker,30,22,0.00146
t3341,Male,SuperPref Nonsmoker,30,23,0.00165
t3341,Male,SuperPref Nonsmoker,30,24,0.0018600000000000001
t3341,Male,SuperPref Nonsmoker,30,25,0.00209
t3341,Male,SuperPref Nonsmoker,31,1,1e-4
t3341,Male,SuperPref Nonsmoker,31,2,1.2e-4
t3341,Male,SuperPref Nonsmoker,31,3,1.7e-4
t3341,Male,SuperPref Nonsmoker,31,4,2e-4
t3341,Male,SuperPref Nonsmoker,31,5,2.2e-4
t3341,Male,SuperPref Nonsmoker,31,6,2.4e-4
t3341,Male,SuperPref Nonsmoker,31,7,2.7e-4
t3341,Male,SuperPref Nonsmoker,31,8,3.1e-4
t3341,Male,SuperPref Nonsmoker,31,9,3.8e-4
t3341,Male,SuperPref Nonsmoker,31,10,4.5e-4
t3341,Male,SuperPref Nonsmoker,31,11,5e-4
t3341,Male,SuperPref Nonsmoker,31,12,5.5e-4
t3341,Male,SuperPref Nonsmoker,31,13,6e-4
t3341,Male,SuperPref Nonsmoker,31,14,6.7e-4
t3341,Male,SuperPref Nonsmoker,31,15,7.4e-4
t3341,Male,SuperPref Nonsmoker,31,16,8.5e-4
t3341,Male,SuperPref Nonsmoker,31,17,9.5e-4
t3341,Male,SuperPref Nonsmoker,31,18,0.00103
t3341,Male,SuperPref Nonsmoker,31,19,0.00112
t3341,Male,SuperPref Nonsmoker,31,20,0.00124
t3341,Male,SuperPref Nonsmoker,31,21,0.0014
t3341,Male,SuperPref Nonsmoker,31,22,0.00158
t3341,Male,SuperPref Nonsmoker,31,23,0.00178
t3341,Male,SuperPref Nonsmoker,31,24,0.00201
t3341,Male,SuperPref Nonsmoker,31,25,0.00225
t3341,Male,SuperPref Nonsmoker,32,1,1e-4
t3341,Male,SuperPref Nonsmoker,32,2,1.2e-4
t3341,Male,SuperPref Nonsmoker,32,3,1.7e-4
t3341,Male,SuperPref Nonsmoker,32,4,2e-4
t3341,Male,SuperPref Nonsmoker,32,5,2.3e-4
t3341,Male,SuperPref Nonsmoker,32,6,2.5e-4
t3341,Male,SuperPref Nonsmoker,32,7,2.9e-4
t3341,Male,SuperPref Nonsmoker,32,8,3.4e-4
t3341,Male,SuperPref Nonsmoker,32,9,4.1e-4
t3341,Male,SuperPref Nonsmoker,32,10,4.8e-4
t3341,Male,SuperPref Nonsmoker,32,11,5.3e-4
t3341,Male,SuperPref Nonsmoker,32,12,5.7e-4
t3341,Male,SuperPref Nonsmoker,32,13,6.2e-4
t3341,Male,SuperPref Nonsmoker,32,14,6.9e-4
t3341,Male,SuperPref Nonsmoker,32,15,7.8e-4
t3341,Male,SuperPref Nonsmoker,32,16,8.9e-4
t3341,Male,SuperPref Nonsmoker,32,17,0.001
t3341,Male,SuperPref Nonsmoker,32,18,0.00109
t3341,Male,SuperPref Nonsmoker,32,19,0.00119
t3341,Male,SuperPref Nonsmoker,32,20,0.00133
t3341,Male,SuperPref Nonsmoker,32,21,0.0015
t3341,Male,SuperPref Nonsmoker,32,22,0.0017
t3341,Male,SuperPref Nonsmoker,32,23,0.00192
t3341,Male,SuperPref Nonsmoker,32,24,0.00216
t3341,Male,SuperPref Nonsmoker,32,25,0.00239
t3341,Male,SuperPref Nonsmoker,33,1,1.1e-4
t3341,Male,SuperPref Nonsmoker,33,2,1.2e-4
t3341,Male,SuperPref Nonsmoker,33,3,1.8e-4
t3341,Male,SuperPref Nonsmoker,33,4,2.2e-4
t3341,Male,SuperPref Nonsmoker,33,5,2.4e-4
t3341,Male,SuperPref Nonsmoker,33,6,2.7e-4
t3341,Male,SuperPref Nonsmoker,33,7,3.1e-4
t3341,Male,SuperPref Nonsmoker,33,8,3.7e-4
t3341,Male,SuperPref Nonsmoker,33,9,4.5e-4
t3341,Male,SuperPref Nonsmoker,33,10,5.1e-4
t3341,Male,SuperPref Nonsmoker,33,11,5.5e-4
t3341,Male,SuperPref Nonsmoker,33,12,5.9e-4
t3341,Male,SuperPref Nonsmoker,33,13,6.4e-4
t3341,Male,SuperPref Nonsmoker,33,14,7.3e-4
t3341,Male,SuperPref Nonsmoker,33,15,8.3e-4
t3341,Male,SuperPref Nonsmoker,33,16,9.4e-4
t3341,Male,SuperPref Nonsmoker,33,17,0.00105
t3341,Male,SuperPref Nonsmoker,33,18,0.00115
t3341,Male,SuperPref Nonsmoker,33,19,0.00127
t3341,Male,SuperPref Nonsmoker,33,20,0.00142
t3341,Male,SuperPref Nonsmoker,33,21,0.00161
t3341,Male,SuperPref Nonsmoker,33,22,0.00184
t3341,Male,SuperPref Nonsmoker,33,23,0.00207
t3341,Male,SuperPref Nonsmoker,33,24,0.00231
t3341,Male,SuperPref Nonsmoker,33,25,0.00254
t3341,Male,SuperPref Nonsmoker,34,1,1.1e-4
t3341,Male,SuperPref Nonsmoker,34,2,1.3e-4
t3341,Male,SuperPref Nonsmoker,34,3,1.9e-4
t3341,Male,SuperPref Nonsmoker,34,4,2.2e-4
t3341,Male,SuperPref Nonsmoker,34,5,2.5e-4
t3341,Male,SuperPref Nonsmoker,34,6,2.9e-4
t3341,Male,SuperPref Nonsmoker,34,7,3.4e-4
t3341,Male,SuperPref Nonsmoker,34,8,4e-4
t3341,Male,SuperPref Nonsmoker,34,9,4.8e-4
t3341,Male,SuperPref Nonsmoker,34,10,5.3e-4
t3341,Male,SuperPref Nonsmoker,34,11,5.7e-4
t3341,Male,SuperPref Nonsmoker,34,12,6e-4
t3341,Male,SuperPref Nonsmoker,34,13,6.8e-4
t3341,Male,SuperPref Nonsmoker,34,14,7.8e-4
t3341,Male,SuperPref Nonsmoker,34,15,8.8e-4
t3341,Male,SuperPref Nonsmoker,34,16,9.9e-4
t3341,Male,SuperPref Nonsmoker,34,17,0.00111
t3341,Male,SuperPref Nonsmoker,34,18,0.00121
t3341,Male,SuperPref Nonsmoker,34,19,0.00135
t3341,Male,SuperPref Nonsmoker,34,20,0.00152
t3341,Male,SuperPref Nonsmoker,34,21,0.00174
t3341,Male,SuperPref Nonsmoker,34,22,0.00198
t3341,Male,SuperPref Nonsmoker,34,23,0.00223
t3341,Male,SuperPref Nonsmoker,34,24,0.00247
t3341,Male,SuperPref Nonsmoker,34,25,0.00269
t3341,Male,SuperPref Nonsmoker,35,1,1.1e-4
t3341,Male,SuperPref Nonsmoker,35,2,1.3e-4
t3341,Male,SuperPref Nonsmoker,35,3,2.1e-4
t3341,Male,SuperPref Nonsmoker,35,4,2.4e-4
t3341,Male,SuperPref Nonsmoker,35,5,2.8e-4
t3341,Male,SuperPref Nonsmoker,35,6,3.2e-4
t3341,Male,SuperPref Nonsmoker,35,7,3.6e-4
t3341,Male,SuperPref Nonsmoker,35,8,4.4e-4
t3341,Male,SuperPref Nonsmoker,35,9,5e-4
t3341,Male,SuperPref Nonsmoker,35,10,5.5e-4
t3341,Male,SuperPref Nonsmoker,35,11,5.8e-4
t3341,Male,SuperPref Nonsmoker,35,12,6.4e-4
t3341,Male,SuperPref Nonsmoker,35,13,7.3e-4
t3341,Male,SuperPref Nonsmoker,35,14,8.3e-4
t3341,Male,SuperPref Nonsmoker,35,15,0.00093000000000000005
t3341,Male,SuperPref Nonsmoker,35,16,0.00105
t3341,Male,SuperPref Nonsmoker,35,17,0.00117
t3341,Male,SuperPref Nonsmoker,35,18,0.00129
t3341,Male,SuperPref Nonsmoker,35,19,0.00144
t3341,Male,SuperPref Nonsmoker,35,20,0.00164
t3341,Male,SuperPref Nonsmoker,35,21,0.00188
t3341,Male,SuperPref Nonsmoker,35,22,0.00215
t3341,Male,SuperPref Nonsmoker,35,23,0.00241
t3341,Male,SuperPref Nonsmoker,35,24,0.00264
t3341,Male,SuperPref Nonsmoker,35,25,0.00286
t3341,Male,SuperPref Nonsmoker,36,1,1.1e-4
t3341,Male,SuperPref Nonsmoker,36,2,1.4e-4
t3341,Male,SuperPref Nonsmoker,36,3,2.2e-4
t3341,Male,SuperPref Nonsmoker,36,4,2.6e-4
t3341,Male,SuperPref Nonsmoker,36,5,3e-4
t3341,Male,SuperPref Nonsmoker,36,6,3.5e-4
t3341,Male,SuperPref Nonsmoker,36,7,3.9e-4
t3341,Male,SuperPref Nonsmoker,36,8,4.7e-4
