table,gender,risk,attained_age,q_ult
t1076,Male,SuperPref Nonsmoker,103,0.41684
t1076,Male,SuperPref Nonsmoker,104,0.43748
t1076,Male,SuperPref Nonsmoker,105,0.45913
t1076,Male,SuperPref Nonsmoker,106,0.48215
t1076,Male,SuperPref Nonsmoker,107,0.50662
t1076,Male,SuperPref Nonsmoker,108,0.53263
t1076,Male,SuperPref Nonsmoker,109,0.56026
t1076,Male,SuperPref Nonsmoker,110,0.58959
t1076,Male,SuperPref Nonsmoker,111,0.62074
t1076,Male,SuperPref Nonsmoker,112,0.6538
t1076,Male,SuperPref Nonsmoker,113,0.68891
t1076,Male,SuperPref Nonsmoker,114,0.72615
t1076,Male,SuperPref Nonsmoker,115,0.76567
t1076,Male,SuperPref Nonsmoker,116,0.80759
t1076,Male,SuperPref Nonsmoker,117,0.85205
t1076,Male,SuperPref Nonsmoker,118,0.89922
t1076,Male,SuperPref Nonsmoker,119,0.94922
t1076,Male,SuperPref Nonsmoker,120,1
t1077,Male,Preferred Nonsmoker,16,5.4e-4
t1077,Male,Preferred Nonsmoker,17,6.2e-4
t1077,Male,Preferred Nonsmoker,18,6.6e-4
t1077,Male,Preferred Nonsmoker,19,6.9e-4
t1077,Male,Preferred Nonsmoker,20,6.9e-4
t1077,Male,Preferred Nonsmoker,21,7e-4
t1077,Male,Preferred Nonsmoker,22,7e-4
t1077,Male,Preferred Nonsmoker,23,7.1e-4
t1077,Male,Preferred Nonsmoker,24,7.1e-4
t1077,Male,Preferred Nonsmoker,25,7.2e-4
t1077,Male,Preferred Nonsmoker,26,7.4e-4
t1077,Male,Preferred Nonsmoker,27,7.8e-4
t1077,Male,Preferred Nonsmoker,28,7.8e-4
t1077,Male,Preferred Nonsmoker,29,7.7e-4
t1077,Male,Preferred Nonsmoker,30,7.6e-4
t1077,Male,Preferred Nonsmoker,31,7.6e-4
t1077,Male,Preferred Nonsmoker,32,7.6e-4
t1077,Male,Preferred Nonsmoker,33,7.8e-4
t1077,Male,Preferred Nonsmoker,34,8e-4
t1077,Male,Preferred Nonsmoker,35,8.2e-4
t1077,Male,Preferred Nonsmoker,36,8.7e-4
t1077,Male,Preferred Nonsmoker,37,9.1e-4
t1077,Male,Preferred Nonsmoker,38,9.7e-4
t1077,Male,Preferred Nonsmoker,39,0.00103
t1077,Male,Preferred Nonsmoker,40,0.0011
t1077,Male,Preferred Nonsmoker,41,0.00119
t1077,Male,Preferred Nonsmoker,42,0.0013
t1077,Male,Preferred Nonsmoker,43,0.00142
t1077,Male,Preferred Nonsmoker,44,0.00157
t1077,Male,Preferred Nonsmoker,45,0.00174
t1077,Male,Preferred Nonsmoker,46,0.0019
t1077,Male,Preferred Nonsmoker,47,0.00207
t1077,Male,Preferred Nonsmoker,48,0.00218
t1077,Male,Preferred Nonsmoker,49,0.00233
t1077,Male,Preferred Nonsmoker,50,0.00251
t1077,Male,Preferred Nonsmoker,51,0.00273
t1077,Male,Preferred Nonsmoker,52,0.00304
t1077,Male,Preferred Nonsmoker,53,0.00338
t1077,Male,Preferred Nonsmoker,54,0.0038
t1077,Male,Preferred Nonsmoker,55,0.00433
t1077,Male,Preferred Nonsmoker,56,0.00488
t1077,Male,Preferred Nonsmoker,57,0.00548
t1077,Male,Preferred Nonsmoker,58,0.00601
t1077,Male,Preferred Nonsmoker,59,0.00664
t1077,Male,Preferred Nonsmoker,60,0.0073
t1077,Male,Preferred Nonsmoker,61,0.00811
t1077,Male,Preferred Nonsmoker,62,0.0091
t1077,Male,Preferred Nonsmoker,63,0.01021
t1077,Male,Preferred Nonsmoker,64,0.01137
t1077,Male,Preferred Nonsmoker,65,0.0126
t1077,Male,Preferred Nonsmoker,66,0.01385
t1077,Male,Preferred Nonsmoker,67,0.01511
t1077,Male,Preferred Nonsmoker,68,0.01648
t1077,Male,Preferred Nonsmoker,69,0.01789
t1077,Male,Preferred Nonsmoker,70,0.0196
t1077,Male,Preferred Nonsmoker,71,0.02151
t1077,Male,Preferred Nonsmoker,72,0.02402
t1077,Male,Preferred Nonsmoker,73,0.02667
t1077,Male,Preferred Nonsmoker,74,0.02946
t1077,Male,Preferred Nonsmoker,75,0.03251
t1077,Male,Preferred Nonsmoker,76,0.03623
t1077,Male,Preferred Nonsmoker,77,0.04059
t1077,Male,Preferred Nonsmoker,78,0.0457
t1077,Male,Preferred Nonsmoker,79,0.05163
t1077,Male,Preferred Nonsmoker,80,0.0582
t1077,Male,Preferred Nonsmoker,81,0.06574
t1077,Male,Preferred Nonsmoker,82,0.07371
t1077,Male,Preferred Nonsmoker,83,0.08242
t1077,Male,Preferred Nonsmoker,84,0.09217
t1077,Male,Preferred Nonsmoker,85,0.10314
t1077,Male,Preferred Nonsmoker,86,0.11544
t1077,Male,Preferred Nonsmoker,87,0.12901
t1077,Male,Preferred Nonsmoker,88,0.14375
t1077,Male,Preferred Nonsmoker,89,0.15951
t1077,Male,Preferred Nonsmoker,90,0.1762
t1077,Male,Preferred Nonsmoker,91,0.19228
t1077,Male,Preferred Nonsmoker,92,0.20929
t1077,Male,Preferred Nonsmoker,93,0.2274
t1077,Male,Preferred Nonsmoker,94,0.24672
t1077,Male,Preferred Nonsmoker,95,0.26719
t1077,Male,Preferred Nonsmoker,96,0.28379
t1077,Male,Preferred Nonsmoker,97,0.30149
t1077,Male,Preferred Nonsmoker,98,0.32038
t1077,Male,Preferred Nonsmoker,99,0.34054
t1077,Male,Preferred Nonsmoker,100,0.3621
t1077,Male,Preferred Nonsmoker,101,0.37921
t1077,Male,Preferred Nonsmoker,102,0.39744
t1077,Male,Preferred Nonsmoker,103,0.41684
t1077,Male,Preferred Nonsmoker,104,0.43748
t1077,Male,Preferred Nonsmoker,105,0.45913
t1077,Male,Preferred Nonsmoker,106,0.48215
t1077,Male,Preferred Nonsmoker,107,0.50662
t1077,Male,Preferred Nonsmoker,108,0.53263
t1077,Male,Preferred Nonsmoker,109,0.56026
t1077,Male,Preferred Nonsmoker,110,0.58959
t1077,Male,Preferred Nonsmoker,111,0.62074
t1077,Male,Preferred Nonsmoker,112,0.6538
t1077,Male,Preferred Nonsmoker,113,0.68891
t1077,Male,Preferred Nonsmoker,114,0.72615
t1077,Male,Preferred Nonsmoker,115,0.76567
t1077,Male,Preferred Nonsmoker,116,0.80759
t1077,Male,Preferred Nonsmoker,117,0.85205
t1077,Male,Preferred Nonsmoker,118,0.89922
t1077,Male,Preferred Nonsmoker,119,0.94922
t1077,Male,Preferred Nonsmoker,120,1
t1078,Male,Residual Nonsmoker,16,8.5e-4
t1078,Male,Residual Nonsmoker,17,9.9e-4
t1078,Male,Residual Nonsmoker,18,0.00106
t1078,Male,Residual Nonsmoker,19,0.00109
t1078,Male,Residual Nonsmoker,20,0.0011
t1078,Male,Residual Nonsmoker,21,0.0011
t1078,Male,Residual Nonsmoker,22,0.00111
t1078,Male,Residual Nonsmoker,23,0.00111
t1078,Male,Residual Nonsmoker,24,0.00112
t1078,Male,Residual Nonsmoker,25,0.00113
t1078,Male,Residual Nonsmoker,26,0.00117
t1078,Male,Residual Nonsmoker,27,0.00123
t1078,Male,Residual Nonsmoker,28,0.00122
t1078,Male,Residual Nonsmoker,29,0.00119
t1078,Male,Residual Nonsmoker,30,0.00118
t1078,Male,Residual Nonsmoker,31,0.00116
t1078,Male,Residual Nonsmoker,32,0.00116
t1078,Male,Residual Nonsmoker,33,0.00118
t1078,Male,Residual Nonsmoker,34,0.00121
t1078,Male,Residual Nonsmoker,35,0.00125
t1078,Male,Residual Nonsmoker,36,0.00131
t1078,Male,Residual Nonsmoker,37,0.00137
t1078,Male,Residual Nonsmoker,38,0.00146
t1078,Male,Residual Nonsmoker,39,0.00157
t1078,Male,Residual Nonsmoker,40,0.00167
t1078,Male,Residual Nonsmoker,41,0.00181
t1078,Male,Residual Nonsmoker,42,0.00198
t1078,Male,Residual Nonsmoker,43,0.00217
t1078,Male,Residual Nonsmoker,44,0.0024
t1078,Male,Residual Nonsmoker,45,0.00267
t1078,Male,Residual Nonsmoker,46,0.00292
t1078,Male,Residual Nonsmoker,47,0.0032
t1078,Male,Residual Nonsmoker,48,0.00335
t1078,Male,Residual Nonsmoker,49,0.00355
t1078,Male,Residual Nonsmoker,50,0.00379
t1078,Male,Residual Nonsmoker,51,0.00409
t1078,Male,Residual Nonsmoker,52,0.00449
t1078,Male,Residual Nonsmoker,53,0.00492
t1078,Male,Residual Nonsmoker,54,0.00549
t1078,Male,Residual Nonsmoker,55,0.00616
t1078,Male,Residual Nonsmoker,56,0.00685
t1078,Male,Residual Nonsmoker,57,0.0076
t1078,Male,Residual Nonsmoker,58,0.00822
t1078,Male,Residual Nonsmoker,59,0.00894
t1078,Male,Residual Nonsmoker,60,0.00985
t1078,Male,Residual Nonsmoker,61,0.01095
t1078,Male,Residual Nonsmoker,62,0.01231
t1078,Male,Residual Nonsmoker,63,0.01383
t1078,Male,Residual Nonsmoker,64,0.01543
t1078,Male,Residual Nonsmoker,65,0.01711
t1078,Male,Residual Nonsmoker,66,0.01882
t1078,Male,Residual Nonsmoker,67,0.02055
t1078,Male,Residual Nonsmoker,68,0.02242
t1078,Male,Residual Nonsmoker,69,0.02433
t1078,Male,Residual Nonsmoker,70,0.02667
t1078,Male,Residual Nonsmoker,71,0.02928
t1078,Male,Residual Nonsmoker,72,0.03273
t1078,Male,Residual Nonsmoker,73,0.03635
t1078,Male,Residual Nonsmoker,74,0.04017
t1078,Male,Residual Nonsmoker,75,0.04433
t1078,Male,Residual Nonsmoker,76,0.04864
t1078,Male,Residual Nonsmoker,77,0.05364
t1078,Male,Residual Nonsmoker,78,0.05946
t1078,Male,Residual Nonsmoker,79,0.06615
t1078,Male,Residual Nonsmoker,80,0.07341
t1078,Male,Residual Nonsmoker,81,0.08163
t1078,Male,Residual Nonsmoker,82,0.09012
t1078,Male,Residual Nonsmoker,83,0.09919
t1078,Male,Residual Nonsmoker,84,0.1092
t1078,Male,Residual Nonsmoker,85,0.12031
t1078,Male,Residual Nonsmoker,86,0.13259
t1078,Male,Residual Nonsmoker,87,0.14588
t1078,Male,Residual Nonsmoker,88,0.16002
t1078,Male,Residual Nonsmoker,89,0.17482
t1078,Male,Residual Nonsmoker,90,0.19013
t1078,Male,Residual Nonsmoker,91,0.2043
t1078,Male,Residual Nonsmoker,92,0.21895
t1078,Male,Residual Nonsmoker,93,0.23428
t1078,Male,Residual Nonsmoker,94,0.25039
t1078,Male,Residual Nonsmoker,95,0.26719
t1078,Male,Residual Nonsmoker,96,0.28379
t1078,Male,Residual Nonsmoker,97,0.30149
t1078,Male,Residual Nonsmoker,98,0.32038
t1078,Male,Residual Nonsmoker,99,0.34054
t1078,Male,Residual Nonsmoker,100,0.3621
t1078,Male,Residual Nonsmoker,101,0.37921
t1078,Male,Residual Nonsmoker,102,0.39744
t1078,Male,Residual Nonsmoker,103,0.41684
t1078,Male,Residual Nonsmoker,104,0.43748
t1078,Male,Residual Nonsmoker,105,0.45913
t1078,Male,Residual Nonsmoker,106,0.48215
t1078,Male,Residual Nonsmoker,107,0.50662
t1078,Male,Residual Nonsmoker,108,0.53263
t1078,Male,Residual Nonsmoker,109,0.56026
t1078,Male,Residual Nonsmoker,110,0.58959
t1078,Male,Residual Nonsmoker,111,0.62074
t1078,Male,Residual Nonsmoker,112,0.6538
t1078,Male,Residual Nonsmoker,113,0.68891
t1078,Male,Residual Nonsmoker,114,0.72615
t1078,Male,Residual Nonsmoker,115,0.76567
t1078,Male,Residual Nonsmoker,116,0.80759
t1078,Male,Residual Nonsmoker,117,0.85205
t1078,Male,Residual Nonsmoker,118,0.89922
t1078,Male,Residual Nonsmoker,119,0.94922
t1078,Male,Residual Nonsmoker,120,1
t1079,Male,Preferred Smoker,16,5.7e-4
t1079,Male,Preferred Smoker,17,7.1e-4
t1079,Male,Preferred Smoker,18,8e-4
t1079,Male,Preferred Smoker,19,8.8e-4
t1079,Male,Preferred Smoker,20,9.2e-4
t1079,Male,Preferred Smoker,21,9.5e-4
t1079,Male,Preferred Smoker,22,0.00101
t1079,Male,Preferred Smoker,23,0.00106
t1079,Male,Preferred Smoker,24,0.00111
t1079,Male,Preferred Smoker,25,0.00117
t1079,Male,Preferred Smoker,26,0.00124
t1079,Male,Preferred Smoker,27,0.0013
t1079,Male,Preferred Smoker,28,0.00131
t1079,Male,Preferred Smoker,29,0.00131
t1079,Male,Preferred Smoker,30,0.0013
t1079,Male,Preferred Smoker,31,0.00131
t1079,Male,Preferred Smoker,32,0.00132
t1079,Male,Preferred Smoker,33,0.00137
t1079,Male,Preferred Smoker,34,0.00142
t1079,Male,Preferred Smoker,35,0.00146
t1079,Male,Preferred Smoker,36,0.00155
t1079,Male,Preferred Smoker,37,0.00164
t1079,Male,Preferred Smoker,38,0.00175
t1079,Male,Preferred Smoker,39,0.00188
t1079,Male,Preferred Smoker,40,0.00202
t1079,Male,Preferred Smoker,41,0.00221
t1079,Male,Preferred Smoker,42,0.00243
t1079,Male,Preferred Smoker,43,0.00268
t1079,Male,Preferred Smoker,44,0.00299
t1079,Male,Preferred Smoker,45,0.00331
t1079,Male,Preferred Smoker,46,0.00362
t1079,Male,Preferred Smoker,47,0.00395
t1079,Male,Preferred Smoker,48,0.00414
t1079,Male,Preferred Smoker,49,0.00436
t1079,Male,Preferred Smoker,50,0.00473
t1079,Male,Preferred Smoker,51,0.00516
t1079,Male,Preferred Smoker,52,0.00574
t1079,Male,Preferred Smoker,53,0.00641
t1079,Male,Preferred Smoker,54,0.00724
t1079,Male,Preferred Smoker,55,0.00819
t1079,Male,Preferred Smoker,56,0.00917
t1079,Male,Preferred Smoker,57,0.01022
t1079,Male,Preferred Smoker,58,0.01111
t1079,Male,Preferred Smoker,59,0.01212
t1079,Male,Preferred Smoker,60,0.0132
t1079,Male,Preferred Smoker,61,0.01453
t1079,Male,Preferred Smoker,62,0.01613
t1079,Male,Preferred Smoker,63,0.01791
t1079,Male,Preferred Smoker,64,0.01973
t1079,Male,Preferred Smoker,65,0.02153
t1079,Male,Preferred Smoker,66,0.02327
t1079,Male,Preferred Smoker,67,0.02496
t1079,Male,Preferred Smoker,68,0.02673
t1079,Male,Preferred Smoker,69,0.0285
t1079,Male,Preferred Smoker,70,0.03063
t1079,Male,Preferred Smoker,71,0.03297
t1079,Male,Preferred Smoker,72,0.03614
t1079,Male,Preferred Smoker,73,0.03934
t1079,Male,Preferred Smoker,74,0.04256
t1079,Male,Preferred Smoker,75,0.04633
t1079,Male,Preferred Smoker,76,0.05091
t1079,Male,Preferred Smoker,77,0.05622
t1079,Male,Preferred Smoker,78,0.06237
t1079,Male,Preferred Smoker,79,0.06944
t1079,Male,Preferred Smoker,80,0.07707
t1079,Male,Preferred Smoker,81,0.08569
t1079,Male,Preferred Smoker,82,0.09456
t1079,Male,Preferred Smoker,83,0.10399
t1079,Male,Preferred Smoker,84,0.11435
t1079,Male,Preferred Smoker,85,0.12655
t1079,Male,Preferred Smoker,86,0.14004
t1079,Male,Preferred Smoker,87,0.15471
t1079,Male,Preferred Smoker,88,0.17035
t1079,Male,Preferred Smoker,89,0.18678
t1079,Male,Preferred Smoker,90,0.20379
t1079,Male,Preferred Smoker,91,0.21964
t1079,Male,Preferred Smoker,92,0.23604
t1079,Male,Preferred Smoker,93,0.25319
t1079,Male,Preferred Smoker,94,0.27116
t1079,Male,Preferred Smoker,95,0.29105
t1079,Male,Preferred Smoker,96,0.30633
t1079,Male,Preferred Smoker,97,0.32244
t1079,Male,Preferred Smoker,98,0.33945
t1079,Male,Preferred Smoker,99,0.35742
t1079,Male,Preferred Smoker,100,0.3764
t1079,Male,Preferred Smoker,101,0.39077
t1079,Male,Preferred Smoker,102,0.40592
t1079,Male,Preferred Smoker,103,0.42183
t1079,Male,Preferred Smoker,104,0.43857
t1079,Male,Preferred Smoker,105,0.46015
t1079,Male,Preferred Smoker,106,0.4831
t1079,Male,Preferred Smoker,107,0.50751
t1079,Male,Preferred Smoker,108,0.53344
t1079,Male,Preferred Smoker,109,0.56101
t1079,Male,Preferred Smoker,110,0.59027
t1079,Male,Preferred Smoker,111,0.62135
t1079,Male,Preferred Smoker,112,0.65435
t1079,Male,Preferred Smoker,113,0.68938
t1079,Male,Preferred Smoker,114,0.72656
t1079,Male,Preferred Smoker,115,0.76601
t1079,Male,Preferred Smoker,116,0.80786
t1079,Male,Preferred Smoker,117,0.85226
t1079,Male,Preferred Smoker,118,0.89935
t1079,Male,Preferred Smoker,119,0.94929
t1079,Male,Preferred Smoker,120,1
t1080,Male,Residual Smoker,16,8.8e-4
t1080,Male,Residual Smoker,17,0.00108
t1080,Male,Residual Smoker,18,0.00124
t1080,Male,Residual Smoker,19,0.00135
t1080,Male,Residual Smoker,20,0.00143
t1080,Male,Residual Smoker,21,0.00149
t1080,Male,Residual Smoker,22,0.00156
t1080,Male,Residual Smoker,23,0.00163
t1080,Male,Residual Smoker,24,0.00172
t1080,Male,Residual Smoker,25,0.00182
t1080,Male,Residual Smoker,26,0.00192
t1080,Male,Residual Smoker,27,0.00202
t1080,Male,Residual Smoker,28,0.00203
t1080,Male,Residual Smoker,29,0.00202
t1080,Male,Residual Smoker,30,0.00202
t1080,Male,Residual Smoker,31,0.00202
t1080,Male,Residual Smoker,32,0.00203
t1080,Male,Residual Smoker,33,0.00208
t1080,Male,Residual Smoker,34,0.00217
t1080,Male,Residual Smoker,35,0.00223
t1080,Male,Residual Smoker,36,0.00236
t1080,Male,Residual Smoker,37,0.00249
t1080,Male,Residual Smoker,38,0.00268
t1080,Male,Residual Smoker,39,0.00287
t1080,Male,Residual Smoker,40,0.00309
t1080,Male,Residual Smoker,41,0.00338
t1080,Male,Residual Smoker,42,0.0037200000000000002
t1080,Male,Residual Smoker,43,0.00412
t1080,Male,Residual Smoker,44,0.0046
t1080,Male,Residual Smoker,45,0.00511
t1080,Male,Residual Smoker,46,0.00559
t1080,Male,Residual Smoker,47,0.00611
t1080,Male,Residual Smoker,48,0.0064
t1080,Male,Residual Smoker,49,0.00673
t1080,Male,Residual Smoker,50,0.00719
t1080,Male,Residual Smoker,51,0.00774
t1080,Male,Residual Smoker,52,0.00848
t1080,Male,Residual Smoker,53,0.00933
t1080,Male,Residual Smoker,54,0.01039
t1080,Male,Residual Smoker,55,0.01158
t1080,Male,Residual Smoker,56,0.01278
t1080,Male,Residual Smoker,57,0.01405
t1080,Male,Residual Smoker,58,0.01504
t1080,Male,Residual Smoker,59,0.01617
t1080,Male,Residual Smoker,60,0.01762
t1080,Male,Residual Smoker,61,0.0194
t1080,Male,Residual Smoker,62,0.02156
t1080,Male,Residual Smoker,63,0.02395
t1080,Male,Residual Smoker,64,0.0264
t1080,Male,Residual Smoker,65,0.02882
t1080,Male,Residual Smoker,66,0.03115
t1080,Male,Residual Smoker,67,0.03341
t1080,Male,Residual Smoker,68,0.03579
t1080,Male,Residual Smoker,69,0.03814
t1080,Male,Residual Smoker,70,0.041
t1080,Male,Residual Smoker,71,0.04413
t1080,Male,Residual Smoker,72,0.04838
t1080,Male,Residual Smoker,73,0.05265
t1080,Male,Residual Smoker,74,0.05697
t1080,Male,Residual Smoker,75,0.062
t1080,Male,Residual Smoker,76,0.06709
t1080,Male,Residual Smoker,77,0.07297
t1080,Male,Residual Smoker,78,0.07976
t1080,Male,Residual Smoker,79,0.08747
t1080,Male,Residual Smoker,80,0.09565
t1080,Male,Residual Smoker,81,0.10479
t1080,Male,Residual Smoker,82,0.11393
t1080,Male,Residual Smoker,83,0.12346
t1080,Male,Residual Smoker,84,0.13377
t1080,Male,Residual Smoker,85,0.1459
t1080,Male,Residual Smoker,86,0.15912
t1080,Male,Residual Smoker,87,0.17326
t1080,Male,Residual Smoker,88,0.18803
t1080,Male,Residual Smoker,89,0.2032
t1080,Male,Residual Smoker,90,0.21856
t1080,Male,Residual Smoker,91,0.2322
t1080,Male,Residual Smoker,92,0.24601
t1080,Male,Residual Smoker,93,0.2602
t1080,Male,Residual Smoker,94,0.27485
t1080,Male,Residual Smoker,95,0.29105
t1080,Male,Residual Smoker,96,0.30633
t1080,Male,Residual Smoker,97,0.32244
t1080,Male,Residual Smoker,98,0.33945
t1080,Male,Residual Smoker,99,0.35742
t1080,Male,Residual Smoker,100,0.3764
t1080,Male,Residual Smoker,101,0.39078
t1080,Male,Residual Smoker,102,0.40592
t1080,Male,Residual Smoker,103,0.42183
t1080,Male,Residual Smoker,104,0.43857
t1080,Male,Residual Smoker,105,0.46015
t1080,Male,Residual Smoker,106,0.48311
t1080,Male,Residual Smoker,107,0.50751
t1080,Male,Residual Smoker,108,0.53344
t1080,Male,Residual Smoker,109,0.56101
t1080,Male,Residual Smoker,110,0.59027
t1080,Male,Residual Smoker,111,0.62136
t1080,Male,Residual Smoker,112,0.65435
t1080,Male,Residual Smoker,113,0.68938
t1080,Male,Residual Smoker,114,0.72656
t1080,Male,Residual Smoker,115,0.76601
t1080,Male,Residual Smoker,116,0.80786
t1080,Male,Residual Smoker,117,0.85226
t1080,Male,Residual Smoker,118,0.89935
t1080,Male,Residual Smoker,119,0.94929
t1080,Male,Residual Smoker,120,1
t1081,Female,SuperPref Nonsmoker,16,2.3e-4
t1081,Female,SuperPref Nonsmoker,17,2.5e-4
t1081,Female,SuperPref Nonsmoker,18,2.5e-4
t1081,Female,SuperPref Nonsmoker,19,2.6e-4
t1081,Female,SuperPref Nonsmoker,20,2.7e-4
t1081,Female,SuperPref Nonsmoker,21,2.8e-4
t1081,Female,SuperPref Nonsmoker,22,2.8e-4
t1081,Female,SuperPref Nonsmoker,23,2.9e-4
t1081,Female,SuperPref Nonsmoker,24,3e-4
t1081,Female,SuperPref Nonsmoker,25,3.1e-4
t1081,Female,SuperPref Nonsmoker,26,3.2e-4
t1081,Female,SuperPref Nonsmoker,27,3.4e-4
t1081,Female,SuperPref Nonsmoker,28,3.6e-4
t1081,Female,SuperPref Nonsmoker,29,3.8e-4
t1081,Female,SuperPref Nonsmoker,30,3.9e-4
t1081,Female,SuperPref Nonsmoker,31,4.1e-4
t1081,Female,SuperPref Nonsmoker,32,4.4e-4
t1081,Female,SuperPref Nonsmoker,33,4.6e-4
t1081,Female,SuperPref Nonsmoker,34,5e-4
t1081,Female,SuperPref Nonsmoker,35,5.4e-4
t1081,Female,SuperPref Nonsmoker,36,5.7e-4
t1081,Female,SuperPref Nonsmoker,37,6.2e-4
t1081,Female,SuperPref Nonsmoker,38,6.5e-4
t1081,Female,SuperPref Nonsmoker,39,6.8e-4
t1081,Female,SuperPref Nonsmoker,40,7.2e-4
t1081,Female,SuperPref Nonsmoker,41,7.7e-4
t1081,Female,SuperPref Nonsmoker,42,8.1e-4
t1081,Female,SuperPref Nonsmoker,43,8.7e-4
t1081,Female,SuperPref Nonsmoker,44,9.4e-4
t1081,Female,SuperPref Nonsmoker,45,0.00102
t1081,Female,SuperPref Nonsmoker,46,0.00112
t1081,Female,SuperPref Nonsmoker,47,0.00122
t1081,Female,SuperPref Nonsmoker,48,0.00139
