table,gender_blend,issue_age,duration,q_sel
t3277,20% Male,7,21,5.3e-4
t3277,20% Male,7,22,5.4e-4
t3277,20% Male,7,23,5.5e-4
t3277,20% Male,7,24,5.8e-4
t3277,20% Male,7,25,6.2e-4
t3277,20% Male,8,1,8e-5
t3277,20% Male,8,2,8e-5
t3277,20% Male,8,3,9e-5
t3277,20% Male,8,4,9e-5
t3277,20% Male,8,5,1e-4
t3277,20% Male,8,6,1e-4
t3277,20% Male,8,7,1.3e-4
t3277,20% Male,8,8,2.2e-4
t3277,20% Male,8,9,3.2e-4
t3277,20% Male,8,10,3.9e-4
t3277,20% Male,8,11,4.3e-4
t3277,20% Male,8,12,4.4e-4
t3277,20% Male,8,13,4.4e-4
t3277,20% Male,8,14,4.5e-4
t3277,20% Male,8,15,4.6e-4
t3277,20% Male,8,16,4.8e-4
t3277,20% Male,8,17,5.2e-4
t3277,20% Male,8,18,5.4e-4
t3277,20% Male,8,19,5.4e-4
t3277,20% Male,8,20,5.3e-4
t3277,20% Male,8,21,5.4e-4
t3277,20% Male,8,22,5.5e-4
t3277,20% Male,8,23,5.8e-4
t3277,20% Male,8,24,6.2e-4
t3277,20% Male,8,25,6.5e-4
t3277,20% Male,9,1,8e-5
t3277,20% Male,9,2,9e-5
t3277,20% Male,9,3,9e-5
t3277,20% Male,9,4,1e-4
t3277,20% Male,9,5,1e-4
t3277,20% Male,9,6,1.3e-4
t3277,20% Male,9,7,2.2e-4
t3277,20% Male,9,8,3.2e-4
t3277,20% Male,9,9,3.9e-4
t3277,20% Male,9,10,4.3e-4
t3277,20% Male,9,11,4.4e-4
t3277,20% Male,9,12,4.4e-4
t3277,20% Male,9,13,4.5e-4
t3277,20% Male,9,14,4.6e-4
t3277,20% Male,9,15,4.8e-4
t3277,20% Male,9,16,5.2e-4
t3277,20% Male,9,17,5.4e-4
t3277,20% Male,9,18,5.4e-4
t3277,20% Male,9,19,5.3e-4
t3277,20% Male,9,20,5.4e-4
t3277,20% Male,9,21,5.5e-4
t3277,20% Male,9,22,5.8e-4
t3277,20% Male,9,23,6.2e-4
t3277,20% Male,9,24,6.5e-4
t3277,20% Male,9,25,7.1e-4
t3277,20% Male,10,1,9e-5
t3277,20% Male,10,2,9e-5
t3277,20% Male,10,3,1e-4
t3277,20% Male,10,4,1e-4
t3277,20% Male,10,5,1.3e-4
t3277,20% Male,10,6,2.2e-4
t3277,20% Male,10,7,3.2e-4
t3277,20% Male,10,8,3.9e-4
t3277,20% Male,10,9,4.3e-4
t3277,20% Male,10,10,4.4e-4
t3277,20% Male,10,11,4.4e-4
t3277,20% Male,10,12,4.5e-4
t3277,20% Male,10,13,4.6e-4
t3277,20% Male,10,14,4.8e-4
t3277,20% Male,10,15,5.2e-4
t3277,20% Male,10,16,5.4e-4
t3277,20% Male,10,17,5.4e-4
t3277,20% Male,10,18,5.3e-4
t3277,20% Male,10,19,5.4e-4
t3277,20% Male,10,20,5.5e-4
t3277,20% Male,10,21,5.8e-4
t3277,20% Male,10,22,6.2e-4
t3277,20% Male,10,23,6.5e-4
t3277,20% Male,10,24,7.1e-4
t3277,20% Male,10,25,7.8e-4
t3277,20% Male,11,1,9e-5
t3277,20% Male,11,2,1e-4
t3277,20% Male,11,3,1e-4
t3277,20% Male,11,4,1.3e-4
t3277,20% Male,11,5,2.2e-4
t3277,20% Male,11,6,3.2e-4
t3277,20% Male,11,7,3.9e-4
t3277,20% Male,11,8,4.3e-4
t3277,20% Male,11,9,4.4e-4
t3277,20% Male,11,10,4.4e-4
t3277,20% Male,11,11,4.5e-4
t3277,20% Male,11,12,4.6e-4
t3277,20% Male,11,13,4.8e-4
t3277,20% Male,11,14,5.2e-4
t3277,20% Male,11,15,5.4e-4
t3277,20% Male,11,16,5.4e-4
t3277,20% Male,11,17,5.3e-4
t3277,20% Male,11,18,5.4e-4
t3277,20% Male,11,19,5.5e-4
t3277,20% Male,11,20,5.8e-4
t3277,20% Male,11,21,6.2e-4
t3277,20% Male,11,22,6.5e-4
t3277,20% Male,11,23,7.1e-4
t3277,20% Male,11,24,7.8e-4
t3277,20% Male,11,25,8.5e-4
t3277,20% Male,12,1,1e-4
t3277,20% Male,12,2,1e-4
t3277,20% Male,12,3,1.3e-4
t3277,20% Male,12,4,2.2e-4
t3277,20% Male,12,5,3.2e-4
t3277,20% Male,12,6,3.9e-4
t3277,20% Male,12,7,4.3e-4
t3277,20% Male,12,8,4.4e-4
t3277,20% Male,12,9,4.4e-4
t3277,20% Male,12,10,4.5e-4
t3277,20% Male,12,11,4.6e-4
t3277,20% Male,12,12,4.8e-4
t3277,20% Male,12,13,5.2e-4
t3277,20% Male,12,14,5.4e-4
t3277,20% Male,12,15,5.4e-4
t3277,20% Male,12,16,5.3e-4
t3277,20% Male,12,17,5.4e-4
t3277,20% Male,12,18,5.5e-4
t3277,20% Male,12,19,5.8e-4
t3277,20% Male,12,20,6.2e-4
t3277,20% Male,12,21,6.5e-4
t3277,20% Male,12,22,7.1e-4
t3277,20% Male,12,23,7.8e-4
t3277,20% Male,12,24,8.5e-4
t3277,20% Male,12,25,9.5e-4
t3277,20% Male,13,1,1e-4
t3277,20% Male,13,2,1.3e-4
t3277,20% Male,13,3,2.2e-4
t3277,20% Male,13,4,3.2e-4
t3277,20% Male,13,5,3.9e-4
t3277,20% Male,13,6,4.3e-4
t3277,20% Male,13,7,4.4e-4
t3277,20% Male,13,8,4.4e-4
t3277,20% Male,13,9,4.5e-4
t3277,20% Male,13,10,4.6e-4
t3277,20% Male,13,11,4.8e-4
t3277,20% Male,13,12,5.2e-4
t3277,20% Male,13,13,5.4e-4
t3277,20% Male,13,14,5.4e-4
t3277,20% Male,13,15,5.3e-4
t3277,20% Male,13,16,5.4e-4
t3277,20% Male,13,17,5.5e-4
t3277,20% Male,13,18,5.8e-4
t3277,20% Male,13,19,6.2e-4
t3277,20% Male,13,20,6.5e-4
t3277,20% Male,13,21,7.1e-4
t3277,20% Male,13,22,7.8e-4
t3277,20% Male,13,23,8.5e-4
t3277,20% Male,13,24,9.5e-4
t3277,20% Male,13,25,0.00105
t3277,20% Male,14,1,1.3e-4
t3277,20% Male,14,2,2.2e-4
t3277,20% Male,14,3,3.2e-4
t3277,20% Male,14,4,3.9e-4
t3277,20% Male,14,5,4.3e-4
t3277,20% Male,14,6,4.4e-4
t3277,20% Male,14,7,4.4e-4
t3277,20% Male,14,8,4.5e-4
t3277,20% Male,14,9,4.6e-4
t3277,20% Male,14,10,4.8e-4
t3277,20% Male,14,11,5.2e-4
t3277,20% Male,14,12,5.4e-4
t3277,20% Male,14,13,5.4e-4
t3277,20% Male,14,14,5.3e-4
t3277,20% Male,14,15,5.4e-4
t3277,20% Male,14,16,5.5e-4
t3277,20% Male,14,17,5.8e-4
t3277,20% Male,14,18,6.2e-4
t3277,20% Male,14,19,6.5e-4
t3277,20% Male,14,20,7.1e-4
t3277,20% Male,14,21,7.8e-4
t3277,20% Male,14,22,8.5e-4
t3277,20% Male,14,23,9.5e-4
t3277,20% Male,14,24,0.00105
t3277,20% Male,14,25,0.00115
t3277,20% Male,15,1,2.2e-4
t3277,20% Male,15,2,3.2e-4
t3277,20% Male,15,3,3.9e-4
t3277,20% Male,15,4,4.3e-4
t3277,20% Male,15,5,4.4e-4
t3277,20% Male,15,6,4.4e-4
t3277,20% Male,15,7,4.5e-4
t3277,20% Male,15,8,4.6e-4
t3277,20% Male,15,9,4.8e-4
t3277,20% Male,15,10,5.2e-4
t3277,20% Male,15,11,5.4e-4
t3277,20% Male,15,12,5.4e-4
t3277,20% Male,15,13,5.3e-4
t3277,20% Male,15,14,5.4e-4
t3277,20% Male,15,15,5.5e-4
t3277,20% Male,15,16,5.8e-4
t3277,20% Male,15,17,6.2e-4
t3277,20% Male,15,18,6.5e-4
t3277,20% Male,15,19,7.1e-4
t3277,20% Male,15,20,7.8e-4
t3277,20% Male,15,21,8.5e-4
t3277,20% Male,15,22,9.5e-4
t3277,20% Male,15,23,0.00105
t3277,20% Male,15,24,0.00115
t3277,20% Male,15,25,0.00124
t3277,20% Male,16,1,3.2e-4
t3277,20% Male,16,2,3.9e-4
t3277,20% Male,16,3,4.3e-4
t3277,20% Male,16,4,4.4e-4
t3277,20% Male,16,5,4.4e-4
t3277,20% Male,16,6,4.5e-4
t3277,20% Male,16,7,4.6e-4
t3277,20% Male,16,8,4.8e-4
t3277,20% Male,16,9,5.2e-4
t3277,20% Male,16,10,5.4e-4
t3277,20% Male,16,11,5.4e-4
t3277,20% Male,16,12,5.3e-4
t3277,20% Male,16,13,5.4e-4
t3277,20% Male,16,14,5.5e-4
t3277,20% Male,16,15,5.8e-4
t3277,20% Male,16,16,6.2e-4
t3277,20% Male,16,17,6.5e-4
t3277,20% Male,16,18,7.1e-4
t3277,20% Male,16,19,7.8e-4
t3277,20% Male,16,20,8.5e-4
t3277,20% Male,16,21,9.5e-4
t3277,20% Male,16,22,0.00105
t3277,20% Male,16,23,0.00115
t3277,20% Male,16,24,0.00124
t3277,20% Male,16,25,0.00132
t3277,20% Male,17,1,3.9e-4
t3277,20% Male,17,2,4.3e-4
t3277,20% Male,17,3,4.4e-4
t3277,20% Male,17,4,4.4e-4
t3277,20% Male,17,5,4.5e-4
t3277,20% Male,17,6,4.6e-4
t3277,20% Male,17,7,4.8e-4
t3277,20% Male,17,8,5.2e-4
t3277,20% Male,17,9,5.4e-4
t3277,20% Male,17,10,5.4e-4
t3277,20% Male,17,11,5.3e-4
t3277,20% Male,17,12,5.4e-4
t3277,20% Male,17,13,5.5e-4
t3277,20% Male,17,14,5.8e-4
t3277,20% Male,17,15,6.2e-4
t3277,20% Male,17,16,6.5e-4
t3277,20% Male,17,17,7.1e-4
t3277,20% Male,17,18,7.8e-4
t3277,20% Male,17,19,8.5e-4
t3277,20% Male,17,20,9.5e-4
t3277,20% Male,17,21,0.00105
t3277,20% Male,17,22,0.00115
t3277,20% Male,17,23,0.00124
t3277,20% Male,17,24,0.00132
t3277,20% Male,17,25,0.0014
t3277,20% Male,18,1,4.3e-4
t3277,20% Male,18,2,4.4e-4
t3277,20% Male,18,3,4.4e-4
t3277,20% Male,18,4,4.5e-4
t3277,20% Male,18,5,4.5e-4
t3277,20% Male,18,6,4.6e-4
t3277,20% Male,18,7,4.8e-4
t3277,20% Male,18,8,4.8e-4
t3277,20% Male,18,9,4.7e-4
t3277,20% Male,18,10,4.7e-4
t3277,20% Male,18,11,4.8e-4
t3277,20% Male,18,12,4.9e-4
t3277,20% Male,18,13,5e-4
t3277,20% Male,18,14,5.3e-4
t3277,20% Male,18,15,5.7e-4
t3277,20% Male,18,16,6.3e-4
t3277,20% Male,18,17,7.3e-4
t3277,20% Male,18,18,8e-4
t3277,20% Male,18,19,9e-4
t3277,20% Male,18,20,0.00101
t3277,20% Male,18,21,0.00111
t3277,20% Male,18,22,0.0012
t3277,20% Male,18,23,0.00128
t3277,20% Male,18,24,0.00137
t3277,20% Male,18,25,0.00144
t3277,20% Male,19,1,4.2e-4
t3277,20% Male,19,2,4.3e-4
t3277,20% Male,19,3,4.1e-4
t3277,20% Male,19,4,4.1e-4
t3277,20% Male,19,5,4.2e-4
t3277,20% Male,19,6,4.4e-4
t3277,20% Male,19,7,4.5e-4
t3277,20% Male,19,8,4.4e-4
t3277,20% Male,19,9,4.4e-4
t3277,20% Male,19,10,4.4e-4
t3277,20% Male,19,11,4.6e-4
t3277,20% Male,19,12,4.8e-4
t3277,20% Male,19,13,5e-4
t3277,20% Male,19,14,5.3e-4
t3277,20% Male,19,15,5.8e-4
t3277,20% Male,19,16,6.9e-4
t3277,20% Male,19,17,7.8e-4
t3277,20% Male,19,18,8.8e-4
t3277,20% Male,19,19,9.9e-4
t3277,20% Male,19,20,0.00109
t3277,20% Male,19,21,0.00119
t3277,20% Male,19,22,0.00127
t3277,20% Male,19,23,0.00136
t3277,20% Male,19,24,0.00142
t3277,20% Male,19,25,0.00149
t3277,20% Male,20,1,3.7e-4
t3277,20% Male,20,2,3.7e-4
t3277,20% Male,20,3,3.9e-4
t3277,20% Male,20,4,4e-4
t3277,20% Male,20,5,4.1e-4
t3277,20% Male,20,6,4.1e-4
t3277,20% Male,20,7,4e-4
t3277,20% Male,20,8,4.1e-4
t3277,20% Male,20,9,4.1e-4
t3277,20% Male,20,10,4.5e-4
t3277,20% Male,20,11,4.6e-4
t3277,20% Male,20,12,4.8e-4
t3277,20% Male,20,13,5e-4
t3277,20% Male,20,14,5.5e-4
t3277,20% Male,20,15,6.5e-4
t3277,20% Male,20,16,7.2e-4
t3277,20% Male,20,17,8.4e-4
t3277,20% Male,20,18,9.6e-4
t3277,20% Male,20,19,0.00108
t3277,20% Male,20,20,0.00118
t3277,20% Male,20,21,0.00126
t3277,20% Male,20,22,0.00134
t3277,20% Male,20,23,0.00141
t3277,20% Male,20,24,0.00147
t3277,20% Male,20,25,0.00154
t3277,20% Male,21,1,3.1e-4
t3277,20% Male,21,2,3.4e-4
t3277,20% Male,21,3,3.5e-4
t3277,20% Male,21,4,3.6e-4
t3277,20% Male,21,5,3.7e-4
t3277,20% Male,21,6,3.7e-4
t3277,20% Male,21,7,3.8e-4
t3277,20% Male,21,8,3.9e-4
t3277,20% Male,21,9,4.2e-4
t3277,20% Male,21,10,4.4e-4
t3277,20% Male,21,11,4.6e-4
t3277,20% Male,21,12,4.9e-4
t3277,20% Male,21,13,5.2e-4
t3277,20% Male,21,14,6e-4
t3277,20% Male,21,15,6.8e-4
t3277,20% Male,21,16,7.9e-4
t3277,20% Male,21,17,9e-4
t3277,20% Male,21,18,0.00102
t3277,20% Male,21,19,0.00114
t3277,20% Male,21,20,0.00125
t3277,20% Male,21,21,0.00133
t3277,20% Male,21,22,0.00139
t3277,20% Male,21,23,0.00145
t3277,20% Male,21,24,0.00152
t3277,20% Male,21,25,0.00159
t3277,20% Male,22,1,2.8e-4
t3277,20% Male,22,2,3.1e-4
t3277,20% Male,22,3,3.3e-4
t3277,20% Male,22,4,3.3e-4
t3277,20% Male,22,5,3.3e-4
t3277,20% Male,22,6,3.3e-4
t3277,20% Male,22,7,3.5e-4
t3277,20% Male,22,8,3.8e-4
t3277,20% Male,22,9,4.1e-4
t3277,20% Male,22,10,4.5e-4
t3277,20% Male,22,11,4.7e-4
t3277,20% Male,22,12,5e-4
t3277,20% Male,22,13,5.7e-4
t3277,20% Male,22,14,6.4e-4
t3277,20% Male,22,15,7.4e-4
t3277,20% Male,22,16,8.5e-4
t3277,20% Male,22,17,9.6e-4
t3277,20% Male,22,18,0.00108
t3277,20% Male,22,19,0.00119
t3277,20% Male,22,20,0.0013
t3277,20% Male,22,21,0.00137
t3277,20% Male,22,22,0.00143
t3277,20% Male,22,23,0.0015
t3277,20% Male,22,24,0.00157
t3277,20% Male,22,25,0.00169
t3277,20% Male,23,1,2.5e-4
t3277,20% Male,23,2,3e-4
t3277,20% Male,23,3,3e-4
t3277,20% Male,23,4,2.9e-4
t3277,20% Male,23,5,3e-4
t3277,20% Male,23,6,3.2e-4
t3277,20% Male,23,7,3.5e-4
t3277,20% Male,23,8,3.8e-4
t3277,20% Male,23,9,4.2e-4
t3277,20% Male,23,10,4.6e-4
t3277,20% Male,23,11,4.8e-4
t3277,20% Male,23,12,5.5e-4
t3277,20% Male,23,13,6e-4
t3277,20% Male,23,14,7e-4
t3277,20% Male,23,15,8.1e-4
t3277,20% Male,23,16,9.2e-4
t3277,20% Male,23,17,0.00102
t3277,20% Male,23,18,0.00113
t3277,20% Male,23,19,0.00124
t3277,20% Male,23,20,0.00135
t3277,20% Male,23,21,0.00141
t3277,20% Male,23,22,0.00147
t3277,20% Male,23,23,0.00154
t3277,20% Male,23,24,0.00166
t3277,20% Male,23,25,0.00179
t3277,20% Male,24,1,2.3e-4
t3277,20% Male,24,2,2.7e-4
t3277,20% Male,24,3,2.7e-4
t3277,20% Male,24,4,2.7e-4
t3277,20% Male,24,5,2.9e-4
t3277,20% Male,24,6,3.1e-4
t3277,20% Male,24,7,3.5e-4
t3277,20% Male,24,8,3.9e-4
t3277,20% Male,24,9,4.3e-4
t3277,20% Male,24,10,4.7e-4
t3277,20% Male,24,11,5.3e-4
t3277,20% Male,24,12,5.8e-4
t3277,20% Male,24,13,6.7e-4
t3277,20% Male,24,14,7.6e-4
t3277,20% Male,24,15,8.8e-4
t3277,20% Male,24,16,9.8e-4
t3277,20% Male,24,17,0.00107
t3277,20% Male,24,18,0.00117
t3277,20% Male,24,19,0.00128
t3277,20% Male,24,20,0.00138
t3277,20% Male,24,21,0.00146
t3277,20% Male,24,22,0.00152
t3277,20% Male,24,23,0.00163
t3277,20% Male,24,24,0.00175
t3277,20% Male,24,25,0.0019
t3277,20% Male,25,1,2.1e-4
t3277,20% Male,25,2,2.4e-4
t3277,20% Male,25,3,2.4e-4
t3277,20% Male,25,4,2.6e-4
t3277,20% Male,25,5,2.9e-4
t3277,20% Male,25,6,3.1e-4
t3277,20% Male,25,7,3.5e-4
t3277,20% Male,25,8,4e-4
t3277,20% Male,25,9,4.4e-4
t3277,20% Male,25,10,5e-4
t3277,20% Male,25,11,5.6e-4
t3277,20% Male,25,12,6.3e-4
t3277,20% Male,25,13,7.3e-4
t3277,20% Male,25,14,8.4e-4
t3277,20% Male,25,15,9.4e-4
t3277,20% Male,25,16,0.00102
t3277,20% Male,25,17,0.00112
t3277,20% Male,25,18,0.00122
t3277,20% Male,25,19,0.00133
t3277,20% Male,25,20,0.00142
t3277,20% Male,25,21,0.0015
t3277,20% Male,25,22,0.00161
t3277,20% Male,25,23,0.00173
t3277,20% Male,25,24,0.00188
t3277,20% Male,25,25,0.00204
t3277,20% Male,26,1,1.8e-4
t3277,20% Male,26,2,2.1e-4
t3277,20% Male,26,3,2.3e-4
t3277,20% Male,26,4,2.5e-4
t3277,20% Male,26,5,2.8e-4
t3277,20% Male,26,6,3.2e-4
t3277,20% Male,26,7,3.6e-4
t3277,20% Male,26,8,4.1e-4
t3277,20% Male,26,9,4.6e-4
t3277,20% Male,26,10,5.3e-4
t3277,20% Male,26,11,6e-4
t3277,20% Male,26,12,6.9e-4
t3277,20% Male,26,13,8e-4
t3277,20% Male,26,14,9.1e-4
t3277,20% Male,26,15,0.001
t3277,20% Male,26,16,0.00108
t3277,20% Male,26,17,0.00118
t3277,20% Male,26,18,0.00129
t3277,20% Male,26,19,0.00138
t3277,20% Male,26,20,0.00147
t3277,20% Male,26,21,0.00159
t3277,20% Male,26,22,0.00171
t3277,20% Male,26,23,0.0018600000000000001
t3277,20% Male,26,24,0.00202
t3277,20% Male,26,25,0.00218
t3277,20% Male,27,1,1.6e-4
t3277,20% Male,27,2,2e-4
t3277,20% Male,27,3,2.3e-4
t3277,20% Male,27,4,2.5e-4
t3277,20% Male,27,5,2.9e-4
t3277,20% Male,27,6,3.2e-4
t3277,20% Male,27,7,3.7e-4
t3277,20% Male,27,8,4.3e-4
t3277,20% Male,27,9,5e-4
t3277,20% Male,27,10,5.8e-4
t3277,20% Male,27,11,6.6e-4
t3277,20% Male,27,12,7.6e-4
t3277,20% Male,27,13,8.7e-4
t3277,20% Male,27,14,9.7e-4
t3277,20% Male,27,15,0.00106
t3277,20% Male,27,16,0.00113
t3277,20% Male,27,17,0.00123
t3277,20% Male,27,18,0.00134
t3277,20% Male,27,19,0.00144
t3277,20% Male,27,20,0.00157
t3277,20% Male,27,21,0.0017
t3277,20% Male,27,22,0.00184
t3277,20% Male,27,23,0.00199
t3277,20% Male,27,24,0.00216
t3277,20% Male,27,25,0.00235
t3277,20% Male,28,1,1.4e-4
t3277,20% Male,28,2,2e-4
t3277,20% Male,28,3,2.3e-4
t3277,20% Male,28,4,2.6e-4
t3277,20% Male,28,5,2.9e-4
t3277,20% Male,28,6,3.3e-4
t3277,20% Male,28,7,3.9e-4
t3277,20% Male,28,8,4.6e-4
t3277,20% Male,28,9,5.3e-4
t3277,20% Male,28,10,6.3e-4
t3277,20% Male,28,11,7.1e-4
t3277,20% Male,28,12,8.2e-4
t3277,20% Male,28,13,0.00093000000000000005
t3277,20% Male,28,14,0.00102
t3277,20% Male,28,15,0.0011
t3277,20% Male,28,16,0.00118
t3277,20% Male,28,17,0.00128
t3277,20% Male,28,18,0.00139
t3277,20% Male,28,19,0.00151
t3277,20% Male,28,20,0.00166
