table,gender,risk,attained_age,q_ult
t3299,Male,SuperPref Nonsmoker,64,0.00559
t3299,Male,SuperPref Nonsmoker,65,0.00622
t3299,Male,SuperPref Nonsmoker,66,0.00691
t3299,Male,SuperPref Nonsmoker,67,0.00766
t3299,Male,SuperPref Nonsmoker,68,0.0085
t3299,Male,SuperPref Nonsmoker,69,0.00948
t3299,Male,SuperPref Nonsmoker,70,0.01063
t3299,Male,SuperPref Nonsmoker,71,0.01203
t3299,Male,SuperPref Nonsmoker,72,0.0137
t3299,Male,SuperPref Nonsmoker,73,0.01567
t3299,Male,SuperPref Nonsmoker,74,0.01794
t3299,Male,SuperPref Nonsmoker,75,0.02051
t3299,Male,SuperPref Nonsmoker,76,0.02337
t3299,Male,SuperPref Nonsmoker,77,0.02656
t3299,Male,SuperPref Nonsmoker,78,0.03014
t3299,Male,SuperPref Nonsmoker,79,0.03427
t3299,Male,SuperPref Nonsmoker,80,0.03907
t3299,Male,SuperPref Nonsmoker,81,0.04457
t3299,Male,SuperPref Nonsmoker,82,0.05079
t3299,Male,SuperPref Nonsmoker,83,0.05806
t3299,Male,SuperPref Nonsmoker,84,0.06654
t3299,Male,SuperPref Nonsmoker,85,0.07645
t3299,Male,SuperPref Nonsmoker,86,0.08799
t3299,Male,SuperPref Nonsmoker,87,0.10133
t3299,Male,SuperPref Nonsmoker,88,0.11654
t3299,Male,SuperPref Nonsmoker,89,0.13317
t3299,Male,SuperPref Nonsmoker,90,0.15104
t3299,Male,SuperPref Nonsmoker,91,0.16999
t3299,Male,SuperPref Nonsmoker,92,0.18917
t3299,Male,SuperPref Nonsmoker,93,0.2084
t3299,Male,SuperPref Nonsmoker,94,0.22673
t3299,Male,SuperPref Nonsmoker,95,0.2434
t3299,Male,SuperPref Nonsmoker,96,0.26243
t3299,Male,SuperPref Nonsmoker,97,0.28269
t3299,Male,SuperPref Nonsmoker,98,0.30471
t3299,Male,SuperPref Nonsmoker,99,0.328
t3299,Male,SuperPref Nonsmoker,100,0.35209
t3299,Male,SuperPref Nonsmoker,101,0.37447
t3299,Male,SuperPref Nonsmoker,102,0.3968
t3299,Male,SuperPref Nonsmoker,103,0.41866
t3299,Male,SuperPref Nonsmoker,104,0.43965
t3299,Male,SuperPref Nonsmoker,105,0.45936
t3299,Male,SuperPref Nonsmoker,106,0.47743
t3299,Male,SuperPref Nonsmoker,107,0.50332
t3299,Male,SuperPref Nonsmoker,108,0.53061
t3299,Male,SuperPref Nonsmoker,109,0.55939
t3299,Male,SuperPref Nonsmoker,110,0.58972
t3299,Male,SuperPref Nonsmoker,111,0.6217
t3299,Male,SuperPref Nonsmoker,112,0.65542
t3299,Male,SuperPref Nonsmoker,113,0.69096
t3299,Male,SuperPref Nonsmoker,114,0.72843
t3299,Male,SuperPref Nonsmoker,115,0.76794
t3299,Male,SuperPref Nonsmoker,116,0.80958
t3299,Male,SuperPref Nonsmoker,117,0.85348
t3299,Male,SuperPref Nonsmoker,118,0.89977
t3299,Male,SuperPref Nonsmoker,119,0.94856
t3299,Male,SuperPref Nonsmoker,120,1
t3300,Male,Preferred Nonsmoker,18,8.2e-4
t3300,Male,Preferred Nonsmoker,19,8.5e-4
t3300,Male,Preferred Nonsmoker,20,8.8e-4
t3300,Male,Preferred Nonsmoker,21,9.2e-4
t3300,Male,Preferred Nonsmoker,22,8.8e-4
t3300,Male,Preferred Nonsmoker,23,8.5e-4
t3300,Male,Preferred Nonsmoker,24,8.5e-4
t3300,Male,Preferred Nonsmoker,25,8.4e-4
t3300,Male,Preferred Nonsmoker,26,7.2e-4
t3300,Male,Preferred Nonsmoker,27,6.9e-4
t3300,Male,Preferred Nonsmoker,28,6.2e-4
t3300,Male,Preferred Nonsmoker,29,5.7e-4
t3300,Male,Preferred Nonsmoker,30,5.4e-4
t3300,Male,Preferred Nonsmoker,31,5.7e-4
t3300,Male,Preferred Nonsmoker,32,5.9e-4
t3300,Male,Preferred Nonsmoker,33,6.7e-4
t3300,Male,Preferred Nonsmoker,34,7.7e-4
t3300,Male,Preferred Nonsmoker,35,8.9e-4
t3300,Male,Preferred Nonsmoker,36,0.00103
t3300,Male,Preferred Nonsmoker,37,0.00117
t3300,Male,Preferred Nonsmoker,38,0.00128
t3300,Male,Preferred Nonsmoker,39,0.00135
t3300,Male,Preferred Nonsmoker,40,0.00141
t3300,Male,Preferred Nonsmoker,41,0.0015
t3300,Male,Preferred Nonsmoker,42,0.00159
t3300,Male,Preferred Nonsmoker,43,0.00168
t3300,Male,Preferred Nonsmoker,44,0.00177
t3300,Male,Preferred Nonsmoker,45,0.00181
t3300,Male,Preferred Nonsmoker,46,0.00189
t3300,Male,Preferred Nonsmoker,47,0.00195
t3300,Male,Preferred Nonsmoker,48,0.00203
t3300,Male,Preferred Nonsmoker,49,0.00212
t3300,Male,Preferred Nonsmoker,50,0.00223
t3300,Male,Preferred Nonsmoker,51,0.00239
t3300,Male,Preferred Nonsmoker,52,0.0026
t3300,Male,Preferred Nonsmoker,53,0.00284
t3300,Male,Preferred Nonsmoker,54,0.0031
t3300,Male,Preferred Nonsmoker,55,0.00336
t3300,Male,Preferred Nonsmoker,56,0.00359
t3300,Male,Preferred Nonsmoker,57,0.00382
t3300,Male,Preferred Nonsmoker,58,0.00406
t3300,Male,Preferred Nonsmoker,59,0.00433
t3300,Male,Preferred Nonsmoker,60,0.00467
t3300,Male,Preferred Nonsmoker,61,0.00513
t3300,Male,Preferred Nonsmoker,62,0.00569
t3300,Male,Preferred Nonsmoker,63,0.00634
t3300,Male,Preferred Nonsmoker,64,0.00705
t3300,Male,Preferred Nonsmoker,65,0.00783
t3300,Male,Preferred Nonsmoker,66,0.00865
t3300,Male,Preferred Nonsmoker,67,0.00955
t3300,Male,Preferred Nonsmoker,68,0.01053
t3300,Male,Preferred Nonsmoker,69,0.01165
t3300,Male,Preferred Nonsmoker,70,0.01297
t3300,Male,Preferred Nonsmoker,71,0.01454
t3300,Male,Preferred Nonsmoker,72,0.0164
t3300,Male,Preferred Nonsmoker,73,0.01859
t3300,Male,Preferred Nonsmoker,74,0.02107
t3300,Male,Preferred Nonsmoker,75,0.02385
t3300,Male,Preferred Nonsmoker,76,0.02691
t3300,Male,Preferred Nonsmoker,77,0.03027
t3300,Male,Preferred Nonsmoker,78,0.03399
t3300,Male,Preferred Nonsmoker,79,0.03825
t3300,Male,Preferred Nonsmoker,80,0.04317
t3300,Male,Preferred Nonsmoker,81,0.04891
t3300,Male,Preferred Nonsmoker,82,0.05534
t3300,Male,Preferred Nonsmoker,83,0.06284
t3300,Male,Preferred Nonsmoker,84,0.07154
t3300,Male,Preferred Nonsmoker,85,0.08165
t3300,Male,Preferred Nonsmoker,86,0.09338
t3300,Male,Preferred Nonsmoker,87,0.10686
t3300,Male,Preferred Nonsmoker,88,0.12214
t3300,Male,Preferred Nonsmoker,89,0.13873
t3300,Male,Preferred Nonsmoker,90,0.15644
t3300,Male,Preferred Nonsmoker,91,0.17471
t3300,Male,Preferred Nonsmoker,92,0.193
t3300,Male,Preferred Nonsmoker,93,0.21113
t3300,Male,Preferred Nonsmoker,94,0.22817
t3300,Male,Preferred Nonsmoker,95,0.2434
t3300,Male,Preferred Nonsmoker,96,0.26243
t3300,Male,Preferred Nonsmoker,97,0.28269
t3300,Male,Preferred Nonsmoker,98,0.30471
t3300,Male,Preferred Nonsmoker,99,0.328
t3300,Male,Preferred Nonsmoker,100,0.35209
t3300,Male,Preferred Nonsmoker,101,0.37447
t3300,Male,Preferred Nonsmoker,102,0.3968
t3300,Male,Preferred Nonsmoker,103,0.41866
t3300,Male,Preferred Nonsmoker,104,0.43965
t3300,Male,Preferred Nonsmoker,105,0.45936
t3300,Male,Preferred Nonsmoker,106,0.47743
t3300,Male,Preferred Nonsmoker,107,0.50332
t3300,Male,Preferred Nonsmoker,108,0.53061
t3300,Male,Preferred Nonsmoker,109,0.55939
t3300,Male,Preferred Nonsmoker,110,0.58972
t3300,Male,Preferred Nonsmoker,111,0.6217
t3300,Male,Preferred Nonsmoker,112,0.65542
t3300,Male,Preferred Nonsmoker,113,0.69096
t3300,Male,Preferred Nonsmoker,114,0.72843
t3300,Male,Preferred Nonsmoker,115,0.76794
t3300,Male,Preferred Nonsmoker,116,0.80958
t3300,Male,Preferred Nonsmoker,117,0.85348
t3300,Male,Preferred Nonsmoker,118,0.89977
t3300,Male,Preferred Nonsmoker,119,0.94856
t3300,Male,Preferred Nonsmoker,120,1
t3301,Male,Residual Nonsmoker,18,9.4e-4
t3301,Male,Residual Nonsmoker,19,9.7e-4
t3301,Male,Residual Nonsmoker,20,0.00101
t3301,Male,Residual Nonsmoker,21,0.00105
t3301,Male,Residual Nonsmoker,22,0.00101
t3301,Male,Residual Nonsmoker,23,9.7e-4
t3301,Male,Residual Nonsmoker,24,9.7e-4
t3301,Male,Residual Nonsmoker,25,9.6e-4
t3301,Male,Residual Nonsmoker,26,8.2e-4
t3301,Male,Residual Nonsmoker,27,7.9e-4
t3301,Male,Residual Nonsmoker,28,7.1e-4
t3301,Male,Residual Nonsmoker,29,6.5e-4
t3301,Male,Residual Nonsmoker,30,6.2e-4
t3301,Male,Residual Nonsmoker,31,6.5e-4
t3301,Male,Residual Nonsmoker,32,6.7e-4
t3301,Male,Residual Nonsmoker,33,7.6e-4
t3301,Male,Residual Nonsmoker,34,8.8e-4
t3301,Male,Residual Nonsmoker,35,0.00102
t3301,Male,Residual Nonsmoker,36,0.00119
t3301,Male,Residual Nonsmoker,37,0.00134
t3301,Male,Residual Nonsmoker,38,0.00147
t3301,Male,Residual Nonsmoker,39,0.00155
t3301,Male,Residual Nonsmoker,40,0.00162
t3301,Male,Residual Nonsmoker,41,0.00171
t3301,Male,Residual Nonsmoker,42,0.00182
t3301,Male,Residual Nonsmoker,43,0.00193
t3301,Male,Residual Nonsmoker,44,0.00202
t3301,Male,Residual Nonsmoker,45,0.00208
t3301,Male,Residual Nonsmoker,46,0.00216
t3301,Male,Residual Nonsmoker,47,0.00223
t3301,Male,Residual Nonsmoker,48,0.00232
t3301,Male,Residual Nonsmoker,49,0.00242
t3301,Male,Residual Nonsmoker,50,0.00254
t3301,Male,Residual Nonsmoker,51,0.00272
t3301,Male,Residual Nonsmoker,52,0.00297
t3301,Male,Residual Nonsmoker,53,0.00325
t3301,Male,Residual Nonsmoker,54,0.00355
t3301,Male,Residual Nonsmoker,55,0.00385
t3301,Male,Residual Nonsmoker,56,0.00413
t3301,Male,Residual Nonsmoker,57,0.0044
t3301,Male,Residual Nonsmoker,58,0.00468
t3301,Male,Residual Nonsmoker,59,0.00501
t3301,Male,Residual Nonsmoker,60,0.00542
t3301,Male,Residual Nonsmoker,61,0.00595
t3301,Male,Residual Nonsmoker,62,0.00662
t3301,Male,Residual Nonsmoker,63,0.00738
t3301,Male,Residual Nonsmoker,64,0.00821
t3301,Male,Residual Nonsmoker,65,0.00912
t3301,Male,Residual Nonsmoker,66,0.01007
t3301,Male,Residual Nonsmoker,67,0.0111
t3301,Male,Residual Nonsmoker,68,0.01223
t3301,Male,Residual Nonsmoker,69,0.0135
t3301,Male,Residual Nonsmoker,70,0.01498
t3301,Male,Residual Nonsmoker,71,0.01673
t3301,Male,Residual Nonsmoker,72,0.0188
t3301,Male,Residual Nonsmoker,73,0.02121
t3301,Male,Residual Nonsmoker,74,0.02393
t3301,Male,Residual Nonsmoker,75,0.02696
t3301,Male,Residual Nonsmoker,76,0.03025
t3301,Male,Residual Nonsmoker,77,0.03385
t3301,Male,Residual Nonsmoker,78,0.0378
t3301,Male,Residual Nonsmoker,79,0.04229
t3301,Male,Residual Nonsmoker,80,0.04744
t3301,Male,Residual Nonsmoker,81,0.05356
t3301,Male,Residual Nonsmoker,82,0.06038
t3301,Male,Residual Nonsmoker,83,0.06831
t3301,Male,Residual Nonsmoker,84,0.07744
t3301,Male,Residual Nonsmoker,85,0.08801
t3301,Male,Residual Nonsmoker,86,0.10019
t3301,Male,Residual Nonsmoker,87,0.11409
t3301,Male,Residual Nonsmoker,88,0.1297
t3301,Male,Residual Nonsmoker,89,0.14647
t3301,Male,Residual Nonsmoker,90,0.16416
t3301,Male,Residual Nonsmoker,91,0.18163
t3301,Male,Residual Nonsmoker,92,0.19873
t3301,Male,Residual Nonsmoker,93,0.21528
t3301,Male,Residual Nonsmoker,94,0.2304
t3301,Male,Residual Nonsmoker,95,0.2434
t3301,Male,Residual Nonsmoker,96,0.26243
t3301,Male,Residual Nonsmoker,97,0.28269
t3301,Male,Residual Nonsmoker,98,0.30471
t3301,Male,Residual Nonsmoker,99,0.328
t3301,Male,Residual Nonsmoker,100,0.35209
t3301,Male,Residual Nonsmoker,101,0.37447
t3301,Male,Residual Nonsmoker,102,0.3968
t3301,Male,Residual Nonsmoker,103,0.41866
t3301,Male,Residual Nonsmoker,104,0.43965
t3301,Male,Residual Nonsmoker,105,0.45936
t3301,Male,Residual Nonsmoker,106,0.47743
t3301,Male,Residual Nonsmoker,107,0.50332
t3301,Male,Residual Nonsmoker,108,0.53061
t3301,Male,Residual Nonsmoker,109,0.55939
t3301,Male,Residual Nonsmoker,110,0.58972
t3301,Male,Residual Nonsmoker,111,0.6217
t3301,Male,Residual Nonsmoker,112,0.65542
t3301,Male,Residual Nonsmoker,113,0.69096
t3301,Male,Residual Nonsmoker,114,0.72843
t3301,Male,Residual Nonsmoker,115,0.76794
t3301,Male,Residual Nonsmoker,116,0.80958
t3301,Male,Residual Nonsmoker,117,0.85348
t3301,Male,Residual Nonsmoker,118,0.89977
t3301,Male,Residual Nonsmoker,119,0.94856
t3301,Male,Residual Nonsmoker,120,1
t3302,Female,SuperPref Nonsmoker,18,2.8e-4
t3302,Female,SuperPref Nonsmoker,19,2.8e-4
t3302,Female,SuperPref Nonsmoker,20,2.8e-4
t3302,Female,SuperPref Nonsmoker,21,2.8e-4
t3302,Female,SuperPref Nonsmoker,22,2.8e-4
t3302,Female,SuperPref Nonsmoker,23,2.8e-4
t3302,Female,SuperPref Nonsmoker,24,2.8e-4
t3302,Female,SuperPref Nonsmoker,25,2.8e-4
t3302,Female,SuperPref Nonsmoker,26,2.8e-4
t3302,Female,SuperPref Nonsmoker,27,2.9e-4
t3302,Female,SuperPref Nonsmoker,28,3.1e-4
t3302,Female,SuperPref Nonsmoker,29,3.3e-4
t3302,Female,SuperPref Nonsmoker,30,3.5e-4
t3302,Female,SuperPref Nonsmoker,31,3.7e-4
t3302,Female,SuperPref Nonsmoker,32,4.1e-4
t3302,Female,SuperPref Nonsmoker,33,4.6e-4
t3302,Female,SuperPref Nonsmoker,34,5.3e-4
t3302,Female,SuperPref Nonsmoker,35,6e-4
t3302,Female,SuperPref Nonsmoker,36,6.8e-4
t3302,Female,SuperPref Nonsmoker,37,7.5e-4
t3302,Female,SuperPref Nonsmoker,38,8.3e-4
t3302,Female,SuperPref Nonsmoker,39,8.5e-4
t3302,Female,SuperPref Nonsmoker,40,8.7e-4
t3302,Female,SuperPref Nonsmoker,41,8.8e-4
t3302,Female,SuperPref Nonsmoker,42,8.8e-4
t3302,Female,SuperPref Nonsmoker,43,8.8e-4
t3302,Female,SuperPref Nonsmoker,44,8.8e-4
t3302,Female,SuperPref Nonsmoker,45,8.9e-4
t3302,Female,SuperPref Nonsmoker,46,9.2e-4
t3302,Female,SuperPref Nonsmoker,47,9.6e-4
t3302,Female,SuperPref Nonsmoker,48,0.00101
t3302,Female,SuperPref Nonsmoker,49,0.00108
t3302,Female,SuperPref Nonsmoker,50,0.00116
t3302,Female,SuperPref Nonsmoker,51,0.00126
t3302,Female,SuperPref Nonsmoker,52,0.00139
t3302,Female,SuperPref Nonsmoker,53,0.00156
t3302,Female,SuperPref Nonsmoker,54,0.00174
t3302,Female,SuperPref Nonsmoker,55,0.00194
t3302,Female,SuperPref Nonsmoker,56,0.00212
t3302,Female,SuperPref Nonsmoker,57,0.0023
t3302,Female,SuperPref Nonsmoker,58,0.00248
t3302,Female,SuperPref Nonsmoker,59,0.00267
t3302,Female,SuperPref Nonsmoker,60,0.00289
t3302,Female,SuperPref Nonsmoker,61,0.00316
t3302,Female,SuperPref Nonsmoker,62,0.00346
t3302,Female,SuperPref Nonsmoker,63,0.00382
t3302,Female,SuperPref Nonsmoker,64,0.00421
t3302,Female,SuperPref Nonsmoker,65,0.00464
t3302,Female,SuperPref Nonsmoker,66,0.00511
t3302,Female,SuperPref Nonsmoker,67,0.00562
t3302,Female,SuperPref Nonsmoker,68,0.00618
t3302,Female,SuperPref Nonsmoker,69,0.00682
t3302,Female,SuperPref Nonsmoker,70,0.00757
t3302,Female,SuperPref Nonsmoker,71,0.00846
t3302,Female,SuperPref Nonsmoker,72,0.00952
t3302,Female,SuperPref Nonsmoker,73,0.01076
t3302,Female,SuperPref Nonsmoker,74,0.01222
t3302,Female,SuperPref Nonsmoker,75,0.01392
t3302,Female,SuperPref Nonsmoker,76,0.01586
t3302,Female,SuperPref Nonsmoker,77,0.01814
t3302,Female,SuperPref Nonsmoker,78,0.02083
t3302,Female,SuperPref Nonsmoker,79,0.02405
t3302,Female,SuperPref Nonsmoker,80,0.02796
t3302,Female,SuperPref Nonsmoker,81,0.03249
t3302,Female,SuperPref Nonsmoker,82,0.03702
t3302,Female,SuperPref Nonsmoker,83,0.04199
t3302,Female,SuperPref Nonsmoker,84,0.04797
t3302,Female,SuperPref Nonsmoker,85,0.05742
t3302,Female,SuperPref Nonsmoker,86,0.06565
t3302,Female,SuperPref Nonsmoker,87,0.07504
t3302,Female,SuperPref Nonsmoker,88,0.08605
t3302,Female,SuperPref Nonsmoker,89,0.09839
t3302,Female,SuperPref Nonsmoker,90,0.112
t3302,Female,SuperPref Nonsmoker,91,0.12669
t3302,Female,SuperPref Nonsmoker,92,0.14271
t3302,Female,SuperPref Nonsmoker,93,0.16025
t3302,Female,SuperPref Nonsmoker,94,0.17824
t3302,Female,SuperPref Nonsmoker,95,0.19809
t3302,Female,SuperPref Nonsmoker,96,0.22068
t3302,Female,SuperPref Nonsmoker,97,0.24551
t3302,Female,SuperPref Nonsmoker,98,0.27259
t3302,Female,SuperPref Nonsmoker,99,0.30155
t3302,Female,SuperPref Nonsmoker,100,0.33199
t3302,Female,SuperPref Nonsmoker,101,0.35742
t3302,Female,SuperPref Nonsmoker,102,0.38258
t3302,Female,SuperPref Nonsmoker,103,0.40703
t3302,Female,SuperPref Nonsmoker,104,0.43037
t3302,Female,SuperPref Nonsmoker,105,0.45219
t3302,Female,SuperPref Nonsmoker,106,0.4721
t3302,Female,SuperPref Nonsmoker,107,0.49811
t3302,Female,SuperPref Nonsmoker,108,0.52554
t3302,Female,SuperPref Nonsmoker,109,0.55448
t3302,Female,SuperPref Nonsmoker,110,0.58502
t3302,Female,SuperPref Nonsmoker,111,0.61724
t3302,Female,SuperPref Nonsmoker,112,0.65123
t3302,Female,SuperPref Nonsmoker,113,0.6871
t3302,Female,SuperPref Nonsmoker,114,0.72494
t3302,Female,SuperPref Nonsmoker,115,0.76487
t3302,Female,SuperPref Nonsmoker,116,0.80699
t3302,Female,SuperPref Nonsmoker,117,0.85143
t3302,Female,SuperPref Nonsmoker,118,0.89833
t3302,Female,SuperPref Nonsmoker,119,0.9478
t3302,Female,SuperPref Nonsmoker,120,1
t3303,Female,Preferred Nonsmoker,18,3.3e-4
t3303,Female,Preferred Nonsmoker,19,3.3e-4
t3303,Female,Preferred Nonsmoker,20,3.3e-4
t3303,Female,Preferred Nonsmoker,21,3.3e-4
t3303,Female,Preferred Nonsmoker,22,3.3e-4
t3303,Female,Preferred Nonsmoker,23,3.3e-4
t3303,Female,Preferred Nonsmoker,24,3.3e-4
t3303,Female,Preferred Nonsmoker,25,3.3e-4
t3303,Female,Preferred Nonsmoker,26,3.3e-4
t3303,Female,Preferred Nonsmoker,27,3.4e-4
t3303,Female,Preferred Nonsmoker,28,3.6e-4
t3303,Female,Preferred Nonsmoker,29,3.9e-4
t3303,Female,Preferred Nonsmoker,30,4.1e-4
t3303,Female,Preferred Nonsmoker,31,4.3e-4
t3303,Female,Preferred Nonsmoker,32,4.7e-4
t3303,Female,Preferred Nonsmoker,33,5.4e-4
t3303,Female,Preferred Nonsmoker,34,6.1e-4
t3303,Female,Preferred Nonsmoker,35,7e-4
t3303,Female,Preferred Nonsmoker,36,7.9e-4
t3303,Female,Preferred Nonsmoker,37,8.8e-4
t3303,Female,Preferred Nonsmoker,38,9.6e-4
t3303,Female,Preferred Nonsmoker,39,0.001
t3303,Female,Preferred Nonsmoker,40,0.00101
t3303,Female,Preferred Nonsmoker,41,0.00102
t3303,Female,Preferred Nonsmoker,42,0.00102
t3303,Female,Preferred Nonsmoker,43,0.00103
t3303,Female,Preferred Nonsmoker,44,0.00103
t3303,Female,Preferred Nonsmoker,45,0.00104
t3303,Female,Preferred Nonsmoker,46,0.00108
t3303,Female,Preferred Nonsmoker,47,0.00112
t3303,Female,Preferred Nonsmoker,48,0.00118
t3303,Female,Preferred Nonsmoker,49,0.00126
t3303,Female,Preferred Nonsmoker,50,0.00136
t3303,Female,Preferred Nonsmoker,51,0.00149
t3303,Female,Preferred Nonsmoker,52,0.00166
t3303,Female,Preferred Nonsmoker,53,0.0018600000000000001
t3303,Female,Preferred Nonsmoker,54,0.00209
t3303,Female,Preferred Nonsmoker,55,0.00232
t3303,Female,Preferred Nonsmoker,56,0.00255
t3303,Female,Preferred Nonsmoker,57,0.00277
t3303,Female,Preferred Nonsmoker,58,0.00299
t3303,Female,Preferred Nonsmoker,59,0.00322
t3303,Female,Preferred Nonsmoker,60,0.00349
t3303,Female,Preferred Nonsmoker,61,0.0038
t3303,Female,Preferred Nonsmoker,62,0.00417
t3303,Female,Preferred Nonsmoker,63,0.00458
t3303,Female,Preferred Nonsmoker,64,0.00504
t3303,Female,Preferred Nonsmoker,65,0.00554
t3303,Female,Preferred Nonsmoker,66,0.00607
t3303,Female,Preferred Nonsmoker,67,0.00665
t3303,Female,Preferred Nonsmoker,68,0.00729
t3303,Female,Preferred Nonsmoker,69,0.008
t3303,Female,Preferred Nonsmoker,70,0.00883
t3303,Female,Preferred Nonsmoker,71,0.00983
t3303,Female,Preferred Nonsmoker,72,0.011
t3303,Female,Preferred Nonsmoker,73,0.01236
t3303,Female,Preferred Nonsmoker,74,0.01395
t3303,Female,Preferred Nonsmoker,75,0.01579
t3303,Female,Preferred Nonsmoker,76,0.01789
t3303,Female,Preferred Nonsmoker,77,0.02033
t3303,Female,Preferred Nonsmoker,78,0.02317
t3303,Female,Preferred Nonsmoker,79,0.02656
t3303,Female,Preferred Nonsmoker,80,0.03067
t3303,Female,Preferred Nonsmoker,81,0.03542
t3303,Female,Preferred Nonsmoker,82,0.04012
t3303,Female,Preferred Nonsmoker,83,0.04525
t3303,Female,Preferred Nonsmoker,84,0.05141
t3303,Female,Preferred Nonsmoker,85,0.06089
t3303,Female,Preferred Nonsmoker,86,0.06929
t3303,Female,Preferred Nonsmoker,87,0.0787
t3303,Female,Preferred Nonsmoker,88,0.08976
t3303,Female,Preferred Nonsmoker,89,0.10205
t3303,Female,Preferred Nonsmoker,90,0.11555
t3303,Female,Preferred Nonsmoker,91,0.12995
t3303,Female,Preferred Nonsmoker,92,0.14562
t3303,Female,Preferred Nonsmoker,93,0.16254
t3303,Female,Preferred Nonsmoker,94,0.17964
t3303,Female,Preferred Nonsmoker,95,0.19809
t3303,Female,Preferred Nonsmoker,96,0.22068
t3303,Female,Preferred Nonsmoker,97,0.24551
t3303,Female,Preferred Nonsmoker,98,0.27259
t3303,Female,Preferred Nonsmoker,99,0.30155
t3303,Female,Preferred Nonsmoker,100,0.33199
t3303,Female,Preferred Nonsmoker,101,0.35742
t3303,Female,Preferred Nonsmoker,102,0.38258
t3303,Female,Preferred Nonsmoker,103,0.40703
t3303,Female,Preferred Nonsmoker,104,0.43037
t3303,Female,Preferred Nonsmoker,105,0.45219
t3303,Female,Preferred Nonsmoker,106,0.4721
t3303,Female,Preferred Nonsmoker,107,0.49811
t3303,Female,Preferred Nonsmoker,108,0.52554
t3303,Female,Preferred Nonsmoker,109,0.55448
t3303,Female,Preferred Nonsmoker,110,0.58502
t3303,Female,Preferred Nonsmoker,111,0.61724
t3303,Female,Preferred Nonsmoker,112,0.65123
t3303,Female,Preferred Nonsmoker,113,0.6871
t3303,Female,Preferred Nonsmoker,114,0.72494
t3303,Female,Preferred Nonsmoker,115,0.76487
t3303,Female,Preferred Nonsmoker,116,0.80699
t3303,Female,Preferred Nonsmoker,117,0.85143
t3303,Female,Preferred Nonsmoker,118,0.89833
t3303,Female,Preferred Nonsmoker,119,0.9478
t3303,Female,Preferred Nonsmoker,120,1
t3304,Female,Residual Nonsmoker,18,4.2e-4
t3304,Female,Residual Nonsmoker,19,4.2e-4
t3304,Female,Residual Nonsmoker,20,4.2e-4
t3304,Female,Residual Nonsmoker,21,4.2e-4
t3304,Female,Residual Nonsmoker,22,4.2e-4
t3304,Female,Residual Nonsmoker,23,4.2e-4
t3304,Female,Residual Nonsmoker,24,4.2e-4
t3304,Female,Residual Nonsmoker,25,4.2e-4
t3304,Female,Residual Nonsmoker,26,4.3e-4
t3304,Female,Residual Nonsmoker,27,4.4e-4
