issue_age,attained_age,duration,table,gender,risk,q_sel,q_ult
0,55,56,t3299,Male,SuperPref Nonsmoker,NA,0.00276
0,56,57,t3299,Male,SuperPref Nonsmoker,NA,0.00293
0,57,58,t3299,Male,SuperPref Nonsmoker,NA,0.00309
0,58,59,t3299,Male,SuperPref Nonsmoker,NA,0.00326
0,59,60,t3299,Male,SuperPref Nonsmoker,NA,0.00346
0,60,61,t3299,Male,SuperPref Nonsmoker,NA,0.00371
0,61,62,t3299,Male,SuperPref Nonsmoker,NA,0.00406
0,62,63,t3299,Male,SuperPref Nonsmoker,NA,0.0045
0,63,64,t3299,Male,SuperPref Nonsmoker,NA,0.00501
0,64,65,t3299,Male,SuperPref Nonsmoker,NA,0.00559
0,65,66,t3299,Male,SuperPref Nonsmoker,NA,0.00622
0,66,67,t3299,Male,SuperPref Nonsmoker,NA,0.00691
0,67,68,t3299,Male,SuperPref Nonsmoker,NA,0.00766
0,68,69,t3299,Male,SuperPref Nonsmoker,NA,0.0085
0,69,70,t3299,Male,SuperPref Nonsmoker,NA,0.00948
0,70,71,t3299,Male,SuperPref Nonsmoker,NA,0.01063
0,71,72,t3299,Male,SuperPref Nonsmoker,NA,0.01203
0,72,73,t3299,Male,SuperPref Nonsmoker,NA,0.0137
0,73,74,t3299,Male,SuperPref Nonsmoker,NA,0.01567
0,74,75,t3299,Male,SuperPref Nonsmoker,NA,0.01794
0,75,76,t3299,Male,SuperPref Nonsmoker,NA,0.02051
0,76,77,t3299,Male,SuperPref Nonsmoker,NA,0.02337
0,77,78,t3299,Male,SuperPref Nonsmoker,NA,0.02656
0,78,79,t3299,Male,SuperPref Nonsmoker,NA,0.03014
0,79,80,t3299,Male,SuperPref Nonsmoker,NA,0.03427
0,80,81,t3299,Male,SuperPref Nonsmoker,NA,0.03907
0,81,82,t3299,Male,SuperPref Nonsmoker,NA,0.04457
0,82,83,t3299,Male,SuperPref Nonsmoker,NA,0.05079
0,83,84,t3299,Male,SuperPref Nonsmoker,NA,0.05806
0,84,85,t3299,Male,SuperPref Nonsmoker,NA,0.06654
0,85,86,t3299,Male,SuperPref Nonsmoker,NA,0.07645
0,86,87,t3299,Male,SuperPref Nonsmoker,NA,0.08799
0,87,88,t3299,Male,SuperPref Nonsmoker,NA,0.10133
0,88,89,t3299,Male,SuperPref Nonsmoker,NA,0.11654
0,89,90,t3299,Male,SuperPref Nonsmoker,NA,0.13317
0,90,91,t3299,Male,SuperPref Nonsmoker,NA,0.15104
0,91,92,t3299,Male,SuperPref Nonsmoker,NA,0.16999
0,92,93,t3299,Male,SuperPref Nonsmoker,NA,0.18917
0,93,94,t3299,Male,SuperPref Nonsmoker,NA,0.2084
0,94,95,t3299,Male,SuperPref Nonsmoker,NA,0.22673
0,95,96,t3299,Male,SuperPref Nonsmoker,NA,0.2434
0,96,97,t3299,Male,SuperPref Nonsmoker,NA,0.26243
0,97,98,t3299,Male,SuperPref Nonsmoker,NA,0.28269
0,98,99,t3299,Male,SuperPref Nonsmoker,NA,0.30471
0,99,100,t3299,Male,SuperPref Nonsmoker,NA,0.328
0,100,101,t3299,Male,SuperPref Nonsmoker,NA,0.35209
0,101,102,t3299,Male,SuperPref Nonsmoker,NA,0.37447
0,102,103,t3299,Male,SuperPref Nonsmoker,NA,0.3968
0,103,104,t3299,Male,SuperPref Nonsmoker,NA,0.41866
0,104,105,t3299,Male,SuperPref Nonsmoker,NA,0.43965
0,105,106,t3299,Male,SuperPref Nonsmoker,NA,0.45936
0,106,107,t3299,Male,SuperPref Nonsmoker,NA,0.47743
0,107,108,t3299,Male,SuperPref Nonsmoker,NA,0.50332
0,108,109,t3299,Male,SuperPref Nonsmoker,NA,0.53061
0,109,110,t3299,Male,SuperPref Nonsmoker,NA,0.55939
0,110,111,t3299,Male,SuperPref Nonsmoker,NA,0.58972
0,111,112,t3299,Male,SuperPref Nonsmoker,NA,0.6217
0,112,113,t3299,Male,SuperPref Nonsmoker,NA,0.65542
0,113,114,t3299,Male,SuperPref Nonsmoker,NA,0.69096
0,114,115,t3299,Male,SuperPref Nonsmoker,NA,0.72843
0,115,116,t3299,Male,SuperPref Nonsmoker,NA,0.76794
0,116,117,t3299,Male,SuperPref Nonsmoker,NA,0.80958
0,117,118,t3299,Male,SuperPref Nonsmoker,NA,0.85348
0,118,119,t3299,Male,SuperPref Nonsmoker,NA,0.89977
0,119,120,t3299,Male,SuperPref Nonsmoker,NA,0.94856
0,120,121,t3299,Male,SuperPref Nonsmoker,NA,1
1,1,1,t3299,Male,SuperPref Nonsmoker,NA,NA
1,2,2,t3299,Male,SuperPref Nonsmoker,NA,NA
1,3,3,t3299,Male,SuperPref Nonsmoker,NA,NA
1,4,4,t3299,Male,SuperPref Nonsmoker,NA,NA
1,5,5,t3299,Male,SuperPref Nonsmoker,NA,NA
1,6,6,t3299,Male,SuperPref Nonsmoker,NA,NA
1,7,7,t3299,Male,SuperPref Nonsmoker,NA,NA
1,8,8,t3299,Male,SuperPref Nonsmoker,NA,NA
1,9,9,t3299,Male,SuperPref Nonsmoker,NA,NA
1,10,10,t3299,Male,SuperPref Nonsmoker,NA,NA
1,11,11,t3299,Male,SuperPref Nonsmoker,NA,NA
1,12,12,t3299,Male,SuperPref Nonsmoker,NA,NA
1,13,13,t3299,Male,SuperPref Nonsmoker,NA,NA
1,14,14,t3299,Male,SuperPref Nonsmoker,NA,NA
1,15,15,t3299,Male,SuperPref Nonsmoker,NA,NA
1,16,16,t3299,Male,SuperPref Nonsmoker,NA,NA
1,17,17,t3299,Male,SuperPref Nonsmoker,NA,NA
1,18,18,t3299,Male,SuperPref Nonsmoker,NA,7e-4
1,19,19,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
1,20,20,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
1,21,21,t3299,Male,SuperPref Nonsmoker,NA,7.8e-4
1,22,22,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
1,23,23,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
1,24,24,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
1,25,25,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
1,26,26,t3299,Male,SuperPref Nonsmoker,NA,6.1e-4
1,27,27,t3299,Male,SuperPref Nonsmoker,NA,5.8e-4
1,28,28,t3299,Male,SuperPref Nonsmoker,NA,5.3e-4
1,29,29,t3299,Male,SuperPref Nonsmoker,NA,4.9e-4
1,30,30,t3299,Male,SuperPref Nonsmoker,NA,4.6e-4
1,31,31,t3299,Male,SuperPref Nonsmoker,NA,4.8e-4
1,32,32,t3299,Male,SuperPref Nonsmoker,NA,5e-4
1,33,33,t3299,Male,SuperPref Nonsmoker,NA,5.7e-4
1,34,34,t3299,Male,SuperPref Nonsmoker,NA,6.5e-4
1,35,35,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
1,36,36,t3299,Male,SuperPref Nonsmoker,NA,8.8e-4
1,37,37,t3299,Male,SuperPref Nonsmoker,NA,9.9e-4
1,38,38,t3299,Male,SuperPref Nonsmoker,NA,0.00109
1,39,39,t3299,Male,SuperPref Nonsmoker,NA,0.00115
1,40,40,t3299,Male,SuperPref Nonsmoker,NA,0.0012
1,41,41,t3299,Male,SuperPref Nonsmoker,NA,0.00127
1,42,42,t3299,Male,SuperPref Nonsmoker,NA,0.00135
1,43,43,t3299,Male,SuperPref Nonsmoker,NA,0.00143
1,44,44,t3299,Male,SuperPref Nonsmoker,NA,0.0015
1,45,45,t3299,Male,SuperPref Nonsmoker,NA,0.00154
1,46,46,t3299,Male,SuperPref Nonsmoker,NA,0.0016
1,47,47,t3299,Male,SuperPref Nonsmoker,NA,0.00166
1,48,48,t3299,Male,SuperPref Nonsmoker,NA,0.00173
1,49,49,t3299,Male,SuperPref Nonsmoker,NA,0.00181
1,50,50,t3299,Male,SuperPref Nonsmoker,NA,0.0019
1,51,51,t3299,Male,SuperPref Nonsmoker,NA,0.00204
1,52,52,t3299,Male,SuperPref Nonsmoker,NA,0.0022
1,53,53,t3299,Male,SuperPref Nonsmoker,NA,0.00239
1,54,54,t3299,Male,SuperPref Nonsmoker,NA,0.00258
1,55,55,t3299,Male,SuperPref Nonsmoker,NA,0.00276
1,56,56,t3299,Male,SuperPref Nonsmoker,NA,0.00293
1,57,57,t3299,Male,SuperPref Nonsmoker,NA,0.00309
1,58,58,t3299,Male,SuperPref Nonsmoker,NA,0.00326
1,59,59,t3299,Male,SuperPref Nonsmoker,NA,0.00346
1,60,60,t3299,Male,SuperPref Nonsmoker,NA,0.00371
1,61,61,t3299,Male,SuperPref Nonsmoker,NA,0.00406
1,62,62,t3299,Male,SuperPref Nonsmoker,NA,0.0045
1,63,63,t3299,Male,SuperPref Nonsmoker,NA,0.00501
1,64,64,t3299,Male,SuperPref Nonsmoker,NA,0.00559
1,65,65,t3299,Male,SuperPref Nonsmoker,NA,0.00622
1,66,66,t3299,Male,SuperPref Nonsmoker,NA,0.00691
1,67,67,t3299,Male,SuperPref Nonsmoker,NA,0.00766
1,68,68,t3299,Male,SuperPref Nonsmoker,NA,0.0085
1,69,69,t3299,Male,SuperPref Nonsmoker,NA,0.00948
1,70,70,t3299,Male,SuperPref Nonsmoker,NA,0.01063
1,71,71,t3299,Male,SuperPref Nonsmoker,NA,0.01203
1,72,72,t3299,Male,SuperPref Nonsmoker,NA,0.0137
1,73,73,t3299,Male,SuperPref Nonsmoker,NA,0.01567
1,74,74,t3299,Male,SuperPref Nonsmoker,NA,0.01794
1,75,75,t3299,Male,SuperPref Nonsmoker,NA,0.02051
1,76,76,t3299,Male,SuperPref Nonsmoker,NA,0.02337
1,77,77,t3299,Male,SuperPref Nonsmoker,NA,0.02656
1,78,78,t3299,Male,SuperPref Nonsmoker,NA,0.03014
1,79,79,t3299,Male,SuperPref Nonsmoker,NA,0.03427
1,80,80,t3299,Male,SuperPref Nonsmoker,NA,0.03907
1,81,81,t3299,Male,SuperPref Nonsmoker,NA,0.04457
1,82,82,t3299,Male,SuperPref Nonsmoker,NA,0.05079
1,83,83,t3299,Male,SuperPref Nonsmoker,NA,0.05806
1,84,84,t3299,Male,SuperPref Nonsmoker,NA,0.06654
1,85,85,t3299,Male,SuperPref Nonsmoker,NA,0.07645
1,86,86,t3299,Male,SuperPref Nonsmoker,NA,0.08799
1,87,87,t3299,Male,SuperPref Nonsmoker,NA,0.10133
1,88,88,t3299,Male,SuperPref Nonsmoker,NA,0.11654
1,89,89,t3299,Male,SuperPref Nonsmoker,NA,0.13317
1,90,90,t3299,Male,SuperPref Nonsmoker,NA,0.15104
1,91,91,t3299,Male,SuperPref Nonsmoker,NA,0.16999
1,92,92,t3299,Male,SuperPref Nonsmoker,NA,0.18917
1,93,93,t3299,Male,SuperPref Nonsmoker,NA,0.2084
1,94,94,t3299,Male,SuperPref Nonsmoker,NA,0.22673
1,95,95,t3299,Male,SuperPref Nonsmoker,NA,0.2434
1,96,96,t3299,Male,SuperPref Nonsmoker,NA,0.26243
1,97,97,t3299,Male,SuperPref Nonsmoker,NA,0.28269
1,98,98,t3299,Male,SuperPref Nonsmoker,NA,0.30471
1,99,99,t3299,Male,SuperPref Nonsmoker,NA,0.328
1,100,100,t3299,Male,SuperPref Nonsmoker,NA,0.35209
1,101,101,t3299,Male,SuperPref Nonsmoker,NA,0.37447
1,102,102,t3299,Male,SuperPref Nonsmoker,NA,0.3968
1,103,103,t3299,Male,SuperPref Nonsmoker,NA,0.41866
1,104,104,t3299,Male,SuperPref Nonsmoker,NA,0.43965
1,105,105,t3299,Male,SuperPref Nonsmoker,NA,0.45936
1,106,106,t3299,Male,SuperPref Nonsmoker,NA,0.47743
1,107,107,t3299,Male,SuperPref Nonsmoker,NA,0.50332
1,108,108,t3299,Male,SuperPref Nonsmoker,NA,0.53061
1,109,109,t3299,Male,SuperPref Nonsmoker,NA,0.55939
1,110,110,t3299,Male,SuperPref Nonsmoker,NA,0.58972
1,111,111,t3299,Male,SuperPref Nonsmoker,NA,0.6217
1,112,112,t3299,Male,SuperPref Nonsmoker,NA,0.65542
1,113,113,t3299,Male,SuperPref Nonsmoker,NA,0.69096
1,114,114,t3299,Male,SuperPref Nonsmoker,NA,0.72843
1,115,115,t3299,Male,SuperPref Nonsmoker,NA,0.76794
1,116,116,t3299,Male,SuperPref Nonsmoker,NA,0.80958
1,117,117,t3299,Male,SuperPref Nonsmoker,NA,0.85348
1,118,118,t3299,Male,SuperPref Nonsmoker,NA,0.89977
1,119,119,t3299,Male,SuperPref Nonsmoker,NA,0.94856
1,120,120,t3299,Male,SuperPref Nonsmoker,NA,1
2,2,1,t3299,Male,SuperPref Nonsmoker,NA,NA
2,3,2,t3299,Male,SuperPref Nonsmoker,NA,NA
2,4,3,t3299,Male,SuperPref Nonsmoker,NA,NA
2,5,4,t3299,Male,SuperPref Nonsmoker,NA,NA
2,6,5,t3299,Male,SuperPref Nonsmoker,NA,NA
2,7,6,t3299,Male,SuperPref Nonsmoker,NA,NA
2,8,7,t3299,Male,SuperPref Nonsmoker,NA,NA
2,9,8,t3299,Male,SuperPref Nonsmoker,NA,NA
2,10,9,t3299,Male,SuperPref Nonsmoker,NA,NA
2,11,10,t3299,Male,SuperPref Nonsmoker,NA,NA
2,12,11,t3299,Male,SuperPref Nonsmoker,NA,NA
2,13,12,t3299,Male,SuperPref Nonsmoker,NA,NA
2,14,13,t3299,Male,SuperPref Nonsmoker,NA,NA
2,15,14,t3299,Male,SuperPref Nonsmoker,NA,NA
2,16,15,t3299,Male,SuperPref Nonsmoker,NA,NA
2,17,16,t3299,Male,SuperPref Nonsmoker,NA,NA
2,18,17,t3299,Male,SuperPref Nonsmoker,NA,7e-4
2,19,18,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
2,20,19,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
2,21,20,t3299,Male,SuperPref Nonsmoker,NA,7.8e-4
2,22,21,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
2,23,22,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
2,24,23,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
2,25,24,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
2,26,25,t3299,Male,SuperPref Nonsmoker,NA,6.1e-4
2,27,26,t3299,Male,SuperPref Nonsmoker,NA,5.8e-4
2,28,27,t3299,Male,SuperPref Nonsmoker,NA,5.3e-4
2,29,28,t3299,Male,SuperPref Nonsmoker,NA,4.9e-4
2,30,29,t3299,Male,SuperPref Nonsmoker,NA,4.6e-4
2,31,30,t3299,Male,SuperPref Nonsmoker,NA,4.8e-4
2,32,31,t3299,Male,SuperPref Nonsmoker,NA,5e-4
2,33,32,t3299,Male,SuperPref Nonsmoker,NA,5.7e-4
2,34,33,t3299,Male,SuperPref Nonsmoker,NA,6.5e-4
2,35,34,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
2,36,35,t3299,Male,SuperPref Nonsmoker,NA,8.8e-4
2,37,36,t3299,Male,SuperPref Nonsmoker,NA,9.9e-4
2,38,37,t3299,Male,SuperPref Nonsmoker,NA,0.00109
2,39,38,t3299,Male,SuperPref Nonsmoker,NA,0.00115
2,40,39,t3299,Male,SuperPref Nonsmoker,NA,0.0012
2,41,40,t3299,Male,SuperPref Nonsmoker,NA,0.00127
2,42,41,t3299,Male,SuperPref Nonsmoker,NA,0.00135
2,43,42,t3299,Male,SuperPref Nonsmoker,NA,0.00143
2,44,43,t3299,Male,SuperPref Nonsmoker,NA,0.0015
2,45,44,t3299,Male,SuperPref Nonsmoker,NA,0.00154
2,46,45,t3299,Male,SuperPref Nonsmoker,NA,0.0016
2,47,46,t3299,Male,SuperPref Nonsmoker,NA,0.00166
2,48,47,t3299,Male,SuperPref Nonsmoker,NA,0.00173
2,49,48,t3299,Male,SuperPref Nonsmoker,NA,0.00181
2,50,49,t3299,Male,SuperPref Nonsmoker,NA,0.0019
2,51,50,t3299,Male,SuperPref Nonsmoker,NA,0.00204
2,52,51,t3299,Male,SuperPref Nonsmoker,NA,0.0022
2,53,52,t3299,Male,SuperPref Nonsmoker,NA,0.00239
2,54,53,t3299,Male,SuperPref Nonsmoker,NA,0.00258
2,55,54,t3299,Male,SuperPref Nonsmoker,NA,0.00276
2,56,55,t3299,Male,SuperPref Nonsmoker,NA,0.00293
2,57,56,t3299,Male,SuperPref Nonsmoker,NA,0.00309
2,58,57,t3299,Male,SuperPref Nonsmoker,NA,0.00326
2,59,58,t3299,Male,SuperPref Nonsmoker,NA,0.00346
2,60,59,t3299,Male,SuperPref Nonsmoker,NA,0.00371
2,61,60,t3299,Male,SuperPref Nonsmoker,NA,0.00406
2,62,61,t3299,Male,SuperPref Nonsmoker,NA,0.0045
2,63,62,t3299,Male,SuperPref Nonsmoker,NA,0.00501
2,64,63,t3299,Male,SuperPref Nonsmoker,NA,0.00559
2,65,64,t3299,Male,SuperPref Nonsmoker,NA,0.00622
2,66,65,t3299,Male,SuperPref Nonsmoker,NA,0.00691
2,67,66,t3299,Male,SuperPref Nonsmoker,NA,0.00766
2,68,67,t3299,Male,SuperPref Nonsmoker,NA,0.0085
2,69,68,t3299,Male,SuperPref Nonsmoker,NA,0.00948
2,70,69,t3299,Male,SuperPref Nonsmoker,NA,0.01063
2,71,70,t3299,Male,SuperPref Nonsmoker,NA,0.01203
2,72,71,t3299,Male,SuperPref Nonsmoker,NA,0.0137
2,73,72,t3299,Male,SuperPref Nonsmoker,NA,0.01567
2,74,73,t3299,Male,SuperPref Nonsmoker,NA,0.01794
2,75,74,t3299,Male,SuperPref Nonsmoker,NA,0.02051
2,76,75,t3299,Male,SuperPref Nonsmoker,NA,0.02337
2,77,76,t3299,Male,SuperPref Nonsmoker,NA,0.02656
2,78,77,t3299,Male,SuperPref Nonsmoker,NA,0.03014
2,79,78,t3299,Male,SuperPref Nonsmoker,NA,0.03427
2,80,79,t3299,Male,SuperPref Nonsmoker,NA,0.03907
2,81,80,t3299,Male,SuperPref Nonsmoker,NA,0.04457
2,82,81,t3299,Male,SuperPref Nonsmoker,NA,0.05079
2,83,82,t3299,Male,SuperPref Nonsmoker,NA,0.05806
2,84,83,t3299,Male,SuperPref Nonsmoker,NA,0.06654
2,85,84,t3299,Male,SuperPref Nonsmoker,NA,0.07645
2,86,85,t3299,Male,SuperPref Nonsmoker,NA,0.08799
2,87,86,t3299,Male,SuperPref Nonsmoker,NA,0.10133
2,88,87,t3299,Male,SuperPref Nonsmoker,NA,0.11654
2,89,88,t3299,Male,SuperPref Nonsmoker,NA,0.13317
2,90,89,t3299,Male,SuperPref Nonsmoker,NA,0.15104
2,91,90,t3299,Male,SuperPref Nonsmoker,NA,0.16999
2,92,91,t3299,Male,SuperPref Nonsmoker,NA,0.18917
2,93,92,t3299,Male,SuperPref Nonsmoker,NA,0.2084
2,94,93,t3299,Male,SuperPref Nonsmoker,NA,0.22673
2,95,94,t3299,Male,SuperPref Nonsmoker,NA,0.2434
2,96,95,t3299,Male,SuperPref Nonsmoker,NA,0.26243
2,97,96,t3299,Male,SuperPref Nonsmoker,NA,0.28269
2,98,97,t3299,Male,SuperPref Nonsmoker,NA,0.30471
2,99,98,t3299,Male,SuperPref Nonsmoker,NA,0.328
2,100,99,t3299,Male,SuperPref Nonsmoker,NA,0.35209
2,101,100,t3299,Male,SuperPref Nonsmoker,NA,0.37447
2,102,101,t3299,Male,SuperPref Nonsmoker,NA,0.3968
2,103,102,t3299,Male,SuperPref Nonsmoker,NA,0.41866
2,104,103,t3299,Male,SuperPref Nonsmoker,NA,0.43965
2,105,104,t3299,Male,SuperPref Nonsmoker,NA,0.45936
2,106,105,t3299,Male,SuperPref Nonsmoker,NA,0.47743
2,107,106,t3299,Male,SuperPref Nonsmoker,NA,0.50332
2,108,107,t3299,Male,SuperPref Nonsmoker,NA,0.53061
2,109,108,t3299,Male,SuperPref Nonsmoker,NA,0.55939
2,110,109,t3299,Male,SuperPref Nonsmoker,NA,0.58972
2,111,110,t3299,Male,SuperPref Nonsmoker,NA,0.6217
2,112,111,t3299,Male,SuperPref Nonsmoker,NA,0.65542
2,113,112,t3299,Male,SuperPref Nonsmoker,NA,0.69096
2,114,113,t3299,Male,SuperPref Nonsmoker,NA,0.72843
2,115,114,t3299,Male,SuperPref Nonsmoker,NA,0.76794
2,116,115,t3299,Male,SuperPref Nonsmoker,NA,0.80958
2,117,116,t3299,Male,SuperPref Nonsmoker,NA,0.85348
2,118,117,t3299,Male,SuperPref Nonsmoker,NA,0.89977
2,119,118,t3299,Male,SuperPref Nonsmoker,NA,0.94856
2,120,119,t3299,Male,SuperPref Nonsmoker,NA,1
3,3,1,t3299,Male,SuperPref Nonsmoker,NA,NA
3,4,2,t3299,Male,SuperPref Nonsmoker,NA,NA
3,5,3,t3299,Male,SuperPref Nonsmoker,NA,NA
3,6,4,t3299,Male,SuperPref Nonsmoker,NA,NA
3,7,5,t3299,Male,SuperPref Nonsmoker,NA,NA
3,8,6,t3299,Male,SuperPref Nonsmoker,NA,NA
3,9,7,t3299,Male,SuperPref Nonsmoker,NA,NA
3,10,8,t3299,Male,SuperPref Nonsmoker,NA,NA
3,11,9,t3299,Male,SuperPref Nonsmoker,NA,NA
3,12,10,t3299,Male,SuperPref Nonsmoker,NA,NA
3,13,11,t3299,Male,SuperPref Nonsmoker,NA,NA
3,14,12,t3299,Male,SuperPref Nonsmoker,NA,NA
3,15,13,t3299,Male,SuperPref Nonsmoker,NA,NA
3,16,14,t3299,Male,SuperPref Nonsmoker,NA,NA
3,17,15,t3299,Male,SuperPref Nonsmoker,NA,NA
3,18,16,t3299,Male,SuperPref Nonsmoker,NA,7e-4
3,19,17,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
3,20,18,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
3,21,19,t3299,Male,SuperPref Nonsmoker,NA,7.8e-4
3,22,20,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
3,23,21,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
3,24,22,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
3,25,23,t3299,Male,SuperPref Nonsmoker,NA,7.2e-4
3,26,24,t3299,Male,SuperPref Nonsmoker,NA,6.1e-4
3,27,25,t3299,Male,SuperPref Nonsmoker,NA,5.8e-4
3,28,26,t3299,Male,SuperPref Nonsmoker,NA,5.3e-4
3,29,27,t3299,Male,SuperPref Nonsmoker,NA,4.9e-4
3,30,28,t3299,Male,SuperPref Nonsmoker,NA,4.6e-4
3,31,29,t3299,Male,SuperPref Nonsmoker,NA,4.8e-4
3,32,30,t3299,Male,SuperPref Nonsmoker,NA,5e-4
3,33,31,t3299,Male,SuperPref Nonsmoker,NA,5.7e-4
3,34,32,t3299,Male,SuperPref Nonsmoker,NA,6.5e-4
3,35,33,t3299,Male,SuperPref Nonsmoker,NA,7.5e-4
3,36,34,t3299,Male,SuperPref Nonsmoker,NA,8.8e-4
3,37,35,t3299,Male,SuperPref Nonsmoker,NA,9.9e-4
3,38,36,t3299,Male,SuperPref Nonsmoker,NA,0.00109
3,39,37,t3299,Male,SuperPref Nonsmoker,NA,0.00115
3,40,38,t3299,Male,SuperPref Nonsmoker,NA,0.0012
3,41,39,t3299,Male,SuperPref Nonsmoker,NA,0.00127
3,42,40,t3299,Male,SuperPref Nonsmoker,NA,0.00135
3,43,41,t3299,Male,SuperPref Nonsmoker,NA,0.00143
3,44,42,t3299,Male,SuperPref Nonsmoker,NA,0.0015
3,45,43,t3299,Male,SuperPref Nonsmoker,NA,0.00154
3,46,44,t3299,Male,SuperPref Nonsmoker,NA,0.0016
3,47,45,t3299,Male,SuperPref Nonsmoker,NA,0.00166
3,48,46,t3299,Male,SuperPref Nonsmoker,NA,0.00173
3,49,47,t3299,Male,SuperPref Nonsmoker,NA,0.00181
3,50,48,t3299,Male,SuperPref Nonsmoker,NA,0.0019
3,51,49,t3299,Male,SuperPref Nonsmoker,NA,0.00204
