table,gender,tobacco,attained_age,q_ult
t3295,Male,Nonsmoker,114,0.73687
t3295,Male,Nonsmoker,115,0.77578
t3295,Male,Nonsmoker,116,0.8166
t3295,Male,Nonsmoker,117,0.8594
t3295,Male,Nonsmoker,118,0.90421
t3295,Male,Nonsmoker,119,0.95108
t3295,Male,Nonsmoker,120,1
t3296,Female,Nonsmoker,18,3.3e-4
t3296,Female,Nonsmoker,19,3.3e-4
t3296,Female,Nonsmoker,20,3.2e-4
t3296,Female,Nonsmoker,21,3.2e-4
t3296,Female,Nonsmoker,22,3.2e-4
t3296,Female,Nonsmoker,23,3.2e-4
t3296,Female,Nonsmoker,24,3.2e-4
t3296,Female,Nonsmoker,25,3.2e-4
t3296,Female,Nonsmoker,26,3.2e-4
t3296,Female,Nonsmoker,27,3.4e-4
t3296,Female,Nonsmoker,28,3.7e-4
t3296,Female,Nonsmoker,29,3.9e-4
t3296,Female,Nonsmoker,30,4.1e-4
t3296,Female,Nonsmoker,31,4.3e-4
t3296,Female,Nonsmoker,32,4.8e-4
t3296,Female,Nonsmoker,33,5.6e-4
t3296,Female,Nonsmoker,34,6.5e-4
t3296,Female,Nonsmoker,35,7.4e-4
t3296,Female,Nonsmoker,36,8.4e-4
t3296,Female,Nonsmoker,37,9.2e-4
t3296,Female,Nonsmoker,38,9.9e-4
t3296,Female,Nonsmoker,39,0.00102
t3296,Female,Nonsmoker,40,0.00103
t3296,Female,Nonsmoker,41,0.00104
t3296,Female,Nonsmoker,42,0.00104
t3296,Female,Nonsmoker,43,0.00104
t3296,Female,Nonsmoker,44,0.00105
t3296,Female,Nonsmoker,45,0.00107
t3296,Female,Nonsmoker,46,0.00111
t3296,Female,Nonsmoker,47,0.00117
t3296,Female,Nonsmoker,48,0.00124
t3296,Female,Nonsmoker,49,0.00133
t3296,Female,Nonsmoker,50,0.00145
t3296,Female,Nonsmoker,51,0.0016
t3296,Female,Nonsmoker,52,0.00178
t3296,Female,Nonsmoker,53,0.002
t3296,Female,Nonsmoker,54,0.00224
t3296,Female,Nonsmoker,55,0.00247
t3296,Female,Nonsmoker,56,0.0027
t3296,Female,Nonsmoker,57,0.00292
t3296,Female,Nonsmoker,58,0.00316
t3296,Female,Nonsmoker,59,0.00341
t3296,Female,Nonsmoker,60,0.0037
t3296,Female,Nonsmoker,61,0.00405
t3296,Female,Nonsmoker,62,0.00444
t3296,Female,Nonsmoker,63,0.00489
t3296,Female,Nonsmoker,64,0.00537
t3296,Female,Nonsmoker,65,0.0059
t3296,Female,Nonsmoker,66,0.00647
t3296,Female,Nonsmoker,67,0.00708
t3296,Female,Nonsmoker,68,0.00776
t3296,Female,Nonsmoker,69,0.00855
t3296,Female,Nonsmoker,70,0.00947
t3296,Female,Nonsmoker,71,0.01056
t3296,Female,Nonsmoker,72,0.01184
t3296,Female,Nonsmoker,73,0.01333
t3296,Female,Nonsmoker,74,0.01506
t3296,Female,Nonsmoker,75,0.01705
t3296,Female,Nonsmoker,76,0.01933
t3296,Female,Nonsmoker,77,0.02198
t3296,Female,Nonsmoker,78,0.02511
t3296,Female,Nonsmoker,79,0.02888
t3296,Female,Nonsmoker,80,0.03333
t3296,Female,Nonsmoker,81,0.03808
t3296,Female,Nonsmoker,82,0.043
t3296,Female,Nonsmoker,83,0.04865
t3296,Female,Nonsmoker,84,0.05644
t3296,Female,Nonsmoker,85,0.06539
t3296,Female,Nonsmoker,86,0.07427
t3296,Female,Nonsmoker,87,0.08446
t3296,Female,Nonsmoker,88,0.09608
t3296,Female,Nonsmoker,89,0.10889
t3296,Female,Nonsmoker,90,0.12274
t3296,Female,Nonsmoker,91,0.13763
t3296,Female,Nonsmoker,92,0.15374
t3296,Female,Nonsmoker,93,0.17057
t3296,Female,Nonsmoker,94,0.18805
t3296,Female,Nonsmoker,95,0.20815
t3296,Female,Nonsmoker,96,0.23156
t3296,Female,Nonsmoker,97,0.25715
t3296,Female,Nonsmoker,98,0.28478
t3296,Female,Nonsmoker,99,0.31407
t3296,Female,Nonsmoker,100,0.34218
t3296,Female,Nonsmoker,101,0.36726
t3296,Female,Nonsmoker,102,0.39191
t3296,Female,Nonsmoker,103,0.41572
t3296,Female,Nonsmoker,104,0.43829
t3296,Female,Nonsmoker,105,0.45924
t3296,Female,Nonsmoker,106,0.48109
t3296,Female,Nonsmoker,107,0.50727
t3296,Female,Nonsmoker,108,0.53485
t3296,Female,Nonsmoker,109,0.56389
t3296,Female,Nonsmoker,110,0.59447
t3296,Female,Nonsmoker,111,0.62665
t3296,Female,Nonsmoker,112,0.66051
t3296,Female,Nonsmoker,113,0.69612
t3296,Female,Nonsmoker,114,0.73355
t3296,Female,Nonsmoker,115,0.77288
t3296,Female,Nonsmoker,116,0.81418
t3296,Female,Nonsmoker,117,0.8575
t3296,Female,Nonsmoker,118,0.90289
t3296,Female,Nonsmoker,119,0.95039
t3296,Female,Nonsmoker,120,1
t3297,Male,Smoker,18,8e-4
t3297,Male,Smoker,19,8.4e-4
t3297,Male,Smoker,20,8.7e-4
t3297,Male,Smoker,21,9e-4
t3297,Male,Smoker,22,0.00093000000000000005
t3297,Male,Smoker,23,9.6e-4
t3297,Male,Smoker,24,0.001
t3297,Male,Smoker,25,0.00101
t3297,Male,Smoker,26,0.00101
t3297,Male,Smoker,27,0.001
t3297,Male,Smoker,28,9.8e-4
t3297,Male,Smoker,29,9.8e-4
t3297,Male,Smoker,30,0.001
t3297,Male,Smoker,31,0.00105
t3297,Male,Smoker,32,0.00113
t3297,Male,Smoker,33,0.00121
t3297,Male,Smoker,34,0.0013
t3297,Male,Smoker,35,0.00141
t3297,Male,Smoker,36,0.00154
t3297,Male,Smoker,37,0.00169
t3297,Male,Smoker,38,0.00187
t3297,Male,Smoker,39,0.00212
t3297,Male,Smoker,40,0.00238
t3297,Male,Smoker,41,0.00265
t3297,Male,Smoker,42,0.0029
t3297,Male,Smoker,43,0.00312
t3297,Male,Smoker,44,0.00328
t3297,Male,Smoker,45,0.00346
t3297,Male,Smoker,46,0.00368
t3297,Male,Smoker,47,0.00392
t3297,Male,Smoker,48,0.00419
t3297,Male,Smoker,49,0.00449
t3297,Male,Smoker,50,0.00484
t3297,Male,Smoker,51,0.00523
t3297,Male,Smoker,52,0.00568
t3297,Male,Smoker,53,0.00617
t3297,Male,Smoker,54,0.00673
t3297,Male,Smoker,55,0.00737
t3297,Male,Smoker,56,0.00809
t3297,Male,Smoker,57,0.00891
t3297,Male,Smoker,58,0.00984
t3297,Male,Smoker,59,0.01091
t3297,Male,Smoker,60,0.01213
t3297,Male,Smoker,61,0.01353
t3297,Male,Smoker,62,0.0151
t3297,Male,Smoker,63,0.01682
t3297,Male,Smoker,64,0.01872
t3297,Male,Smoker,65,0.02079
t3297,Male,Smoker,66,0.02298
t3297,Male,Smoker,67,0.02527
t3297,Male,Smoker,68,0.02773
t3297,Male,Smoker,69,0.03043
t3297,Male,Smoker,70,0.03348
t3297,Male,Smoker,71,0.03694
t3297,Male,Smoker,72,0.04076
t3297,Male,Smoker,73,0.04487
t3297,Male,Smoker,74,0.04913
t3297,Male,Smoker,75,0.05341
t3297,Male,Smoker,76,0.05763
t3297,Male,Smoker,77,0.06183
t3297,Male,Smoker,78,0.06612
t3297,Male,Smoker,79,0.07067
t3297,Male,Smoker,80,0.07562
t3297,Male,Smoker,81,0.08088
t3297,Male,Smoker,82,0.08759
t3297,Male,Smoker,83,0.09633
t3297,Male,Smoker,84,0.10624
t3297,Male,Smoker,85,0.11749
t3297,Male,Smoker,86,0.13012
t3297,Male,Smoker,87,0.14409
t3297,Male,Smoker,88,0.15906
t3297,Male,Smoker,89,0.17461
t3297,Male,Smoker,90,0.19037
t3297,Male,Smoker,91,0.20584
t3297,Male,Smoker,92,0.2208
t3297,Male,Smoker,93,0.23491
t3297,Male,Smoker,94,0.24751
t3297,Male,Smoker,95,0.26093
t3297,Male,Smoker,96,0.27749
t3297,Male,Smoker,97,0.29583
t3297,Male,Smoker,98,0.31619
t3297,Male,Smoker,99,0.33824
t3297,Male,Smoker,100,0.36089
t3297,Male,Smoker,101,0.38306
t3297,Male,Smoker,102,0.40502
t3297,Male,Smoker,103,0.42637
t3297,Male,Smoker,104,0.44673
t3297,Male,Smoker,105,0.4657
t3297,Male,Smoker,106,0.48631
t3297,Male,Smoker,107,0.51238
t3297,Male,Smoker,108,0.53981
t3297,Male,Smoker,109,0.56867
t3297,Male,Smoker,110,0.59903
t3297,Male,Smoker,111,0.63096
t3297,Male,Smoker,112,0.66453
t3297,Male,Smoker,113,0.69981
t3297,Male,Smoker,114,0.73687
t3297,Male,Smoker,115,0.77578
t3297,Male,Smoker,116,0.8166
t3297,Male,Smoker,117,0.8594
t3297,Male,Smoker,118,0.90421
t3297,Male,Smoker,119,0.95108
t3297,Male,Smoker,120,1
t3298,Female,Smoker,18,3.3e-4
t3298,Female,Smoker,19,3.3e-4
t3298,Female,Smoker,20,3.2e-4
t3298,Female,Smoker,21,3.2e-4
t3298,Female,Smoker,22,3.3e-4
t3298,Female,Smoker,23,3.6e-4
t3298,Female,Smoker,24,4e-4
t3298,Female,Smoker,25,4e-4
t3298,Female,Smoker,26,4.1e-4
t3298,Female,Smoker,27,4.1e-4
t3298,Female,Smoker,28,4.3e-4
t3298,Female,Smoker,29,4.6e-4
t3298,Female,Smoker,30,4.9e-4
t3298,Female,Smoker,31,5.3e-4
t3298,Female,Smoker,32,5.7e-4
t3298,Female,Smoker,33,6.8e-4
t3298,Female,Smoker,34,8.2e-4
t3298,Female,Smoker,35,9.5e-4
t3298,Female,Smoker,36,0.00112
t3298,Female,Smoker,37,0.0013
t3298,Female,Smoker,38,0.00147
t3298,Female,Smoker,39,0.0016
t3298,Female,Smoker,40,0.00172
t3298,Female,Smoker,41,0.00182
t3298,Female,Smoker,42,0.00193
t3298,Female,Smoker,43,0.00204
t3298,Female,Smoker,44,0.00215
t3298,Female,Smoker,45,0.00232
t3298,Female,Smoker,46,0.00254
t3298,Female,Smoker,47,0.00279
t3298,Female,Smoker,48,0.00306
t3298,Female,Smoker,49,0.00336
t3298,Female,Smoker,50,0.00369
t3298,Female,Smoker,51,0.00407
t3298,Female,Smoker,52,0.00447
t3298,Female,Smoker,53,0.00493
t3298,Female,Smoker,54,0.00543
t3298,Female,Smoker,55,0.00599
t3298,Female,Smoker,56,0.00663
t3298,Female,Smoker,57,0.00735
t3298,Female,Smoker,58,0.00815
t3298,Female,Smoker,59,0.00903
t3298,Female,Smoker,60,0.01002
t3298,Female,Smoker,61,0.01112
t3298,Female,Smoker,62,0.01232
t3298,Female,Smoker,63,0.01364
t3298,Female,Smoker,64,0.01507
t3298,Female,Smoker,65,0.01662
t3298,Female,Smoker,66,0.01828
t3298,Female,Smoker,67,0.02005
t3298,Female,Smoker,68,0.0219
t3298,Female,Smoker,69,0.02389
t3298,Female,Smoker,70,0.0261
t3298,Female,Smoker,71,0.02839
t3298,Female,Smoker,72,0.03076
t3298,Female,Smoker,73,0.03334
t3298,Female,Smoker,74,0.03618
t3298,Female,Smoker,75,0.03932
t3298,Female,Smoker,76,0.04281
t3298,Female,Smoker,77,0.04667
t3298,Female,Smoker,78,0.05093
t3298,Female,Smoker,79,0.05612
t3298,Female,Smoker,80,0.06265
t3298,Female,Smoker,81,0.07025
t3298,Female,Smoker,82,0.07882
t3298,Female,Smoker,83,0.08798
t3298,Female,Smoker,84,0.0968
t3298,Female,Smoker,85,0.10744
t3298,Female,Smoker,86,0.11991
t3298,Female,Smoker,87,0.13213
t3298,Female,Smoker,88,0.14529
t3298,Female,Smoker,89,0.15916
t3298,Female,Smoker,90,0.17336
t3298,Female,Smoker,91,0.18779
t3298,Female,Smoker,92,0.20259
t3298,Female,Smoker,93,0.21702
t3298,Female,Smoker,94,0.23091
t3298,Female,Smoker,95,0.24651
t3298,Female,Smoker,96,0.26446
t3298,Female,Smoker,97,0.28313
t3298,Female,Smoker,98,0.30214
t3298,Female,Smoker,99,0.32095
t3298,Female,Smoker,100,0.34218
t3298,Female,Smoker,101,0.36726
t3298,Female,Smoker,102,0.39191
t3298,Female,Smoker,103,0.41572
t3298,Female,Smoker,104,0.43829
t3298,Female,Smoker,105,0.45924
t3298,Female,Smoker,106,0.48109
t3298,Female,Smoker,107,0.50727
t3298,Female,Smoker,108,0.53485
t3298,Female,Smoker,109,0.56389
t3298,Female,Smoker,110,0.59447
t3298,Female,Smoker,111,0.62665
t3298,Female,Smoker,112,0.66051
t3298,Female,Smoker,113,0.69612
t3298,Female,Smoker,114,0.73355
t3298,Female,Smoker,115,0.77288
t3298,Female,Smoker,116,0.81418
t3298,Female,Smoker,117,0.8575
t3298,Female,Smoker,118,0.90289
t3298,Female,Smoker,119,0.95039
t3298,Female,Smoker,120,1
